County,State,Population,Total Votes,Democrats,Republican,Other
Valley County,Idaho,8283,4772,1843,2863,66
Washington County,Idaho,9947,4359,1033,3274,52
Adams County,Illinois,66818,31477,10511,20834,132
Alexander County,Illinois,9186,3873,2016,1831,26
Bond County,Illinois,18101,7369,3228,4068,73
Boone County,Illinois,47893,19541,8286,11132,123
Brown County,Illinois,6968,2585,895,1679,11
Bureau County,Illinois,34951,17902,7961,9822,119
Calhoun County,Illinois,5138,2706,1367,1317,22
Carroll County,Illinois,16102,8135,3537,4534,64
Cass County,Illinois,13640,5700,2492,3163,45
Champaign County,Illinois,188617,82434,41524,39896,1014
Christian County,Illinois,35308,15267,6112,9044,111
Clark County,Illinois,16718,8007,2877,5082,48
Clay County,Illinois,14142,6554,2101,4416,37
Clinton County,Illinois,36495,17131,6797,10219,115
Coles County,Illinois,53182,22780,9566,13015,199
Cook County,Illinois,5252021,2049434,1439724,597405,12305
Crawford County,Illinois,20059,9332,3194,6083,55
Cumberland County,Illinois,11078,5416,1862,3497,57
DeKalb County,Illinois,96106,40768,19263,21095,410
De Witt County,Illinois,16671,7798,2836,4920,42
Douglas County,Illinois,20100,8540,2767,5702,71
DuPage County,Illinois,913940,402446,180097,218902,3447
Edgar County,Illinois,19041,8429,3093,5258,78
Edwards County,Illinois,6825,3364,930,2412,22
Effingham County,Illinois,34497,16278,4388,11774,116
Fayette County,Illinois,21056,9549,3571,5880,98
Ford County,Illinois,14135,6479,1912,4511,56
Franklin County,Illinois,39298,19352,8816,10388,148
Fulton County,Illinois,37630,17035,9080,7818,137
Gallatin County,Illinois,6071,3225,1573,1619,33
Greene County,Illinois,14411,6068,2457,3559,52
Grundy County,Illinois,41410,19831,8463,11198,170
Hamilton County,Illinois,8525,4514,1814,2653,47
Hancock County,Illinois,19577,9899,3975,5837,87
Hardin County,Illinois,4664,2437,923,1501,13
Henderson County,Illinois,7912,4153,2269,1857,27
Henry County,Illinois,50509,25241,11877,13212,152
Iroquois County,Illinois,30493,13835,3832,9914,89
Jackson County,Illinois,59462,25826,14300,11190,336
Jasper County,Illinois,10010,5336,1781,3529,26
Jefferson County,Illinois,39638,16948,6713,10160,75
Jersey County,Illinois,22374,10137,4597,5435,105
Jo Daviess County,Illinois,22646,11584,5311,6174,99
Johnson County,Illinois,12903,5865,1813,3997,55
Kane County,Illinois,466884,171715,75922,94359,1434
Kankakee County,Illinois,106744,45036,20003,24739,294
Kendall County,Illinois,73723,32402,12374,19774,254
Knox County,Illinois,53909,24708,13403,11111,194
Lake County,Illinois,677735,275295,134352,139081,1862
LaSalle County,Illinois,112135,50729,24263,26101,365
Lawrence County,Illinois,16562,6729,2518,4162,49
Lee County,Illinois,35704,15876,6416,9307,153
Livingston County,Illinois,39145,16039,5632,10316,91
Logan County,Illinois,30981,13467,4273,9112,82
McDonough County,Illinois,32798,14929,7119,7656,154
McHenry County,Illinois,287997,127948,50330,76412,1206
McLean County,Illinois,159096,71620,29877,41276,467
Macon County,Illinois,111181,51746,23341,28118,287
Macoupin County,Illinois,48612,22785,11193,11413,179
Madison County,Illinois,263722,123678,63399,59384,895
Marion County,Illinois,40229,17224,7694,9413,117
Marshall County,Illinois,13007,6584,2806,3734,44
Mason County,Illinois,15671,7183,3215,3907,61
Massac County,Illinois,15444,7424,2805,4578,41
Menard County,Illinois,12641,6574,2137,4408,29
Mercer County,Illinois,16795,8974,4512,4405,57
Monroe County,Illinois,30422,16370,6788,9468,114
Montgomery County,Illinois,30394,12930,5979,6851,100
Morgan County,Illinois,36332,15180,5650,9392,138
Moultrie County,Illinois,14521,6466,2388,4028,50
Ogle County,Illinois,52536,24091,9018,14918,155
Peoria County,Illinois,182613,82771,41121,41051,599
Perry County,Illinois,22630,10425,4770,5589,66
Piatt County,Illinois,16463,8586,3124,5392,70
Pike County,Illinois,16910,7980,2849,5032,99
Pope County,Illinois,4424,2436,918,1500,18
Pulaski County,Illinois,6733,3108,1372,1720,16
Putnam County,Illinois,6015,3352,1704,1623,25
Randolph County,Illinois,33714,14956,6771,8076,109
Richland County,Illinois,16270,7749,2529,5153,67
Rock Island County,Illinois,147291,69972,39880,29663,429
St. Clair County,Illinois,260214,113189,62410,50203,576
Saline County,Illinois,25763,11814,4697,7057,60
Sangamon County,Illinois,191885,95375,38630,55904,841
Schuyler County,Illinois,7374,4031,1594,2403,34
Scott County,Illinois,5467,2636,927,1696,13
Shelby County,Illinois,22484,10577,3744,6753,80
Stark County,Illinois,6172,3061,1189,1841,31
Stephenson County,Illinois,48479,21320,8913,12212,195
Tazewell County,Illinois,129656,62338,25814,36058,466
Union County,Illinois,18048,9119,3735,5333,51
Vermilion County,Illinois,82955,33714,14726,18731,257
Wabash County,Illinois,12486,6006,1752,4212,42
Warren County,Illinois,17894,8457,3938,4474,45
Washington County,Illinois,15106,8104,2986,5072,46
Wayne County,Illinois,16881,8287,2139,6102,46
White County,Illinois,15089,8301,3071,5180,50
Whiteside County,Illinois,59352,26873,13723,12959,191
Will County,Illinois,605934,246409,115625,129098,1686
Williamson County,Illinois,63379,29960,11685,18086,189
Winnebago County,Illinois,284337,121425,59740,60782,903
Woodford County,Illinois,36514,18802,6005,12698,99
Adams County,Indiana,33822,13340,3512,9734,94
Allen County,Indiana,340916,129609,46710,82013,886
Bartholomew County,Indiana,72882,28515,9191,19093,231
Benton County,Indiana,9016,3992,1135,2797,60
Blackford County,Indiana,13496,5380,1903,3447,30
Boone County,Indiana,50158,22898,5636,17055,207
Brown County,Indiana,15390,7330,2730,4512,88
Carroll County,Indiana,20148,8638,2689,5868,81
Cass County,Indiana,39921,13931,4315,9480,136
Clark County,Indiana,100435,42337,17648,24495,194
Clay County,Indiana,27015,10783,3333,7361,89
Clinton County,Indiana,33342,11877,3335,8471,71
Crawford County,Indiana,11029,4574,1932,2609,33
Daviess County,Indiana,30300,10599,2573,7936,90
Dearborn County,Indiana,48135,20969,6596,14231,142
Decatur County,Indiana,25208,10199,2621,7499,79
DeKalb County,Indiana,41283,15403,4810,10468,125
Delaware County,Indiana,118938,47939,20436,27064,439
Dubois County,Indiana,40950,17066,5210,11726,130
Elkhart County,Indiana,189316,61380,17966,42967,447
Fayette County,Indiana,24844,9468,3626,5761,81
Floyd County,Indiana,71465,33890,13857,19877,156
Fountain County,Indiana,17578,7804,2477,5260,67
Franklin County,Indiana,22852,9992,2925,6977,90
Fulton County,Indiana,20466,8703,2607,6027,69
Gibson County,Indiana,33198,14614,5378,9133,103
Grant County,Indiana,71479,27460,8509,18769,182
Greene County,Indiana,33384,13352,4606,8609,137
Hamilton County,Indiana,225319,104906,26388,77887,631
Hancock County,Indiana,60922,27867,6912,20771,184
Harrison County,Indiana,36736,17310,6171,11015,124
Hendricks County,Indiana,124115,52302,13548,38430,324
Henry County,Indiana,48184,20504,7176,13137,191
Howard County,Indiana,84291,37021,12998,23714,309
Huntington County,Indiana,37768,15627,3877,11617,133
Jackson County,Indiana,41417,16309,5092,11083,134
Jasper County,Indiana,31503,11844,3678,8056,110
Jay County,Indiana,21651,8232,2740,5427,65
Jefferson County,Indiana,31787,12971,5117,7763,91
Jennings County,Indiana,28202,10517,3538,6864,115
Johnson County,Indiana,124192,51255,13109,37765,381
Knox County,Indiana,38712,15746,5649,9990,107
Kosciusko County,Indiana,75447,28360,5977,22136,247
LaGrange County,Indiana,36017,9003,2523,6430,50
Lake County,Indiana,487405,188022,114743,71903,1376
LaPorte County,Indiana,108914,42606,21114,20916,576
Lawrence County,Indiana,46106,17698,5346,12207,145
Madison County,Indiana,131366,54855,21882,32526,447
Marion County,Indiana,870378,320838,162249,156072,2517
Marshall County,Indiana,46288,17814,5593,12074,147
Martin County,Indiana,10361,4996,1522,3414,60
Miami County,Indiana,37120,13628,3886,9600,142
Monroe County,Indiana,126359,50467,26965,22834,668
Montgomery County,Indiana,37795,14548,3536,10901,111
Morgan County,Indiana,67795,26029,6650,19197,182
Newton County,Indiana,14386,5848,2032,3757,59
Noble County,Indiana,46996,15679,4703,10859,117
Ohio County,Indiana,5868,2958,1139,1796,23
Orange County,Indiana,19624,8652,2885,5683,84
Owen County,Indiana,22190,7604,2536,5000,68
Parke County,Indiana,17460,6971,2362,4550,59
Perry County,Indiana,19148,8315,4131,4137,47
Pike County,Indiana,13047,6212,2418,3745,49
Porter County,Indiana,153664,64873,29388,34794,691
Posey County,Indiana,26664,11986,4085,7833,68
Pulaski County,Indiana,13667,5614,1750,3797,67
Putnam County,Indiana,37516,13136,4103,8908,125
Randolph County,Indiana,26582,11092,3812,7172,108
Ripley County,Indiana,27849,11834,3510,8224,100
Rush County,Indiana,17869,7421,2000,5363,58
St. Joseph County,Indiana,264541,108619,52637,55254,728
Scott County,Indiana,23626,8677,3822,4793,62
Shelby County,Indiana,43488,16027,4519,11397,111
Spencer County,Indiana,20605,9924,3920,5934,70
Starke County,Indiana,23310,8937,3987,4846,104
Steuben County,Indiana,33718,12905,4345,8433,127
Sullivan County,Indiana,21809,8394,3341,4999,54
Switzerland County,Indiana,9863,3671,1479,2161,31
Tippecanoe County,Indiana,155832,52360,20818,30897,645
Tipton County,Indiana,16510,7892,2203,5628,61
Union County,Indiana,7291,3344,1045,2266,33
Vanderburgh County,Indiana,175113,70654,28767,41463,424
Vermillion County,Indiana,16515,7017,3424,3536,57
Vigo County,Indiana,104662,39744,18426,20988,330
Wabash County,Indiana,34131,13602,3920,9607,75
Warren County,Indiana,8609,3960,1356,2565,39
Warrick County,Indiana,55171,26025,8980,16930,115
Washington County,Indiana,27854,10880,3879,6915,86
Wayne County,Indiana,70070,27657,10775,16586,296
Wells County,Indiana,27826,12354,3112,9168,74
White County,Indiana,24976,10366,3277,6974,115
Whitley County,Indiana,31841,13481,3880,9512,89
Adair County,Iowa,8019,4278,1844,2402,32
Adams County,Iowa,4307,2325,977,1317,31
Allamakee County,Iowa,14324,7062,3449,3530,83
Appanoose County,Iowa,13462,6450,3063,3340,47
Audubon County,Iowa,6430,3592,1608,1958,26
Benton County,Iowa,26181,13501,6747,6658,96
Black Hawk County,Iowa,126682,63907,35392,28046,469
Boone County,Iowa,26372,14009,7027,6870,112
Bremer County,Iowa,23728,12779,6025,6665,89
Buchanan County,Iowa,20910,10475,5608,4797,70
Buena Vista County,Iowa,20000,8490,3520,4887,83
Butler County,Iowa,14985,7475,3001,4417,57
Calhoun County,Iowa,10382,5542,2243,3255,44
Carroll County,Iowa,20936,10524,4689,5762,73
Cass County,Iowa,14142,7543,2679,4796,68
Cedar County,Iowa,18248,9694,4747,4869,78
Cerro Gordo County,Iowa,44993,24516,13372,10960,184
Cherokee County,Iowa,12510,6796,2988,3758,50
Chickasaw County,Iowa,12691,6806,3708,3040,58
Clarke County,Iowa,9307,4566,2323,2200,43
Clay County,Iowa,16960,8588,3547,4898,143
Clayton County,Iowa,18358,9168,4736,4312,120
Clinton County,Iowa,49498,24684,13813,10666,205
Crawford County,Iowa,16941,7242,3220,3955,67
Dallas County,Iowa,50387,26293,10917,15183,193
Davis County,Iowa,8612,3918,1731,2148,39
Decatur County,Iowa,8580,4011,1859,2088,64
Delaware County,Iowa,18066,9200,4227,4908,65
Des Moines County,Iowa,40562,20874,12456,8221,197
Dickinson County,Iowa,16506,9553,4140,5337,76
Dubuque County,Iowa,90462,47043,26561,20100,382
Emmet County,Iowa,10553,5156,2405,2697,54
Fayette County,Iowa,21415,10392,5185,5128,79
Floyd County,Iowa,16586,8167,4349,3745,73
Franklin County,Iowa,10716,5521,2340,3128,53
Fremont County,Iowa,7655,3911,1510,2362,39
Greene County,Iowa,9932,5113,2459,2618,36
Grundy County,Iowa,12383,6849,2386,4429,34
Guthrie County,Iowa,11389,5994,2614,3325,55
Hamilton County,Iowa,16285,8335,3895,4367,73
Hancock County,Iowa,11838,5905,2484,3368,53
Hardin County,Iowa,18164,8949,4015,4875,59
Harrison County,Iowa,15412,7680,2906,4680,94
Henry County,Iowa,20225,9457,4127,5220,110
Howard County,Iowa,9792,4697,2614,2028,55
Humboldt County,Iowa,10121,5350,2146,3162,42
Ida County,Iowa,7457,3774,1415,2342,17
Iowa County,Iowa,16108,8454,3841,4544,69
Jackson County,Iowa,20146,10011,5656,4242,113
Jasper County,Iowa,37645,20062,10430,9462,170
Jefferson County,Iowa,16298,8281,4490,3648,143
Johnson County,Iowa,118891,65373,41847,22715,811
Jones County,Iowa,20613,9978,5054,4834,90
Keokuk County,Iowa,11061,5480,2294,3119,67
Kossuth County,Iowa,16437,9258,4132,5042,84
Lee County,Iowa,36587,17858,10152,7472,234
Linn County,Iowa,198314,110740,60442,49442,856
Louisa County,Iowa,12115,4916,2297,2572,47
Lucas County,Iowa,9508,4571,1987,2543,41
Lyon County,Iowa,11692,6101,1303,4751,47
Madison County,Iowa,14733,8004,3380,4538,86
Mahaska County,Iowa,22240,10728,3790,6858,80
Marion County,Iowa,32618,16696,6574,9990,132
Marshall County,Iowa,39711,19164,9443,9557,164
Mills County,Iowa,14715,6940,2308,4556,76
Mitchell County,Iowa,10898,5480,2785,2646,49
Monona County,Iowa,9681,5018,2397,2575,46
Monroe County,Iowa,7969,3963,1855,2067,41
Montgomery County,Iowa,11191,5556,1899,3601,56
Muscatine County,Iowa,41758,18717,9542,9020,155
O'Brien County,Iowa,14564,7731,2330,5328,73
Osceola County,Iowa,6863,3266,934,2295,37
Page County,Iowa,16227,7513,2211,5243,59
Palo Alto County,Iowa,9753,5191,2482,2674,35
Plymouth County,Iowa,25042,12222,4278,7810,134
Pocahontas County,Iowa,8003,4313,1822,2441,50
Polk County,Iowa,392164,202618,105218,95828,1572
Pottawattamie County,Iowa,89762,41820,16906,24558,356
Poweshiek County,Iowa,19106,10091,5043,4965,83
Ringgold County,Iowa,5335,2778,1286,1466,26
Sac County,Iowa,10871,5374,2215,3128,31
Scott County,Iowa,158145,82722,42122,39958,642
Shelby County,Iowa,12750,6670,2355,4256,59
Sioux County,Iowa,32547,16570,2259,14229,82
Story County,Iowa,82754,44652,23296,20819,537
Tama County,Iowa,18167,9001,4487,4456,58
Taylor County,Iowa,6689,3190,1252,1908,30
Union County,Iowa,12085,5978,2747,3165,66
Van Buren County,Iowa,7665,3836,1568,2211,57
Wapello County,Iowa,35709,16707,9125,7403,179
Warren County,Iowa,42584,23053,10730,12160,163
Washington County,Iowa,21258,10688,4595,5977,116
Wayne County,Iowa,6561,3133,1379,1733,21
Webster County,Iowa,38922,18631,9561,8959,111
Winnebago County,Iowa,11321,5952,2707,3175,70
Winneshiek County,Iowa,21040,10784,5354,5324,106
Woodbury County,Iowa,101816,44195,21455,22451,289
Worth County,Iowa,7731,4123,2286,1795,42
Wright County,Iowa,13808,6603,2930,3631,42
Allen County,Kansas,13923,5873,1922,3867,84
Anderson County,Kansas,8101,3863,1295,2500,68
Atchison County,Kansas,16937,7118,3120,3880,118
Barber County,Kansas,5004,2403,588,1782,33
Barton County,Kansas,27390,11706,2874,8666,166
Bourbon County,Kansas,15110,6686,2216,4372,98
Brown County,Kansas,10253,4418,1268,3092,58
Butler County,Kansas,61849,26280,7495,18438,347
Chase County,Kansas,2996,1501,418,1055,28
Chautauqua County,Kansas,4139,1960,404,1529,27
Cherokee County,Kansas,22124,9913,3726,6083,104
Cheyenne County,Kansas,2922,1692,320,1353,19
Clark County,Kansas,2358,1291,257,1014,20
Clay County,Kansas,8447,4010,793,3174,43
Cloud County,Kansas,9739,4503,1210,3221,72
Coffey County,Kansas,8694,4408,1093,3259,56
Comanche County,Kansas,1905,981,200,770,11
Cowley County,Kansas,36317,14447,4818,9407,222
Crawford County,Kansas,38656,16527,7617,8626,284
Decatur County,Kansas,3239,1740,355,1355,30
Dickinson County,Kansas,19189,8791,2364,6295,132
Doniphan County,Kansas,8013,3603,1065,2491,47
Douglas County,Kansas,104826,50111,28634,20544,933
Edwards County,Kansas,3231,1496,386,1084,26
Elk County,Kansas,3073,1515,369,1119,27
Ellis County,Kansas,27457,12187,4033,7891,263
Ellsworth County,Kansas,6437,3102,801,2259,42
Finney County,Kansas,37462,9933,2351,7479,103
Ford County,Kansas,32265,9016,2286,6632,98
Franklin County,Kansas,25525,11476,3921,7391,164
Geary County,Kansas,27149,7328,2531,4703,94
Gove County,Kansas,2896,1467,247,1196,24
Graham County,Kansas,2786,1440,334,1082,24
Grant County,Kansas,7722,2758,561,2169,28
Gray County,Kansas,5951,2245,408,1816,21
Greeley County,Kansas,1366,735,138,584,13
Greenwood County,Kansas,7415,3244,911,2282,51
Hamilton County,Kansas,2642,1130,229,888,13
Harper County,Kansas,6261,2930,727,2154,49
Harvey County,Kansas,33549,15110,5331,9534,245
Haskell County,Kansas,4238,1599,227,1356,16
Hodgeman County,Kansas,2089,1183,223,953,7
Jackson County,Kansas,13069,5888,2064,3730,94
Jefferson County,Kansas,19042,8793,3253,5408,132
Jewell County,Kansas,3349,1915,385,1495,35
Johnson County,Kansas,495396,258687,97866,158103,2718
Kearny County,Kansas,4231,1455,272,1177,6
Kingman County,Kansas,8439,3764,904,2801,59
Kiowa County,Kansas,3130,1565,256,1275,34
Labette County,Kansas,21911,9139,3615,5400,124
Lane County,Kansas,1916,1014,181,823,10
Leavenworth County,Kansas,71373,27331,11039,15949,343
Lincoln County,Kansas,3414,1800,391,1368,41
Linn County,Kansas,9830,4741,1631,3048,62
Logan County,Kansas,2905,1523,248,1255,20
Lyon County,Kansas,36034,13440,5234,7951,255
McPherson County,Kansas,29276,13367,3589,9595,183
Marion County,Kansas,13066,6159,1536,4516,107
Marshall County,Kansas,10312,5108,1789,3261,58
Meade County,Kansas,4570,2121,356,1748,17
Miami County,Kansas,30158,14016,4838,9013,165
Mitchell County,Kansas,6539,3349,693,2609,47
Montgomery County,Kansas,35150,14116,4338,9598,180
Morris County,Kansas,5904,2936,931,1961,44
Morton County,Kansas,3326,1576,276,1287,13
Nemaha County,Kansas,10397,5463,1355,4027,81
Neosho County,Kansas,16664,7231,2424,4705,102
Ness County,Kansas,3219,1818,382,1407,29
Norton County,Kansas,5789,2599,473,2092,34
Osage County,Kansas,16843,7463,2537,4800,126
Osborne County,Kansas,4094,2075,454,1587,34
Ottawa County,Kansas,6112,2971,595,2333,43
Pawnee County,Kansas,6975,2988,773,2172,43
Phillips County,Kansas,5749,2847,557,2256,34
Pottawatomie County,Kansas,19193,8823,2176,6326,321
Pratt County,Kansas,9492,4384,1200,3121,63
Rawlins County,Kansas,2776,1720,289,1414,17
Reno County,Kansas,63779,27324,9114,17748,462
Republic County,Kansas,5285,2889,607,2238,44
Rice County,Kansas,10498,4376,1130,3182,64
Riley County,Kansas,64218,20911,7908,12672,331
Rooks County,Kansas,5400,2710,534,2121,55
Rush County,Kansas,3442,1789,517,1226,46
Russell County,Kansas,7085,3525,810,2671,44
Saline County,Kansas,54178,23041,7524,15111,406
Scott County,Kansas,4713,2299,347,1924,28
Sedgwick County,Kansas,464021,177679,64839,110381,2459
Seward County,Kansas,22538,5439,1122,4272,45
Shawnee County,Kansas,171378,81577,36264,44188,1125
Sheridan County,Kansas,2594,1406,239,1144,23
Sherman County,Kansas,6186,2762,632,2088,42
Smith County,Kansas,4190,2370,540,1803,27
Stafford County,Kansas,4468,2186,506,1649,31
Stanton County,Kansas,2354,966,165,796,5
Stevens County,Kansas,5626,2265,310,1936,19
Sumner County,Kansas,25146,10488,3217,7092,179
Thomas County,Kansas,7919,3870,816,3007,47
Trego County,Kansas,3120,1686,434,1225,27
Wabaunsee County,Kansas,6823,3604,1001,2531,72
Wallace County,Kansas,1562,876,112,742,22
Washington County,Kansas,6072,3190,643,2498,49
Wichita County,Kansas,2347,1062,183,869,10
Wilson County,Kansas,9784,4398,1060,3263,75
Woodson County,Kansas,3485,1763,530,1204,29
Wyandotte County,Kansas,154874,53401,34923,17919,559
Adair County,Kentucky,17994,7447,1764,5628,55
Allen County,Kentucky,18699,7163,1923,5202,38
Anderson County,Kentucky,19714,9591,3141,6363,87
Ballard County,Kentucky,8242,4177,1759,2389,29
Barren County,Kentucky,39601,16140,5216,10822,102
Bath County,Kentucky,11447,4919,2608,2269,42
Bell County,Kentucky,29275,11002,4210,6722,70
Boone County,Kentucky,100822,45082,12391,32329,362
Bourbon County,Kentucky,19733,8217,3198,4953,66
Boyd County,Kentucky,49542,21777,10132,11501,144
Boyle County,Kentucky,27832,12490,4646,7764,80
Bracken County,Kentucky,8592,3610,1213,2363,34
Breathitt County,Kentucky,14975,5944,3327,2542,75
Breckinridge County,Kentucky,19326,8520,2884,5580,56
Bullitt County,Kentucky,66937,28627,9043,19433,151
Butler County,Kentucky,13044,5578,1436,4109,33
Caldwell County,Kentucky,12774,6349,2245,4066,38
Calloway County,Kentucky,35327,15145,5728,9293,124
Campbell County,Kentucky,87982,40175,14253,25540,382
Carlisle County,Kentucky,5261,2845,1102,1734,9
Carroll County,Kentucky,10379,3897,1688,2175,34
Carter County,Kentucky,27528,11117,5577,5422,118
Casey County,Kentucky,15784,6321,1174,5109,38
Christian County,Kentucky,71700,21015,6970,13935,110
Clark County,Kentucky,34025,15317,5661,9540,116
Clay County,Kentucky,23278,7687,1901,5726,60
Clinton County,Kentucky,9886,4352,952,3369,31
Crittenden County,Kentucky,9126,4190,1438,2726,26
Cumberland County,Kentucky,7189,3239,848,2356,35
Daviess County,Kentucky,92769,41483,15788,25372,323
Edmonson County,Kentucky,11804,5481,1856,3595,30
Elliott County,Kentucky,6748,2957,2064,871,22
Estill County,Kentucky,14913,5575,1907,3633,35
Fayette County,Kentucky,272377,125576,57994,66406,1176
Fleming County,Kentucky,14271,6203,2406,3749,48
Floyd County,Kentucky,41128,17885,11132,6612,141
Franklin County,Kentucky,48536,24133,11620,12281,232
Fulton County,Kentucky,7274,2890,1340,1527,23
Gallatin County,Kentucky,8119,3073,1188,1869,16
Garrard County,Kentucky,15941,6658,1841,4784,33
Grant County,Kentucky,23856,8824,2818,5951,55
Graves County,Kentucky,36789,16229,6206,9903,120
Grayson County,Kentucky,24962,10143,2905,7170,68
Green County,Kentucky,11408,5206,1312,3866,28
Greenup County,Kentucky,36579,16435,7630,8696,109
Hancock County,Kentucky,8389,4029,1709,2286,34
Hardin County,Kentucky,95015,36441,11507,24627,307
Harlan County,Kentucky,30614,11070,4332,6659,79
Harrison County,Kentucky,18233,7731,2807,4855,69
Hart County,Kentucky,17821,6784,2470,4269,45
Henderson County,Kentucky,45362,18701,8101,10467,133
Henry County,Kentucky,15327,6499,2366,4094,39
Hickman County,Kentucky,5093,2342,926,1395,21
Hopkins County,Kentucky,46759,18843,6420,12314,109
Jackson County,Kentucky,13476,5178,769,4369,40
Jefferson County,Kentucky,706828,337350,170158,164566,2626
Jessamine County,Kentucky,42348,18580,5476,12972,132
Johnson County,Kentucky,23229,9304,3288,5940,76
Kenton County,Kentucky,153138,67123,22834,43664,625
Knott County,Kentucky,17093,7394,4685,2648,61
Knox County,Kentucky,31371,12028,3822,8108,98
Larue County,Kentucky,13615,5968,1823,4111,34
Laurel County,Kentucky,55811,22264,5297,16819,148
Lawrence County,Kentucky,15664,6513,2705,3755,53
Lee County,Kentucky,7950,2920,878,2018,24
Leslie County,Kentucky,11820,4964,1266,3661,37
Letcher County,Kentucky,24742,9065,4192,4801,72
Lewis County,Kentucky,13827,5484,1667,3778,39
Lincoln County,Kentucky,24309,8863,2796,5996,71
Livingston County,Kentucky,9589,4706,2007,2675,24
Logan County,Kentucky,26632,10644,3768,6815,61
Lyon County,Kentucky,8249,3925,1769,2132,24
McCracken County,Kentucky,64270,29797,11361,18218,218
McCreary County,Kentucky,17469,5693,1530,4121,42
McLean County,Kentucky,9841,4435,1823,2584,28
Madison County,Kentucky,76673,30707,11525,18922,260
Magoffin County,Kentucky,13297,5718,2843,2836,39
Marion County,Kentucky,19066,7354,3399,3905,50
Marshall County,Kentucky,30674,15521,6383,9049,89
Martin County,Kentucky,13138,4539,1504,2996,39
Mason County,Kentucky,16802,7079,2644,4381,54
Meade County,Kentucky,29600,10951,3724,7152,75
Menifee County,Kentucky,6597,2528,1284,1215,29
Mercer County,Kentucky,21118,10028,3224,6745,59
Metcalfe County,Kentucky,10008,4157,1472,2645,40
Monroe County,Kentucky,11348,5843,1158,4657,28
Montgomery County,Kentucky,23899,10230,4506,5647,77
Morgan County,Kentucky,14319,5272,2532,2682,58
Muhlenberg County,Kentucky,31615,13479,6636,6749,94
Nelson County,Kentucky,39947,16844,6524,10161,159
Nicholas County,Kentucky,7139,3059,1332,1700,27
Ohio County,Kentucky,23452,10028,3627,6311,90
Oldham County,Kentucky,52830,27132,8080,18801,251
Owen County,Kentucky,10893,4741,1615,3084,42
Owsley County,Kentucky,4840,1999,430,1558,11
Pendleton County,Kentucky,14809,6025,1940,4045,40
Perry County,Kentucky,29043,11655,5400,6187,68
Pike County,Kentucky,66070,26770,14002,12611,157
Powell County,Kentucky,13051,4960,2249,2687,24
Pulaski County,Kentucky,59175,25516,5829,19535,152
Robertson County,Kentucky,2298,1090,413,670,7
Rockcastle County,Kentucky,16822,6166,1320,4804,42
Rowan County,Kentucky,22185,8706,4556,4063,87
Russell County,Kentucky,16851,7821,1772,6009,40
Scott County,Kentucky,38051,17050,6325,10600,125
Shelby County,Kentucky,36682,16313,5277,10909,127
Simpson County,Kentucky,16820,7043,2730,4273,40
Spencer County,Kentucky,14358,6822,1970,4816,36
Taylor County,Kentucky,23536,10295,2979,7247,69
Todd County,Kentucky,11858,4754,1491,3242,21
Trigg County,Kentucky,13438,6111,2046,4023,42
Trimble County,Kentucky,8843,3790,1428,2332,30
Union County,Kentucky,15451,5977,2398,3534,45
Warren County,Kentucky,99497,39711,14326,25100,285
Washington County,Kentucky,11260,5236,1724,3479,33
Wayne County,Kentucky,20473,7685,2616,5027,42
Webster County,Kentucky,13969,5547,2304,3207,36
Whitley County,Kentucky,36163,13629,3985,9559,85
Wolfe County,Kentucky,7076,3155,1744,1385,26
Woodford County,Kentucky,23695,11502,4480,6937,85
Acadia Parish,Louisiana,59223,25230,8937,16083,210
Allen Parish,Louisiana,25338,9124,3791,5140,193
Ascension Parish,Louisiana,86352,39100,13955,24661,484
Assumption Parish,Louisiana,23319,10735,5585,4966,184
Avoyelles Parish,Louisiana,41271,15525,6976,8302,247
Beauregard Parish,Louisiana,33614,13281,3666,9470,145
Bienville Parish,Louisiana,15017,7157,3399,3612,146
Bossier Parish,Louisiana,105435,42705,12317,30040,348
Caddo Parish,Louisiana,249157,106595,51739,54292,564
Calcasieu Parish,Louisiana,185593,79698,32864,46075,759
Caldwell Parish,Louisiana,10382,4752,1384,3308,60
Cameron Parish,Louisiana,9851,4640,1367,3190,83
Catahoula Parish,Louisiana,10448,4954,1673,3219,62
Claiborne Parish,Louisiana,16855,6630,2854,3704,72
Concordia Parish,Louisiana,19972,8980,3446,5427,107
De Soto Parish,Louisiana,25958,11336,5026,6211,99
East Baton Rouge Parish,Louisiana,414162,183642,82298,99943,1401
East Carroll Parish,Louisiana,8588,3395,1980,1357,58
East Feliciana Parish,Louisiana,20266,9201,4091,5021,89
Evangeline Parish,Louisiana,34399,13979,5757,7949,273
Franklin Parish,Louisiana,20895,9103,2828,6141,134
Grant Parish,Louisiana,19878,7991,1977,5911,103
Iberia Parish,Louisiana,72590,32273,12426,19420,427
Iberville Parish,Louisiana,32717,14827,8259,6333,235
Jackson Parish,Louisiana,15650,7647,2525,5038,84
Jefferson Parish,Louisiana,456602,191663,72136,117882,1645
Jefferson Davis Parish,Louisiana,31076,13007,4745,8055,207
Lafayette Parish,Louisiana,199338,89923,31210,57732,981
Lafourche Parish,Louisiana,92580,37864,14417,22734,713
La Salle Parish,Louisiana,14366,6238,1155,5015,68
Lincoln Parish,Louisiana,44272,18218,7242,10791,185
Livingston Parish,Louisiana,106048,44253,9895,33976,382
Madison Parish,Louisiana,12806,4673,2334,2291,48
