County,State,Population,Total Votes,Democrats,Republican,Other
Carroll County,Virginia,29670,12128,3888,8173,67
Charles City County,Virginia,7050,3439,2155,1254,30
Charlotte County,Virginia,12524,5438,2223,3166,49
Chesterfield County,Virginia,283030,133814,49346,83745,723
Clarke County,Virginia,13413,6505,2699,3741,65
Craig County,Virginia,5142,2621,901,1706,14
Culpeper County,Virginia,39670,15605,5476,10026,103
Cumberland County,Virginia,9223,4126,1721,2377,28
Dickenson County,Virginia,16003,7406,3761,3591,54
Dinwiddie County,Virginia,25770,10839,4569,6193,77
Essex County,Virginia,10238,4344,2007,2304,33
Fairfax County,Virginia,1010938,461379,245671,211980,3728
Fauquier County,Virginia,61319,29915,10712,19011,192
Floyd County,Virginia,14371,6734,2488,4162,84
Fluvanna County,Virginia,23451,10957,4415,6458,84
Franklin County,Virginia,51001,22223,8002,14048,173
Frederick County,Virginia,67442,28540,8853,19386,301
Giles County,Virginia,16786,7498,3047,4320,131
Gloucester County,Virginia,35714,16333,5105,11084,144
Goochland County,Virginia,18570,10338,3583,6668,87
Grayson County,Virginia,16301,7137,2430,4655,52
Greene County,Virginia,16895,6939,2240,4570,129
Greensville County,Virginia,11428,4258,2514,1732,12
Halifax County,Virginia,36382,14656,6220,8363,73
Hanover County,Virginia,95295,49611,13941,35404,266
Henrico County,Virginia,280290,133418,60864,71809,745
Henry County,Virginia,56183,23458,9851,13358,249
Highland County,Virginia,2442,1520,522,982,16
Isle of Wight County,Virginia,31899,15871,5871,9929,71
James City County,Virginia,56182,31090,11934,18949,207
King and Queen County,Virginia,6739,3286,1506,1737,43
King George County,Virginia,19124,7921,2739,5124,58
King William County,Virginia,13975,6872,2436,4397,39
Lancaster County,Virginia,11514,6230,2477,3724,29
Lee County,Virginia,25168,9770,4005,5664,101
Loudoun County,Virginia,238299,108430,47271,60382,777
Louisa County,Virginia,28582,12035,4844,7083,108
Lunenburg County,Virginia,12952,5245,2362,2858,25
Madison County,Virginia,12902,5772,2176,3556,40
Mathews County,Virginia,9021,5129,1589,3497,43
Mecklenburg County,Virginia,32547,12780,5293,7319,168
Middlesex County,Virginia,10399,5377,1914,3336,127
Montgomery County,Virginia,87289,31515,14128,17070,317
Nelson County,Virginia,14699,7139,3543,3539,57
New Kent County,Virginia,15317,7946,2443,5414,89
Northampton County,Virginia,12759,5499,2775,2669,55
Northumberland County,Virginia,12487,6409,2548,3832,29
Nottoway County,Virginia,15628,6030,2635,3303,92
Orange County,Virginia,28658,12928,5015,7749,164
Page County,Virginia,23527,9603,3324,6221,58
Patrick County,Virginia,18836,8215,2572,5507,136
Pittsylvania County,Virginia,62279,27417,9274,17673,470
Powhatan County,Virginia,25568,12163,3112,8955,96
Prince Edward County,Virginia,20639,7316,3632,3571,113
Prince George County,Virginia,34925,13254,5066,8131,57
Prince William County,Virginia,337439,132063,61271,69776,1016
Pulaski County,Virginia,34829,14251,5310,8769,172
Rappahannock County,Virginia,7289,4050,1837,2172,41
Richmond County,Virginia,9202,3361,1243,2082,36
Roanoke County,Virginia,88177,46973,16082,30596,295
Rockbridge County,Virginia,21432,9181,3627,5412,142
Rockingham County,Virginia,70789,29216,7273,21737,206
Russell County,Virginia,28546,11423,5167,6077,179
Scott County,Virginia,22954,9967,3324,6479,164
Shenandoah County,Virginia,38272,17146,5186,11820,140
Smyth County,Virginia,32570,12319,4143,7906,270
Southampton County,Virginia,17535,7492,3431,4018,43
Spotsylvania County,Virginia,110580,45445,16623,28527,295
Stafford County,Virginia,113798,45986,17208,28500,278
Surry County,Virginia,6873,3522,1954,1543,25
Sussex County,Virginia,12014,4345,2420,1890,35
Tazewell County,Virginia,44102,17480,7184,10039,257
Warren County,Virginia,34434,14068,5241,8600,227
Washington County,Virginia,52341,22514,7339,14749,426
Westmoreland County,Virginia,16658,6848,3370,3433,45
Wise County,Virginia,41591,14312,5802,8330,180
Wythe County,Virginia,27947,11554,3581,7911,62
York County,Virginia,61926,29880,10276,19396,208
Alexandria city,Virginia,128765,61515,41116,19844,555
Bedford city,Virginia,6198,2542,1042,1472,28
Bristol city,Virginia,17536,6724,2400,4275,49
Buena Vista city,Virginia,6588,2389,936,1417,36
Charlottesville city,Virginia,40281,15450,11088,4172,190
Chesapeake city,Virginia,211927,91541,38744,52283,514
Colonial Heights city,Virginia,17296,8231,2061,6129,41
Covington city,Virginia,6192,2301,1179,1104,18
Danville city,Virginia,45788,19112,9436,9399,277
Emporia city,Virginia,5659,2221,1247,970,4
Fairfax city,Virginia,21160,10546,5395,5045,106
Falls Church city,Virginia,10589,6098,3944,2074,80
Franklin city,Virginia,8177,3536,1910,1613,13
Fredericksburg city,Virginia,21567,7542,4085,3390,67
Galax city,Virginia,6790,2335,987,1336,12
Hampton city,Virginia,140200,55741,32016,23399,326
Harrisonburg city,Virginia,43753,11030,4726,6165,139
Hopewell city,Virginia,21998,7936,3573,4251,112
Lexington city,Virginia,6810,2349,1340,982,27
Lynchburg city,Virginia,67021,26340,11727,14400,213
Manassas city,Virginia,36564,12903,5562,7257,84
Manassas Park city,Virginia,11982,3332,1498,1807,27
Martinsville city,Virginia,14448,5603,3036,2538,29
Newport News city,Virginia,185204,67952,35319,32208,425
Norfolk city,Virginia,243836,70570,43518,26401,651
Norton city,Virginia,3847,1504,725,768,11
Petersburg city,Virginia,32292,11949,9682,2238,29
Poquoson city,Virginia,11772,6480,1424,5004,52
Portsmouth city,Virginia,97428,39534,24112,15212,210
Radford city,Virginia,15743,4845,2244,2564,37
Richmond city,Virginia,196878,74325,52167,21637,521
Roanoke city,Virginia,93614,36000,18862,16661,477
Salem city,Virginia,24096,11484,4254,7115,115
Staunton city,Virginia,23501,9629,3756,5805,68
Suffolk city,Virginia,75725,32189,15233,16763,193
Virginia Beach city,Virginia,437494,175687,70666,103752,1269
Waynesboro city,Virginia,20351,7963,2792,5092,79
Williamsburg city,Virginia,11986,4320,2216,2064,40
Winchester city,Virginia,25175,9343,3967,5283,93
Adams County,Washington,16664,5127,1315,3751,61
Asotin County,Washington,20783,8786,3319,5320,147
Benton County,Washington,155689,66886,21549,44350,987
Chelan County,Washington,67882,29396,10471,18482,443
Clallam County,Washington,67411,36766,17049,18871,846
Clark County,Washington,384931,170439,79538,88646,2255
Columbia County,Washington,4027,2107,605,1470,32
Cowlitz County,Washington,95541,42473,21589,20217,667
Douglas County,Washington,34086,13372,4306,8900,166
Ferry County,Washington,7478,3341,1201,2019,121
Franklin County,Washington,58165,16159,5188,10757,214
Garfield County,Washington,2270,1320,365,935,20
Grant County,Washington,78734,25995,7779,17799,417
Grays Harbor County,Washington,69775,27953,14583,12871,499
Island County,Washington,77667,38559,18216,19754,589
Jefferson County,Washington,27949,18616,11610,6650,356
King County,Washington,1775297,893534,580378,301043,12113
Kitsap County,Washington,241960,118453,60796,55608,2049
Kittitas County,Washington,36921,16084,6731,9052,301
Klickitat County,Washington,19232,9237,4036,5016,185
Lewis County,Washington,71021,32428,10726,21042,660
Lincoln County,Washington,10442,5811,1706,4015,90
Mason County,Washington,53819,25394,12894,11987,513
Okanogan County,Washington,38847,16342,6309,9636,397
Pacific County,Washington,20953,10431,5570,4634,227
Pend Oreille County,Washington,12244,6198,2310,3693,195
Pierce County,Washington,740137,313331,158231,150783,4317
San Juan County,Washington,15071,10088,6589,3290,209
Skagit County,Washington,109030,52230,25131,26139,960
Skamania County,Washington,10236,5159,2374,2695,90
Snohomish County,Washington,643533,294997,156468,134317,4212
Spokane County,Washington,435268,202587,87490,111606,3491
Stevens County,Washington,41022,20340,6822,13015,503
Thurston County,Washington,222985,112789,62650,47992,2147
Wahkiakum County,Washington,3729,2235,1021,1171,43
Walla Walla County,Washington,56652,22925,8257,14323,345
Whatcom County,Washington,181756,90394,48268,40296,1830
Whitman County,Washington,42158,18012,8287,9397,328
Yakima County,Washington,227280,72790,28474,43352,964
Barbour County,West Virginia,15629,6655,2610,4004,41
Berkeley County,West Virginia,88258,33785,12244,21293,248
Boone County,West Virginia,25455,10198,5933,4207,58
Braxton County,West Virginia,14696,6051,3035,2986,30
Brooke County,West Virginia,24867,10773,5493,5189,91
Cabell County,West Virginia,95239,37950,16583,21035,332
Calhoun County,West Virginia,7411,2661,1266,1360,35
Clay County,West Virginia,10055,4072,1835,2198,39
Doddridge County,West Virginia,7669,3179,800,2362,17
Fayette County,West Virginia,46717,16967,8971,7881,115
Gilmer County,West Virginia,7764,2852,1159,1665,28
Grant County,West Virginia,11558,5047,963,4063,21
Greenbrier County,West Virginia,34938,14553,6084,8358,111
Hampshire County,West Virginia,21766,7996,2455,5489,52
Hancock County,West Virginia,31600,14321,6906,7298,117
Hardy County,West Virginia,13325,5276,1617,3635,24
Harrison County,West Virginia,67900,30588,13238,17111,239
Jackson County,West Virginia,28676,13158,5384,7686,88
Jefferson County,West Virginia,47163,19993,9301,10539,153
Kanawha County,West Virginia,195364,87928,43010,44430,488
Lewis County,West Virginia,16622,6999,2475,4445,79
Lincoln County,West Virginia,22168,8312,4048,4102,162
Logan County,West Virginia,36582,14987,7877,7047,63
McDowell County,West Virginia,24264,7299,4501,2762,36
Marion County,West Virginia,55957,25194,12771,12150,273
Marshall County,West Virginia,34521,15072,6435,8516,121
Mason County,West Virginia,26521,11990,5408,6487,95
Mercer County,West Virginia,61694,22379,9178,13057,144
Mineral County,West Virginia,27250,11461,3518,7854,89
Mingo County,West Virginia,27214,10655,5983,4612,60
Monongalia County,West Virginia,87101,34306,16313,17670,323
Monroe County,West Virginia,13355,5951,2311,3590,50
Morgan County,West Virginia,16117,6847,2272,4511,64
Nicholas County,West Virginia,26089,10351,4788,5485,78
Ohio County,West Virginia,45424,20392,8543,11694,155
Pendleton County,West Virginia,8036,3544,1381,2146,17
Pleasants County,West Virginia,7731,3435,1349,2061,25
Pocahontas County,West Virginia,9090,3918,1573,2295,50
Preston County,West Virginia,30961,11929,3963,7855,111
Putnam County,West Virginia,53122,25151,9301,15716,134
Raleigh County,West Virginia,78428,30525,11815,18519,191
Randolph County,West Virginia,28648,11490,4892,6512,86
Ritchie County,West Virginia,10415,4196,1070,3086,40
Roane County,West Virginia,15337,6100,2612,3440,48
Summers County,West Virginia,13997,5524,2504,2978,42
Taylor County,West Virginia,16247,6551,2617,3893,41
Tucker County,West Virginia,7223,3600,1400,2179,21
Tyler County,West Virginia,9517,4245,1401,2798,46
Upshur County,West Virginia,23820,9293,3034,6191,68
Wayne County,West Virginia,42955,18609,8411,10070,128
Webster County,West Virginia,9612,3714,1965,1724,25
Wetzel County,West Virginia,17183,7038,3330,3656,52
Wirt County,West Virginia,5813,2654,896,1727,31
Wood County,West Virginia,86892,39227,14025,24948,254
Wyoming County,West Virginia,24482,8718,3694,4985,39
Adams County,Wisconsin,20774,10456,5447,4890,119
Ashland County,Wisconsin,16547,9199,5805,3313,81
Barron County,Wisconsin,45804,23937,11696,12030,211
Bayfield County,Wisconsin,15164,9699,5845,3754,100
Brown County,Wisconsin,236654,123294,54935,67173,1186
Buffalo County,Wisconsin,13785,7591,3998,3502,91
Burnett County,Wisconsin,16180,9321,4499,4743,79
Calumet County,Wisconsin,45456,25276,10290,14721,265
Chippewa County,Wisconsin,58801,30524,14751,15450,323
Clark County,Wisconsin,34234,15125,6966,7966,193
Columbia County,Wisconsin,55048,29555,14300,14956,299
Crawford County,Wisconsin,17007,8459,4656,3680,123
Dane County,Wisconsin,453327,274249,181052,90369,2828
Dodge County,Wisconsin,88070,44336,16690,27201,445
Door County,Wisconsin,28213,17491,8367,8910,214
Douglas County,Wisconsin,43833,25187,16537,8448,202
Dunn County,Wisconsin,41690,23172,12039,10879,254
Eau Claire County,Wisconsin,94618,55437,30068,24653,716
Florence County,Wisconsin,4890,2724,993,1703,28
Fond du Lac County,Wisconsin,98929,53036,19216,33291,529
Forest County,Wisconsin,9924,5153,2509,2608,36
Grant County,Wisconsin,50143,25264,12864,12208,192
Green County,Wisconsin,34801,18248,9575,8497,176
Green Lake County,Wisconsin,19220,10178,3605,6472,101
Iowa County,Wisconsin,23187,12542,7122,5348,72
Iron County,Wisconsin,6508,3879,1956,1884,39
Jackson County,Wisconsin,19633,9726,5249,4387,90
Jefferson County,Wisconsin,79408,42115,17925,23776,414
Juneau County,Wisconsin,25445,12379,5734,6473,172
Kenosha County,Wisconsin,157968,76428,40107,35587,734
Kewaunee County,Wisconsin,20562,11273,5175,5970,128
La Crosse County,Wisconsin,109410,62136,33170,28289,677
Lafayette County,Wisconsin,16615,8388,4402,3929,57
Langlade County,Wisconsin,20686,11074,4751,6235,88
Lincoln County,Wisconsin,29666,15700,7484,8024,192
Manitowoc County,Wisconsin,81846,44160,20652,23027,481
Marathon County,Wisconsin,127855,68059,30899,36394,766
Marinette County,Wisconsin,42680,22270,10190,11866,214
Marquette County,Wisconsin,15157,8477,3785,4604,88
Menominee County,Wisconsin,4406,1710,1412,288,10
Milwaukee County,Wisconsin,936914,482236,297653,180287,4296
Monroe County,Wisconsin,42229,19554,8973,10375,206
Oconto County,Wisconsin,37354,19794,8534,11043,217
Oneida County,Wisconsin,37035,22039,10464,11351,224
Outagamie County,Wisconsin,168136,90050,40169,48903,978
Ozaukee County,Wisconsin,85069,53032,17714,34904,414
Pepin County,Wisconsin,7536,4066,2181,1853,32
Pierce County,Wisconsin,38789,21876,11176,10437,263
Polk County,Wisconsin,43584,23503,11173,12095,235
Portage County,Wisconsin,67789,38961,21861,16546,554
Price County,Wisconsin,15189,8763,4349,4312,102
Racine County,Wisconsin,191808,101569,48229,52456,884
Richland County,Wisconsin,18322,9420,4501,4836,83
Rock County,Wisconsin,155685,80479,46598,33151,730
Rusk County,Wisconsin,15189,7927,3820,3985,122
St. Croix County,Wisconsin,73988,41835,18784,22679,372
Sauk County,Wisconsin,58020,30417,15708,14415,294
Sawyer County,Wisconsin,16552,9453,4411,4951,91
Shawano County,Wisconsin,41273,20999,8657,12150,192
Sheboygan County,Wisconsin,113832,62625,27608,34458,559
Taylor County,Wisconsin,20186,9543,3829,5582,132
Trempealeau County,Wisconsin,27676,14062,8075,5878,109
Vernon County,Wisconsin,28652,14845,7924,6774,147
Vilas County,Wisconsin,22069,14002,5713,8155,134
Walworth County,Wisconsin,98128,48446,19177,28754,515
Washburn County,Wisconsin,16126,9567,4705,4762,100
Washington County,Wisconsin,124076,72467,21234,50641,592
Waukesha County,Wisconsin,376243,230363,73626,154926,1811
Waupaca County,Wisconsin,52605,26974,10792,15941,241
Waushara County,Wisconsin,24534,12246,5257,6888,101
Winnebago County,Wisconsin,160130,88596,40943,46542,1111
Wood County,Wisconsin,75164,40071,18950,20592,529
Albany County,Wyoming,33580,16624,7117,9006,501
Big Horn County,Wyoming,11231,5283,960,4232,91
Campbell County,Wyoming,36907,15099,2464,12415,220
Carbon County,Wyoming,15236,7077,2158,4758,161
Converse County,Wyoming,12350,5725,1184,4447,94
Crook County,Wyoming,6052,3396,501,2836,59
Fremont County,Wyoming,36383,17096,5338,11429,329
Goshen County,Wyoming,12473,5779,1566,4114,99
Hot Springs County,Wyoming,4629,2480,623,1812,45
Johnson County,Wyoming,7554,3991,676,3231,84
Laramie County,Wyoming,85427,39879,13171,25951,757
Lincoln County,Wyoming,15539,7914,1364,6423,127
Natrona County,Wyoming,69035,32068,9863,21512,693
Niobrara County,Wyoming,2319,1314,230,1064,20
Park County,Wyoming,26078,14231,3007,10917,307
Platte County,Wyoming,8730,4574,1328,3149,97
Sheridan County,Wyoming,26942,14029,4066,9689,274
Sublette County,Wyoming,7072,3651,730,2847,74
Sweetwater County,Wyoming,38026,16272,5208,10653,411
Teton County,Wyoming,19467,11359,5972,5124,263
Uinta County,Wyoming,19470,8081,1815,6081,185
Washakie County,Wyoming,7960,4114,855,3200,59
Weston County,Wyoming,6646,3392,580,2739,73
