County,State,Population,Total Votes,Democrats,Republican,Other
San Mateo County,California,703830,303292,222826,75057,5409
Santa Barbara County,California,415859,174912,105614,65585,3713
Santa Clara County,California,1740964,665589,462241,190039,13309
Santa Cruz County,California,256520,127483,98745,25244,3494
Shasta County,California,177247,80390,28867,49588,1935
Sierra County,California,3320,1991,743,1158,90
Siskiyou County,California,44780,21470,9292,11520,658
Solano County,California,408972,160973,102095,56035,2843
Sonoma County,California,473091,229351,168888,55127,5336
Stanislaus County,California,509032,161015,80279,77497,3239
Sutter County,California,93855,32941,13412,18911,618
Tehama County,California,62648,24436,8945,14843,648
Trinity County,California,13656,6374,3233,2940,201
Tulare County,California,429283,105206,43634,59765,1807
Tuolumne County,California,56320,27181,11532,14988,661
Ventura County,California,806353,339800,187601,145853,6346
Yolo County,California,197154,79749,53488,24592,1669
Yuba County,California,71773,21401,8866,12007,528
Adams County,Colorado,424913,160499,93443,63976,3080
Alamosa County,Colorado,15300,6286,3521,2635,130
Arapahoe County,Colorado,552461,266148,148218,113866,4064
Archuleta County,Colorado,12250,6625,2836,3638,151
Baca County,Colorado,3806,2175,536,1572,67
Bent County,Colorado,5962,1920,799,1077,44
Boulder County,Colorado,290859,171763,124159,44904,2700
Broomfield County,Colorado,53181,29453,16168,12757,528
Chaffee County,Colorado,17573,9920,4861,4873,186
Cheyenne County,Colorado,1881,1111,198,890,23
Clear Creek County,Colorado,9138,5767,3332,2300,135
Conejos County,Colorado,8200,3874,2154,1653,67
Costilla County,Colorado,3532,1697,1245,415,37
Crowley County,Colorado,5947,1558,552,976,30
Custer County,Colorado,4107,2629,912,1672,45
Delta County,Colorado,30712,15434,5084,10067,283
Denver County,Colorado,575721,271533,204882,62567,4084
Dolores County,Colorado,2061,1217,369,818,30
Douglas County,Colorado,275500,151819,61960,88108,1751
Eagle County,Colorado,51049,21652,13187,8179,286
Elbert County,Colorado,22634,13206,3819,9108,279
El Paso County,Colorado,597919,273175,108899,160318,3958
Fremont County,Colorado,47166,19919,6844,12668,407
Garfield County,Colorado,55449,23082,11357,11359,366
Gilpin County,Colorado,5026,3301,1954,1253,94
Grand County,Colorado,14622,8308,4037,4128,143
Gunnison County,Colorado,15250,8870,5556,3131,183
Hinsdale County,Colorado,818,599,240,344,15
Huerfano County,Colorado,7073,3643,1989,1580,74
Jackson County,Colorado,1378,913,277,624,12
Jefferson County,Colorado,529003,295062,158153,131627,5282
Kiowa County,Colorado,1392,852,178,650,24
Kit Carson County,Colorado,8157,3442,912,2455,75
Lake County,Colorado,7450,3002,1859,1078,65
La Plata County,Colorado,50291,27979,16057,11503,419
Larimer County,Colorado,291650,166373,89822,73641,2910
Las Animas County,Colorado,15770,6761,3562,3086,113
Lincoln County,Colorado,5468,2304,546,1717,41
Logan County,Colorado,22128,8977,2846,6002,129
Mesa County,Colorado,143155,69631,24008,44578,1045
Mineral County,Colorado,774,623,270,334,19
Moffat County,Colorado,13585,5871,1582,4135,154
Montezuma County,Colorado,25222,11825,4661,6961,203
Montrose County,Colorado,40658,19153,6495,12199,459
Morgan County,Colorado,27701,10234,3813,6272,149
Otero County,Colorado,18726,8064,3546,4393,125
Ouray County,Colorado,4405,3060,1636,1367,57
Park County,Colorado,16394,9383,4250,4896,237
Phillips County,Colorado,4349,2260,622,1612,26
Pitkin County,Colorado,16454,9966,7349,2484,133
Prowers County,Colorado,12663,4615,1487,3043,85
Pueblo County,Colorado,156748,72427,41097,30257,1073
Rio Blanco County,Colorado,6522,3147,655,2437,55
Rio Grande County,Colorado,11860,5444,2448,2930,66
Routt County,Colorado,23135,13199,8270,4725,204
Saguache County,Colorado,6179,2747,1730,953,64
San Juan County,Colorado,670,496,264,218,14
San Miguel County,Colorado,7366,4350,3349,933,68
Sedgwick County,Colorado,2421,1351,468,857,26
Summit County,Colorado,27144,14899,9802,4883,214
Teller County,Colorado,22725,12906,4513,8146,247
Washington County,Colorado,4792,2513,529,1949,35
Weld County,Colorado,243442,105866,47292,56526,2048
Yuma County,Colorado,9843,4483,1117,3286,80
Fairfield County,Connecticut,903824,411096,241320,166845,2931
Hartford County,Connecticut,887891,411785,268301,138716,4768
Litchfield County,Connecticut,190175,98870,51037,46176,1657
Middlesex County,Connecticut,164962,87155,52966,32907,1282
New Haven County,Connecticut,856622,381739,232820,144465,4454
New London County,Connecticut,272634,124765,74745,48460,1560
Tolland County,Connecticut,151583,75406,44969,29262,1175
Windham County,Connecticut,117888,56269,34133,21210,926
Kent County,Delaware,157925,66925,36392,29827,706
New Castle County,Delaware,533958,256417,178768,74608,3041
Sussex County,Delaware,191991,89070,40299,47939,832
District of Columbia,District of Columbia,580236,265853,245800,17367,2686
Alachua County,Florida,244888,125519,75565,48513,1441
Baker County,Florida,26725,11059,2327,8672,60
Bay County,Florida,166267,81127,23653,56683,791
Bradford County,Florida,28961,11676,3430,8136,110
Brevard County,Florida,542378,287859,127620,157589,2650
Broward County,Florida,1723633,733899,492640,237729,3530
Calhoun County,Florida,14351,6244,1821,4345,78
Charlotte County,Florida,160467,85158,39031,45205,922
Citrus County,Florida,142122,76158,31460,43706,992
Clay County,Florida,187289,94577,26697,67203,677
Collier County,Florida,316641,141988,54450,86379,1159
Columbia County,Florida,67318,28128,9171,18670,287
DeSoto County,Florida,34374,10131,4383,5632,116
Dixie County,Florida,16214,7264,1925,5194,145
Duval County,Florida,855437,415761,202618,210537,2606
Escambia County,Florida,296854,154447,61572,91411,1464
Flagler County,Florida,93546,49031,24726,23951,354
Franklin County,Florida,11484,6029,2134,3818,77
Gadsden County,Florida,46319,22510,15582,6811,117
Gilchrist County,Florida,16797,7819,1996,5656,167
Glades County,Florida,12752,4261,1674,2533,54
Gulf County,Florida,15851,7205,2149,4980,76
Hamilton County,Florida,14785,5587,2364,3179,44
Hardee County,Florida,27603,7412,2568,4763,81
Hendry County,Florida,39177,10879,4998,5780,101
Hernando County,Florida,172437,87901,41886,45021,994
Highlands County,Florida,99568,44783,18135,26221,427
Hillsborough County,Florida,1196773,513312,272963,236355,3994
Holmes County,Florida,20141,8589,1446,7033,110
Indian River County,Florida,136277,70591,29710,40176,705
Jackson County,Florida,50272,21565,7671,13717,177
Jefferson County,Florida,14606,7957,4088,3797,72
Lafayette County,Florida,8465,3359,642,2679,38
Lake County,Florida,293654,146926,62948,82802,1176
Lee County,Florida,610984,269276,119701,147608,1967
Leon County,Florida,271130,148608,91747,55705,1156
Levy County,Florida,40809,18725,6711,11754,260
Liberty County,Florida,8323,3278,895,2339,44
Madison County,Florida,19347,8907,4270,4544,93
Manatee County,Florida,318766,151994,70034,80721,1239
Marion County,Florida,330052,162022,70839,89628,1555
Martin County,Florida,144369,78294,33508,44143,643
Miami-Dade County,Florida,2436062,863486,499831,360551,3104
Monroe County,Florida,72730,40272,20907,18933,432
Nassau County,Florida,71557,38304,10618,27403,283
Okaloosa County,Florida,181752,95529,25872,68789,868
Okeechobee County,Florida,39968,12786,5108,7561,117
Orange County,Florida,1115525,462711,273009,186832,2870
Osceola County,Florida,261746,100670,59962,40086,622
Palm Beach County,Florida,1294938,590500,361271,226037,3192
Pasco County,Florida,461313,214866,102417,110104,2345
Pinellas County,Florida,916458,463282,248299,210066,4917
Polk County,Florida,594801,244833,113865,128878,2090
Putnam County,Florida,74999,33171,13236,19637,298
St. Johns County,Florida,181720,105844,35791,69222,831
St. Lucie County,Florida,273151,120579,67125,52512,942
Santa Rosa County,Florida,148538,76185,19470,55972,743
Sarasota County,Florida,377178,207353,102686,102897,1770
Seminole County,Florida,416564,205895,99335,105070,1490
Sumter County,Florida,86433,48868,17655,30866,347
Suwannee County,Florida,40774,17662,4916,12534,212
Taylor County,Florida,22356,9366,2803,6457,106
Union County,Florida,15718,5285,1299,3933,53
Volusia County,Florida,497366,243824,127795,113938,2091
Wakulla County,Florida,29183,14376,5311,8877,188
Walton County,Florida,53563,27046,7174,19561,311
Washington County,Florida,24706,11131,2863,8178,90
Appling County,Georgia,18133,6996,1846,5085,65
Atkinson County,Georgia,8366,2904,938,1941,25
Bacon County,Georgia,10987,3938,817,3089,32
Baker County,Georgia,3728,1687,846,828,13
Baldwin County,Georgia,47855,16537,8587,7823,127
Banks County,Georgia,17953,6241,1027,5120,94
Barrow County,Georgia,67362,24582,6657,17625,300
Bartow County,Georgia,98415,36093,9662,25976,455
Ben Hill County,Georgia,17675,6036,2590,3417,29
Berrien County,Georgia,18863,6449,1471,4901,77
Bibb County,Georgia,154384,66368,38987,27037,344
Bleckley County,Georgia,12985,5071,1380,3657,34
Brantley County,Georgia,17593,6277,1119,5080,78
Brooks County,Georgia,16475,6201,2669,3507,25
Bryan County,Georgia,29178,12845,3636,9112,97
Bulloch County,Georgia,67092,23920,9586,14174,160
Burke County,Georgia,23084,9626,5233,4344,49
Butts County,Georgia,23794,9091,3065,5947,79
Calhoun County,Georgia,6456,2211,1342,862,7
Camden County,Georgia,49713,17084,6482,10502,100
Candler County,Georgia,10691,3518,1209,2286,23
Carroll County,Georgia,110242,43498,14334,28661,503
Catoosa County,Georgia,63271,24496,6025,18218,253
Charlton County,Georgia,12604,3685,1197,2466,22
Chatham County,Georgia,255269,110238,62755,46829,654
Chattahoochee County,Georgia,11624,1653,830,811,12
Chattooga County,Georgia,26146,8307,2596,5572,139
Cherokee County,Georgia,208271,93772,22350,70279,1143
Clarke County,Georgia,115768,45510,29591,15333,586
Clay County,Georgia,3233,1440,879,558,3
Clayton County,Georgia,262099,99438,82527,16506,405
Clinch County,Georgia,6941,2696,989,1678,29
Cobb County,Georgia,679822,315444,141216,170957,3271
Coffee County,Georgia,41813,13747,4811,8872,64
Colquitt County,Georgia,44872,13435,4139,9185,111
Columbia County,Georgia,117504,55351,15703,39322,326
Cook County,Georgia,17067,5903,2075,3782,46
Coweta County,Georgia,122281,53549,15521,37571,457
Crawford County,Georgia,12967,5240,1832,3358,50
Crisp County,Georgia,23243,7550,3085,4424,41
Dade County,Georgia,16651,6408,1612,4703,93
Dawson County,Georgia,21951,9974,1632,8242,100
Decatur County,Georgia,28010,10374,4424,5890,60
DeKalb County,Georgia,685646,322301,254594,65581,2126
Dodge County,Georgia,21399,8212,2595,5543,74
Dooly County,Georgia,14191,4160,2138,1991,31
Dougherty County,Georgia,94363,38846,26135,12547,164
Douglas County,Georgia,129508,55083,27825,26812,446
Early County,Georgia,11262,5335,2603,2711,21
Echols County,Georgia,3954,1187,201,981,5
Effingham County,Georgia,50738,20316,4936,15230,150
Elbert County,Georgia,20477,8317,3366,4868,83
Emanuel County,Georgia,22421,8242,3068,5110,64
Evans County,Georgia,11020,3855,1374,2462,19
Fannin County,Georgia,23416,10584,2611,7807,166
Fayette County,Georgia,105192,59321,20313,38501,507
Floyd County,Georgia,95922,34213,10691,23132,390
Forsyth County,Georgia,166338,75376,15406,59166,804
Franklin County,Georgia,22254,8073,1914,6069,90
Fulton County,Georgia,888694,405628,272000,130136,3492
Gilmer County,Georgia,28211,11149,2614,8408,127
Glascock County,Georgia,3010,1428,210,1202,16
Glynn County,Georgia,78013,33341,12676,20479,186
Gordon County,Georgia,54567,17607,4268,13113,226
Grady County,Georgia,24728,9365,3539,5775,51
Greene County,Georgia,15869,7919,3339,4532,48
Gwinnett County,Georgia,780721,290147,129025,158746,2376
Habersham County,Georgia,42550,14808,2900,11766,142
Hall County,Georgia,177277,59928,14457,44962,509
Hancock County,Georgia,9808,4344,3535,795,14
Haralson County,Georgia,28645,11097,2248,8658,191
Harris County,Georgia,30807,14908,4184,10648,76
Hart County,Georgia,25138,10002,3365,6537,100
Heard County,Georgia,11809,4225,1042,3133,50
Henry County,Georgia,194658,88229,40527,47115,587
Houston County,Georgia,134922,55931,22094,33392,445
Irwin County,Georgia,9803,3828,1197,2605,26
Jackson County,Georgia,59420,22960,4950,17776,234
Jasper County,Georgia,13769,5904,1935,3916,53
Jeff Davis County,Georgia,14577,5278,1356,3867,55
Jefferson County,Georgia,16925,7234,4149,3061,24
Jenkins County,Georgia,8340,3440,1482,1936,22
Johnson County,Georgia,10127,3647,1198,2426,23
Jones County,Georgia,28552,12438,4572,7782,84
Lamar County,Georgia,18025,7688,2752,4873,63
Lanier County,Georgia,9560,2873,1062,1787,24
Laurens County,Georgia,48192,19937,7769,12052,116
Lee County,Georgia,28111,13087,3100,9925,62
Liberty County,Georgia,62635,16376,10474,5828,74
Lincoln County,Georgia,8156,4416,1650,2731,35
Long County,Georgia,12744,3450,1288,2119,43
Lowndes County,Georgia,104918,39240,17651,21296,293
Lumpkin County,Georgia,29128,11075,2586,8326,163
McDuffie County,Georgia,21790,9544,3989,5400,155
McIntosh County,Georgia,13973,6236,2905,3282,49
Macon County,Georgia,14496,4984,3251,1712,21
Madison County,Georgia,27820,11365,2965,8226,174
Marion County,Georgia,8357,3188,1381,1772,35
Meriwether County,Georgia,22632,9504,4465,4982,57
Miller County,Georgia,6158,2738,818,1899,21
Mitchell County,Georgia,23840,8120,3872,4201,47
Monroe County,Georgia,25969,12131,4106,7933,92
Montgomery County,Georgia,9100,3590,1045,2521,24
Morgan County,Georgia,17958,9151,3091,5987,73
Murray County,Georgia,39869,11382,3026,8180,176
Muscogee County,Georgia,184763,74065,44158,29568,339
Newton County,Georgia,98240,41435,20827,20337,271
Oconee County,Georgia,31697,17132,4825,12120,187
Oglethorpe County,Georgia,14663,6447,2232,4144,71
Paulding County,Georgia,137066,56985,17229,39192,564
Peach County,Georgia,27222,11165,5927,5173,65
Pickens County,Georgia,29531,12786,2595,10004,187
Pierce County,Georgia,18210,6791,1253,5500,38
Pike County,Georgia,17619,8203,1575,6547,81
Polk County,Georgia,41407,14113,4052,9850,211
Pulaski County,Georgia,11638,3953,1377,2553,23
Putnam County,Georgia,21075,9132,3102,5966,64
Quitman County,Georgia,2547,1114,597,509,8
Rabun County,Georgia,16359,7599,2001,5487,111
Randolph County,Georgia,7645,3215,1833,1370,12
Richmond County,Georgia,198423,79333,52100,26842,391
Rockdale County,Georgia,83558,37706,20526,16921,259
Schley County,Georgia,4835,1738,479,1252,7
Screven County,Georgia,14843,6481,3024,3423,34
Seminole County,Georgia,8827,3996,1660,2315,21
Spalding County,Georgia,63651,25255,10141,14885,229
Stephens County,Georgia,26004,10517,2705,7689,123
Stewart County,Georgia,5814,2105,1305,783,17
Sumter County,Georgia,33012,12235,6454,5717,64
Talbot County,Georgia,6899,3700,2369,1301,30
Taliaferro County,Georgia,1820,990,643,339,8
Tattnall County,Georgia,23801,6714,1932,4730,52
Taylor County,Georgia,8945,3583,1536,2021,26
Telfair County,Georgia,16230,4374,1862,2486,26
Terrell County,Georgia,9648,4416,2501,1890,25
Thomas County,Georgia,44627,18459,7720,10642,97
Tift County,Georgia,39806,14257,4749,9431,77
Toombs County,Georgia,27345,9688,2964,6658,66
Towns County,Georgia,10485,5739,1391,4292,56
Treutlen County,Georgia,6847,2954,1112,1826,16
Troup County,Georgia,65860,26028,10455,15391,182
Turner County,Georgia,9029,3553,1427,2096,30
Twiggs County,Georgia,9442,4519,2402,2087,30
Union County,Georgia,21285,10634,2486,8013,135
Upson County,Georgia,27321,11421,4061,7291,69
Walker County,Georgia,68103,23542,6095,17110,337
Walton County,Georgia,82602,36026,8469,27253,304
Ware County,Georgia,36065,12416,4034,8311,71
Warren County,Georgia,5942,2660,1554,1087,19
Washington County,Georgia,21202,8863,4607,4216,40
Wayne County,Georgia,30042,10560,2858,7601,101
Webster County,Georgia,2710,1111,515,588,8
Wheeler County,Georgia,7018,2210,794,1408,8
White County,Georgia,26626,10761,2174,8467,120
Whitfield County,Georgia,100546,27677,8167,19230,280
Wilcox County,Georgia,9023,3163,978,2159,26
Wilkes County,Georgia,10630,5052,2315,2705,32
Wilkinson County,Georgia,9691,4673,2298,2349,26
Worth County,Georgia,21701,8370,2542,5780,48
Hawaii County,Hawaii,181506,66916,50819,14866,1231
Honolulu County,Hawaii,933680,306813,214239,88164,4410
Kauai County,Hawaii,65603,27224,20416,6245,563
Maui County,Hawaii,151325,51789,39727,11154,908
Ada County,Idaho,382618,179402,82236,93328,3838
Adams County,Idaho,4021,2320,728,1517,75
Bannock County,Idaho,80609,35105,14792,19356,957
Bear Lake County,Idaho,6027,2943,502,2377,64
Benewah County,Idaho,9385,4164,1407,2646,111
Bingham County,Idaho,44414,17155,4424,12230,501
Blaine County,Idaho,21477,10571,6947,3439,185
Boise County,Idaho,7148,3773,1240,2433,100
Bonner County,Idaho,40966,19547,7840,11145,562
Bonneville County,Idaho,100811,41703,11417,29334,952
Boundary County,Idaho,10831,4733,1484,3078,171
Butte County,Idaho,2846,1410,318,1056,36
Camas County,Idaho,1120,618,187,422,9
Canyon County,Idaho,184996,64246,20147,42752,1347
Caribou County,Idaho,6840,3302,553,2656,93
Cassia County,Idaho,22134,7842,1332,6309,201
Clark County,Idaho,981,375,64,305,6
Clearwater County,Idaho,8764,3906,1211,2569,126
Custer County,Idaho,4300,2352,611,1694,47
Elmore County,Idaho,26930,8436,2591,5665,180
Franklin County,Idaho,12570,5073,600,4246,227
Fremont County,Idaho,13112,5880,1065,4700,115
Gem County,Idaho,16941,7947,2166,5585,196
Gooding County,Idaho,15216,5391,1489,3765,137
Idaho County,Idaho,15896,8210,2017,5895,298
Jefferson County,Idaho,24696,10441,1641,8540,260
Jerome County,Idaho,21217,6847,1794,4897,156
Kootenai County,Idaho,135627,61932,22120,38387,1425
Latah County,Idaho,36524,17714,9195,7988,531
Lemhi County,Idaho,7902,4105,1061,2938,106
Lewis County,Idaho,3739,1804,479,1275,50
Lincoln County,Idaho,5041,1870,545,1232,93
Madison County,Idaho,36564,13057,1627,11131,299
Minidoka County,Idaho,19393,6890,1630,5087,173
Nez Perce County,Idaho,38810,17823,7123,10357,343
Oneida County,Idaho,4201,2162,381,1724,57
Owyhee County,Idaho,11515,4058,944,3024,90
Payette County,Idaho,22618,8613,2415,5988,210
Power County,Idaho,7564,2842,1027,1754,61
Shoshone County,Idaho,13031,5666,2521,2953,192
