County,State,Population,Total Votes,Democrats,Republican,Other
Teton County,Idaho,9627,4658,2302,2263,93
Twin Falls County,Idaho,75143,28344,8621,19032,691
Valley County,Idaho,10060,5296,2405,2772,119
Washington County,Idaho,10095,4506,1241,3168,97
Adams County,Illinois,66943,30823,11794,18711,318
Alexander County,Illinois,8461,3937,2189,1692,56
Bond County,Illinois,17916,7924,3843,3947,134
Boone County,Illinois,54211,22157,11333,10403,421
Brown County,Illinois,6896,2569,986,1544,39
Bureau County,Illinois,35078,17113,8889,7911,313
Calhoun County,Illinois,5084,2699,1423,1221,55
Carroll County,Illinois,15638,7674,3965,3596,113
Cass County,Illinois,13660,5408,2690,2617,101
Champaign County,Illinois,197570,84143,48597,33871,1675
Christian County,Illinois,34974,15100,6918,7872,310
Clark County,Illinois,16634,8288,3742,4409,137
Clay County,Illinois,13971,6454,2425,3926,103
Clinton County,Illinois,37472,17314,7657,9357,300
Coles County,Illinois,53454,23076,11716,10978,382
Cook County,Illinois,5161831,2137466,1629024,487736,20706
Crawford County,Illinois,19831,9129,3883,5070,176
Cumberland County,Illinois,11100,5321,2055,3156,110
DeKalb County,Illinois,104601,44818,25784,18266,768
De Witt County,Illinois,16733,7801,3308,4348,145
Douglas County,Illinois,19970,8356,3228,5005,123
DuPage County,Illinois,909798,417973,228698,183626,5649
Edgar County,Illinois,18768,8255,3743,4398,114
Edwards County,Illinois,6710,3350,1140,2137,73
Effingham County,Illinois,34173,16835,5262,11323,250
Fayette County,Illinois,22006,9680,3967,5499,214
Ford County,Illinois,14095,6386,2227,4079,80
Franklin County,Illinois,39546,18641,8880,9404,357
Fulton County,Illinois,37224,16323,9732,6251,340
Gallatin County,Illinois,5796,2859,1587,1212,60
Greene County,Illinois,13956,5807,2619,3053,135
Grundy County,Illinois,49166,22171,11063,10687,421
Hamilton County,Illinois,8454,4264,1796,2353,115
Hancock County,Illinois,19192,9469,4141,5161,167
Hardin County,Illinois,4386,2255,892,1330,33
Henderson County,Illinois,7463,3814,2215,1541,58
Henry County,Illinois,50492,24785,13181,11263,341
Iroquois County,Illinois,30228,13596,4643,8695,258
Jackson County,Illinois,59605,25532,15248,9687,597
Jasper County,Illinois,9786,5131,2063,2964,104
Jefferson County,Illinois,39277,17141,7462,9302,377
Jersey County,Illinois,23084,10583,5042,5329,212
Jo Daviess County,Illinois,22715,11750,6403,5170,177
Johnson County,Illinois,12671,5901,1871,3912,118
Kane County,Illinois,504437,193299,106756,83963,2580
Kankakee County,Illinois,112658,48016,24750,22527,739
Kendall County,Illinois,108559,46631,24742,21380,509
Knox County,Illinois,52836,23988,14191,9419,378
Lake County,Illinois,697369,299105,177242,118545,3318
LaSalle County,Illinois,114171,50185,27443,21872,870
Lawrence County,Illinois,16935,6536,3016,3403,117
Lee County,Illinois,36272,16318,7765,8258,295
Livingston County,Illinois,39071,15625,6189,9191,245
Logan County,Illinois,30513,12896,5250,7429,217
McDonough County,Illinois,32615,13042,6783,6055,204
McHenry County,Illinois,307246,139268,72288,64845,2135
McLean County,Illinois,166825,75750,37689,36767,1294
Macon County,Illinois,110588,51216,25487,24948,781
Macoupin County,Illinois,48092,22373,12090,9891,392
Madison County,Illinois,268232,128334,68979,57177,2178
Marion County,Illinois,39794,17364,8345,8691,328
Marshall County,Illinois,12725,6333,3081,3145,107
Mason County,Illinois,14962,6808,3542,3141,125
Massac County,Illinois,15408,7186,2693,4371,122
Menard County,Illinois,12780,6464,2706,3672,86
Mercer County,Illinois,16650,8848,4887,3833,128
Monroe County,Illinois,32533,18083,7953,9881,249
Montgomery County,Illinois,30276,12871,6491,6150,230
Morgan County,Illinois,35761,15353,7467,7591,295
Moultrie County,Illinois,14743,6260,2668,3471,121
Ogle County,Illinois,53802,24850,11253,13144,453
Peoria County,Illinois,184803,81704,45906,34579,1219
Perry County,Illinois,22434,9995,4701,5086,208
Piatt County,Illinois,16716,8999,3859,4991,149
Pike County,Illinois,16615,7616,3024,4457,135
Pope County,Illinois,4393,2231,845,1343,43
Pulaski County,Illinois,6198,3270,1638,1593,39
Putnam County,Illinois,5989,3337,1900,1378,59
Randolph County,Illinois,33584,15202,7395,7538,269
Richland County,Illinois,16061,7650,3181,4329,140
Rock Island County,Illinois,147501,68401,42210,25364,827
St. Clair County,Illinois,266518,125744,76160,47958,1626
Saline County,Illinois,25140,11428,5083,6099,246
Sangamon County,Illinois,195094,99828,51300,46945,1583
Schuyler County,Illinois,7543,3823,1900,1833,90
Scott County,Illinois,5373,2600,1090,1455,55
Shelby County,Illinois,22398,10868,4245,6396,227
Stark County,Illinois,6109,2907,1357,1513,37
Stephenson County,Illinois,47805,21605,11349,9909,347
Tazewell County,Illinois,133893,63854,29384,33247,1223
Union County,Illinois,17965,9116,3918,5003,195
Vermilion County,Illinois,81930,32872,16246,16054,572
Wabash County,Illinois,12158,5782,2462,3254,66
Warren County,Illinois,17665,8029,4286,3637,106
Washington County,Illinois,14855,7932,3342,4473,117
Wayne County,Illinois,16930,8071,2547,5390,134
White County,Illinois,14868,7453,3315,3987,151
Whiteside County,Illinois,58784,26906,15607,10883,416
Will County,Illinois,671392,286420,160406,122597,3417
Williamson County,Illinois,65674,30821,12914,17387,520
Winnebago County,Illinois,295726,126031,70034,53886,2111
Woodford County,Illinois,38452,19483,6999,12191,293
Adams County,Indiana,34214,13513,4928,8404,181
Allen County,Indiana,351264,150324,71263,77793,1268
Bartholomew County,Indiana,76080,31043,13567,17067,409
Benton County,Indiana,8801,3814,1563,2183,68
Blackford County,Indiana,12971,5441,2677,2690,74
Boone County,Indiana,54648,26647,9752,16622,273
Brown County,Indiana,15274,8055,3854,4060,141
Carroll County,Indiana,20114,8736,3736,4858,142
Cass County,Indiana,39070,15653,7011,8346,296
Clark County,Indiana,107406,47725,21953,25326,446
Clay County,Indiana,27058,11395,4954,6267,174
Clinton County,Indiana,33352,12392,5307,6919,166
Crawford County,Indiana,10792,4744,2286,2393,65
Daviess County,Indiana,30947,10586,3370,7098,118
Dearborn County,Indiana,49643,22217,7123,14886,208
Decatur County,Indiana,25600,10488,3892,6449,147
DeKalb County,Indiana,42033,17149,7175,9780,194
Delaware County,Indiana,117007,49863,28384,20916,563
Dubois County,Indiana,41955,18565,8748,9526,291
Elkhart County,Indiana,197762,71458,31398,39396,664
Fayette County,Indiana,24384,9462,4389,4917,156
Floyd County,Indiana,73775,36537,16263,19957,317
Fountain County,Indiana,17356,7410,3094,4158,158
Franklin County,Indiana,23330,10610,3404,7018,188
Fulton County,Indiana,20670,9006,3702,5147,157
Gibson County,Indiana,33331,15095,6455,8449,191
Grant County,Indiana,70250,26299,11293,14734,272
Greene County,Indiana,32977,13629,5709,7691,229
Hamilton County,Indiana,261974,129064,49704,78401,959
Hancock County,Indiana,68107,34253,11874,22008,371
Harrison County,Indiana,38628,18091,7288,10551,252
Hendricks County,Indiana,140710,64955,24548,39728,679
Henry County,Indiana,49420,21319,10059,10896,364
Howard County,Indiana,83472,38624,17871,20248,505
Huntington County,Indiana,37244,16328,5843,10291,194
Jackson County,Indiana,41705,17374,7354,9726,294
Jasper County,Indiana,33155,12875,5044,7669,162
Jay County,Indiana,21467,8315,3748,4401,166
Jefferson County,Indiana,32586,13490,6255,7053,182
Jennings County,Indiana,28480,11839,5312,6261,266
Johnson County,Indiana,136933,58644,21553,36487,604
Knox County,Indiana,38497,16424,7569,8639,216
Kosciusko County,Indiana,77091,30134,9236,20488,410
LaGrange County,Indiana,37181,9491,3663,5702,126
Lake County,Indiana,495479,208757,139301,67742,1714
LaPorte County,Indiana,111267,46919,28258,17918,743
Lawrence County,Indiana,46233,18534,7208,11018,308
Madison County,Indiana,131537,57340,30152,26403,785
Marion County,Indiana,889504,379362,241987,134313,3062
Marshall County,Indiana,47012,18550,7889,10406,255
Martin County,Indiana,10304,4903,1706,3122,75
Miami County,Indiana,37281,14113,5564,8312,237
Monroe County,Indiana,134401,63215,41450,21118,647
Montgomery County,Indiana,38204,15285,6013,9060,212
Morgan County,Indiana,68964,28811,10330,18129,352
Newton County,Indiana,14348,6045,2625,3301,119
Noble County,Indiana,47561,16974,7064,9673,237
Ohio County,Indiana,6069,2918,1158,1713,47
Orange County,Indiana,19837,8086,3390,4536,160
Owen County,Indiana,21763,8170,3570,4415,185
Parke County,Indiana,17488,6964,2924,3909,131
Perry County,Indiana,19340,8490,5141,3202,147
Pike County,Indiana,13047,6028,2700,3221,107
Porter County,Indiana,162538,73916,39178,33857,881
Posey County,Indiana,26080,12771,5828,6804,139
Pulaski County,Indiana,13646,5964,2466,3388,110
Putnam County,Indiana,38325,14646,6334,8086,226
Randolph County,Indiana,26300,10808,4839,5788,181
Ripley County,Indiana,28605,12188,4187,7794,207
Rush County,Indiana,17543,7629,3229,4271,129
St. Joseph County,Indiana,267282,118389,68710,48510,1169
Scott County,Indiana,24089,8877,4271,4445,161
Shelby County,Indiana,44345,17574,6987,10333,254
Spencer County,Indiana,20978,10181,5039,5001,141
Starke County,Indiana,23379,9466,4778,4473,215
Steuben County,Indiana,34055,14146,6284,7674,188
Sullivan County,Indiana,21550,8782,4284,4343,155
Switzerland County,Indiana,10387,3640,1638,1940,62
Tippecanoe County,Indiana,169039,68436,37781,29822,833
Tipton County,Indiana,16137,7827,3250,4452,125
Union County,Indiana,7428,3348,1224,2061,63
Vanderburgh County,Indiana,178053,77656,39423,37512,721
Vermillion County,Indiana,16387,7135,4003,3010,122
Vigo County,Indiana,106972,43706,25040,18121,545
Wabash County,Indiana,33238,13871,5456,8238,177
Warren County,Indiana,8602,3998,1755,2166,77
Warrick County,Indiana,58435,28665,12329,16013,323
Washington County,Indiana,28298,11305,4562,6519,224
Wayne County,Indiana,69093,28562,13459,14558,545
Wells County,Indiana,27751,13073,4403,8504,166
White County,Indiana,24871,10767,4839,5731,197
Whitley County,Indiana,33047,15188,5862,9124,202
Adair County,Iowa,7747,4053,1924,2060,69
Adams County,Iowa,4151,2206,1118,1046,42
Allamakee County,Iowa,14325,7059,3971,2965,123
Appanoose County,Iowa,12950,6176,2970,3086,120
Audubon County,Iowa,6200,3435,1739,1634,62
Benton County,Iowa,26097,13712,7058,6447,207
Black Hawk County,Iowa,129203,64775,39184,24662,929
Boone County,Iowa,26454,13929,7356,6293,280
Bremer County,Iowa,24162,12871,6940,5741,190
Buchanan County,Iowa,21154,10338,6050,4139,149
Buena Vista County,Iowa,19855,8418,4075,4223,120
Butler County,Iowa,14957,7166,3364,3700,102
Calhoun County,Iowa,9845,5195,2341,2741,113
Carroll County,Iowa,20742,10387,5302,4922,163
Cass County,Iowa,13935,7350,3211,4006,133
Cedar County,Iowa,18460,9665,5221,4289,155
Cerro Gordo County,Iowa,44285,24140,14405,9375,360
Cherokee County,Iowa,12014,6365,2890,3372,103
Chickasaw County,Iowa,12471,6583,3923,2557,103
Clarke County,Iowa,9217,4443,2218,2118,107
Clay County,Iowa,16697,8398,3925,4355,118
Clayton County,Iowa,18209,8989,5195,3651,143
Clinton County,Iowa,49303,24719,15018,9324,377
Crawford County,Iowa,16881,7191,3715,3345,131
Dallas County,Iowa,62144,32640,15149,16954,537
Davis County,Iowa,8675,3815,1680,2029,106
Decatur County,Iowa,8457,4102,1986,2020,96
Delaware County,Iowa,17840,8901,4649,4113,139
Des Moines County,Iowa,40235,20570,12462,7721,387
Dickinson County,Iowa,16690,9906,4625,5162,119
Dubuque County,Iowa,92519,47953,28611,18651,691
Emmet County,Iowa,10448,5015,2570,2373,72
Fayette County,Iowa,20910,10259,5908,4205,146
Floyd County,Iowa,16331,8091,4822,3051,218
Franklin County,Iowa,10690,5148,2575,2501,72
Fremont County,Iowa,7489,3894,1848,1989,57
Greene County,Iowa,9415,4804,2371,2349,84
Grundy County,Iowa,12359,6828,2790,3945,93
Guthrie County,Iowa,11038,5847,2625,3074,148
Hamilton County,Iowa,15863,8078,4018,3913,147
Hancock County,Iowa,11525,5930,2805,3016,109
Hardin County,Iowa,17690,8859,4393,4315,151
Harrison County,Iowa,14946,7578,3555,3909,114
Henry County,Iowa,20307,9377,4349,4822,206
Howard County,Iowa,9625,4728,2941,1722,65
Humboldt County,Iowa,9911,5122,2160,2895,67
Ida County,Iowa,7215,3547,1454,2036,57
Iowa County,Iowa,16337,8546,4202,4188,156
Jackson County,Iowa,19919,9955,6102,3673,180
Jasper County,Iowa,37103,19421,10250,8794,377
Jefferson County,Iowa,16607,8631,5070,3324,237
Johnson County,Iowa,127113,72975,51027,20732,1216
Jones County,Iowa,20848,10004,5446,4405,153
Keokuk County,Iowa,10620,5361,2518,2712,131
Kossuth County,Iowa,15685,9097,4625,4329,143
Lee County,Iowa,35819,17224,9821,7062,341
Linn County,Iowa,208558,113355,68037,43626,1692
Louisa County,Iowa,11830,4920,2523,2314,83
Lucas County,Iowa,9137,4471,2029,2330,112
Lyon County,Iowa,11545,6217,1675,4471,71
Madison County,Iowa,15517,8480,3733,4579,168
Mahaska County,Iowa,22483,10932,4464,6271,197
Marion County,Iowa,33515,17030,7421,9256,353
Marshall County,Iowa,40151,18657,10023,8278,356
Mills County,Iowa,15214,7282,2976,4183,123
Mitchell County,Iowa,10815,5766,3179,2469,118
Monona County,Iowa,9350,4796,2295,2411,90
Monroe County,Iowa,7904,3873,1798,2000,75
Montgomery County,Iowa,10823,5287,2326,2887,74
Muscatine County,Iowa,42515,19119,10920,7929,270
O'Brien County,Iowa,14332,7333,2338,4894,101
Osceola County,Iowa,6617,3127,1037,2027,63
Page County,Iowa,16083,7356,2900,4351,105
Palo Alto County,Iowa,9486,4806,2428,2294,84
Plymouth County,Iowa,24898,12512,4629,7765,118
Pocahontas County,Iowa,7510,4011,1800,2138,73
Polk County,Iowa,419495,214386,120984,89668,3734
Pottawattamie County,Iowa,91781,42320,20436,21237,647
Poweshiek County,Iowa,19025,10031,5519,4340,172
Ringgold County,Iowa,5164,2689,1236,1401,52
Sac County,Iowa,10475,5053,2256,2705,92
Scott County,Iowa,161824,86371,48927,36365,1079
Shelby County,Iowa,12338,6453,2863,3488,102
Sioux County,Iowa,33364,16664,3030,13490,144
Story County,Iowa,87831,46575,26548,18995,1032
Tama County,Iowa,17986,8850,4899,3820,131
Taylor County,Iowa,6348,3026,1347,1607,72
Union County,Iowa,12447,5909,3000,2781,128
Van Buren County,Iowa,7699,3608,1546,1986,76
Wapello County,Iowa,35381,15931,8820,6663,448
Warren County,Iowa,45450,24880,12299,12144,437
Washington County,Iowa,21686,10626,5170,5247,209
Wayne County,Iowa,6373,2980,1357,1565,58
Webster County,Iowa,38273,18554,9917,8337,300
Winnebago County,Iowa,10927,6082,3254,2730,98
Winneshiek County,Iowa,20980,11280,6829,4273,178
Woodbury County,Iowa,100910,44801,21983,22219,599
Worth County,Iowa,7632,4257,2567,1612,78
Wright County,Iowa,13375,6395,3102,3198,95
Allen County,Kansas,13422,5855,2189,3552,114
Anderson County,Kansas,8158,3626,1175,2362,89
Atchison County,Kansas,16820,7191,3241,3791,159
Barber County,Kansas,4844,2462,598,1833,31
Barton County,Kansas,27314,11057,3027,7802,228
Bourbon County,Kansas,15127,6781,2394,4240,147
Brown County,Kansas,9988,4376,1317,2985,74
Butler County,Kansas,64941,27873,9159,18155,559
Chase County,Kansas,2810,1384,383,976,25
Chautauqua County,Kansas,3735,1852,401,1418,33
Cherokee County,Kansas,21720,9665,3594,5886,185
Cheyenne County,Kansas,2778,1498,323,1148,27
Clark County,Kansas,2225,1159,245,897,17
Clay County,Kansas,8618,4054,1009,2998,47
Cloud County,Kansas,9541,4451,1233,3121,97
Coffey County,Kansas,8563,4232,1121,3054,57
Comanche County,Kansas,1902,974,194,765,15
Cowley County,Kansas,36284,13787,5012,8492,283
Crawford County,Kansas,38997,16075,7957,7735,383
Decatur County,Kansas,2992,1548,343,1189,16
Dickinson County,Kansas,19862,8667,2422,6081,164
Doniphan County,Kansas,8003,3564,1115,2372,77
Douglas County,Kansas,109010,53398,34398,17929,1071
Edwards County,Kansas,3058,1357,333,995,29
Elk County,Kansas,2954,1434,363,1042,29
Ellis County,Kansas,28010,12447,4010,8207,230
Ellsworth County,Kansas,6471,2938,851,2021,66
Finney County,Kansas,35461,10354,3275,6926,153
Ford County,Kansas,32187,8864,2991,5730,143
Franklin County,Kansas,25851,11739,4433,7079,227
Geary County,Kansas,30276,8094,3491,4492,111
Gove County,Kansas,2646,1418,261,1136,21
Graham County,Kansas,2669,1423,325,1060,38
Grant County,Kansas,7674,2661,635,1995,31
Gray County,Kansas,5821,2119,436,1643,40
Greeley County,Kansas,1247,745,151,591,3
Greenwood County,Kansas,6817,2279,622,1619,38
Hamilton County,Kansas,2638,1096,233,844,19
Harper County,Kansas,6063,2796,736,1999,61
Harvey County,Kansas,33994,15613,6318,9006,289
Haskell County,Kansas,4153,1570,278,1277,15
Hodgeman County,Kansas,1949,1096,211,865,20
Jackson County,Kansas,13235,6253,2308,3811,134
Jefferson County,Kansas,19072,8950,3542,5220,188
Jewell County,Kansas,3137,1584,313,1231,40
Johnson County,Kansas,532175,283432,127091,152627,3714
Kearny County,Kansas,3909,1482,309,1159,14
Kingman County,Kansas,7892,3664,963,2603,98
Kiowa County,Kansas,2418,1135,200,912,23
Labette County,Kansas,21786,9031,3839,5001,191
Lane County,Kansas,1756,1027,193,814,20
Leavenworth County,Kansas,74560,30591,13255,16791,545
Lincoln County,Kansas,3333,1586,347,1204,35
Linn County,Kansas,9731,4617,1425,3086,106
Logan County,Kansas,2779,1440,225,1187,28
Lyon County,Kansas,35591,12911,5924,6698,289
McPherson County,Kansas,29095,13386,4218,8937,231
Marion County,Kansas,12639,6059,1801,4159,99
Marshall County,Kansas,10174,5036,1784,3157,95
Meade County,Kansas,4497,1931,357,1540,34
Miami County,Kansas,32131,15377,5742,9382,253
Mitchell County,Kansas,6370,3203,701,2440,62
Montgomery County,Kansas,35538,13907,4338,9309,260
Morris County,Kansas,5999,2841,907,1875,59
Morton County,Kansas,3227,1402,229,1153,20
Nemaha County,Kansas,10259,5359,1432,3817,110
Neosho County,Kansas,16587,7192,2563,4473,156
Ness County,Kansas,3127,1525,289,1207,29
Norton County,Kansas,5702,2415,497,1878,40
Osage County,Kansas,16439,7544,2534,4820,190
Osborne County,Kansas,3867,1930,403,1490,37
Ottawa County,Kansas,6137,3086,704,2323,59
Pawnee County,Kansas,6859,2879,882,1946,51
Phillips County,Kansas,5586,2667,525,2105,37
Pottawatomie County,Kansas,20884,9837,2599,6929,309
Pratt County,Kansas,9684,4190,1294,2822,74
Rawlins County,Kansas,2592,1549,273,1247,29
Reno County,Kansas,63974,26512,9916,16112,484
Republic County,Kansas,5067,2671,640,1978,53
Rice County,Kansas,10175,4021,1163,2780,78
Riley County,Kansas,69444,22997,10495,12111,391
Rooks County,Kansas,5254,2588,468,2068,52
Rush County,Kansas,3310,1781,504,1225,52
Russell County,Kansas,6869,3293,736,2509,48
Saline County,Kansas,54811,22788,8186,14165,437
Scott County,Kansas,4729,2179,321,1823,35
Sedgwick County,Kansas,486077,192733,82337,106849,3547
Seward County,Kansas,22522,5336,1493,3791,52
Shawnee County,Kansas,175449,84177,41235,41476,1466
Sheridan County,Kansas,2605,1376,254,1108,14
Sherman County,Kansas,6017,2704,688,1959,57
Smith County,Kansas,3909,2204,446,1719,39
Stafford County,Kansas,4404,2074,542,1495,37
Stanton County,Kansas,2169,827,188,628,11
Stevens County,Kansas,5440,2127,283,1815,29
Sumner County,Kansas,24238,10337,3353,6737,247
Thomas County,Kansas,7685,3673,787,2837,49
Trego County,Kansas,2943,1671,420,1225,26
Wabaunsee County,Kansas,7077,3521,1036,2395,90
Wallace County,Kansas,1447,804,96,690,18
Washington County,Kansas,5848,2980,659,2248,73
Wichita County,Kansas,2222,1019,163,840,16
Wilson County,Kansas,9592,4121,1170,2850,101
Woodson County,Kansas,3347,1599,512,1055,32
Wyandotte County,Kansas,155092,57169,39865,16506,798
Adair County,Kentucky,18541,7298,1668,5512,118
Allen County,Kentucky,19838,7390,2024,5258,108
Anderson County,Kentucky,21088,10552,3462,6885,205
Ballard County,Kentucky,8265,4060,1427,2537,96
Barren County,Kentucky,41797,16807,5434,11133,240
Bath County,Kentucky,11647,4543,2210,2234,99
Bell County,Kentucky,28836,9598,2782,6681,135
Boone County,Kentucky,115262,50774,16292,33812,670
Bourbon County,Kentucky,20046,8330,3385,4820,125
Boyd County,Kentucky,49244,20670,8886,11430,354
Boyle County,Kentucky,28288,12635,4769,7701,165
Bracken County,Kentucky,8471,3399,1241,2066,92
Breathitt County,Kentucky,14249,5030,2205,2671,154
Breckinridge County,Kentucky,20018,8522,3110,5281,131
Bullitt County,Kentucky,72738,30726,10177,20102,447
Butler County,Kentucky,12745,5307,1555,3696,56
Caldwell County,Kentucky,12985,6199,2212,3866,121
Calloway County,Kentucky,36686,15404,6165,8991,248
Campbell County,Kentucky,88548,40297,15622,24046,629
Carlisle County,Kentucky,5093,2617,879,1699,39
Carroll County,Kentucky,10744,3835,1716,2032,87
Carter County,Kentucky,27752,9813,4316,5252,245
Casey County,Kentucky,15970,5957,1219,4679,59
Christian County,Kentucky,72034,22778,8880,13699,199
Clark County,Kentucky,35256,15628,5749,9664,215
Clay County,Kentucky,22289,7364,1552,5710,102
Clinton County,Kentucky,10253,4172,761,3366,45
Crittenden County,Kentucky,9408,3930,1254,2604,72
Cumberland County,Kentucky,6917,2797,697,2056,44
Daviess County,Kentucky,95411,43622,19282,23692,648
Edmonson County,Kentucky,12127,5270,1652,3562,56
Elliott County,Kentucky,7556,2515,1535,902,78
Estill County,Kentucky,14752,5314,1555,3685,74
Fayette County,Kentucky,287683,127639,66042,59884,1713
Fleming County,Kentucky,14345,5832,2279,3432,121
Floyd County,Kentucky,39964,15659,7530,7741,388
Franklin County,Kentucky,49301,24079,11767,11911,401
Fulton County,Kentucky,6945,2825,1238,1530,57
Gallatin County,Kentucky,8420,3193,1278,1840,75
Garrard County,Kentucky,16906,7210,2012,5118,80
Grant County,Kentucky,24856,8754,3112,5510,132
Graves County,Kentucky,36862,16155,5843,10056,256
Grayson County,Kentucky,25558,9903,3154,6605,144
Green County,Kentucky,11432,5079,1204,3785,90
Greenup County,Kentucky,37106,15798,6621,8849,328
Hancock County,Kentucky,8567,4144,2135,1928,81
Hardin County,Kentucky,99926,39990,15650,23896,444
Harlan County,Kentucky,29591,9914,2586,7165,163
Harrison County,Kentucky,18876,7590,2916,4520,154
Hart County,Kentucky,18320,6818,2290,4397,131
Henderson County,Kentucky,46046,19861,10049,9523,289
Henry County,Kentucky,15511,6919,2725,4081,113
Hickman County,Kentucky,4957,2250,812,1406,32
Hopkins County,Kentucky,47051,19348,7104,11916,328
Jackson County,Kentucky,13650,5224,743,4407,74
Jefferson County,Kentucky,730194,353892,196435,153957,3500
Jessamine County,Kentucky,47429,20214,6236,13711,267
Johnson County,Kentucky,23256,8517,2407,5948,162
Kenton County,Kentucky,158258,68213,26480,40714,1019
Knott County,Kentucky,16616,5820,2612,3070,138
Knox County,Kentucky,31746,11389,3074,8150,165
Larue County,Kentucky,14100,6178,1913,4153,112
Laurel County,Kentucky,58142,22500,4618,17660,222
Lawrence County,Kentucky,15867,5649,2036,3503,110
Lee County,Kentucky,7859,2773,752,1978,43
Leslie County,Kentucky,11465,4397,766,3574,57
Letcher County,Kentucky,24363,8235,2623,5367,245
Lewis County,Kentucky,13997,4791,1510,3213,68
Lincoln County,Kentucky,24664,9151,2752,6273,126
Livingston County,Kentucky,9458,4593,1622,2890,81
Logan County,Kentucky,26802,10890,3811,6925,154
Lyon County,Kentucky,8374,3855,1577,2220,58
McCracken County,Kentucky,65287,30754,11285,19043,426
McCreary County,Kentucky,18144,5407,1258,4078,71
McLean County,Kentucky,9673,4422,1963,2386,73
Madison County,Kentucky,81521,32537,12392,19694,451
Magoffin County,Kentucky,13233,4651,2105,2434,112
Marion County,Kentucky,19647,7615,3596,3842,177
Marshall County,Kentucky,31418,15487,5683,9512,292
Martin County,Kentucky,13160,3692,808,2824,60
Mason County,Kentucky,17454,7121,2891,4102,128
Meade County,Kentucky,28962,11206,4343,6691,172
Menifee County,Kentucky,6457,2489,1276,1155,58
Mercer County,Kentucky,21273,10060,3159,6781,120
Metcalfe County,Kentucky,10166,4199,1350,2734,115
Monroe County,Kentucky,10990,4665,1067,3537,61
Montgomery County,Kentucky,25981,10331,4234,5947,150
Morgan County,Kentucky,14055,4379,1879,2396,104
Muhlenberg County,Kentucky,31486,12889,6221,6447,221
Nelson County,Kentucky,42588,18146,7654,10139,353
Nicholas County,Kentucky,7135,2970,1272,1634,64
Ohio County,Kentucky,24025,9938,4059,5687,192
Oldham County,Kentucky,59375,29316,10000,18997,319
Owen County,Kentucky,11010,4751,1694,2969,88
Owsley County,Kentucky,4761,1686,381,1279,26
Pendleton County,Kentucky,14867,5802,2027,3676,99
Perry County,Kentucky,28686,10375,3444,6762,169
Pike County,Kentucky,65275,22643,9525,12655,463
Powell County,Kentucky,12794,4972,2065,2837,70
Pulaski County,Kentucky,62270,25766,5590,19862,314
Robertson County,Kentucky,2272,1015,451,533,31
Rockcastle County,Kentucky,17216,6274,1410,4757,107
Rowan County,Kentucky,23097,8154,4074,3907,173
Russell County,Kentucky,17529,7475,1569,5779,127
Scott County,Kentucky,45157,19730,7712,11782,236
Shelby County,Kentucky,41044,18540,6871,11451,218
Simpson County,Kentucky,17182,7309,2775,4437,97
Spencer County,Kentucky,16845,8049,2519,5378,152
Taylor County,Kentucky,24256,10860,3165,7568,127
Todd County,Kentucky,12340,4941,1543,3336,62
Trigg County,Kentucky,14153,6527,2246,4189,92
Trimble County,Kentucky,8950,3812,1484,2239,89
Union County,Kentucky,15072,6034,2804,3120,110
Warren County,Kentucky,109803,44145,17669,25993,483
Washington County,Kentucky,11551,5275,1890,3305,80
Wayne County,Kentucky,20757,7196,2201,4868,127
Webster County,Kentucky,13646,5540,2390,3037,113
Whitley County,Kentucky,36163,13704,3484,10015,205
Wolfe County,Kentucky,7294,2968,1493,1408,67
Woodford County,Kentucky,24541,12297,5027,7130,140
Acadia Parish,Louisiana,61115,26710,7028,19228,454
Allen Parish,Louisiana,25854,9467,2891,6333,243
Ascension Parish,Louisiana,102891,46571,14625,31239,707
Assumption Parish,Louisiana,23534,10960,4756,5981,223
Avoyelles Parish,Louisiana,42040,16938,6327,10236,375
Beauregard Parish,Louisiana,34893,14074,3071,10718,285
Bienville Parish,Louisiana,14494,7430,3589,3776,65
Bossier Parish,Louisiana,113824,45826,12701,32706,419
Caddo Parish,Louisiana,251953,108220,55220,52105,895
Calcasieu Parish,Louisiana,188928,82131,30244,50449,1438
Caldwell Parish,Louisiana,10224,4893,1118,3696,79
Cameron Parish,Louisiana,7434,3797,613,3089,95
Catahoula Parish,Louisiana,10567,5225,1659,3486,80
Claiborne Parish,Louisiana,17169,6841,3025,3750,66
Concordia Parish,Louisiana,20420,9527,3766,5668,93
De Soto Parish,Louisiana,26590,12257,5242,6883,132
East Baton Rouge Parish,Louisiana,433723,197349,99652,95390,2307
East Carroll Parish,Louisiana,7939,3559,2267,1254,38
East Feliciana Parish,Louisiana,20415,9947,4383,5432,132
Evangeline Parish,Louisiana,34316,15976,5853,9793,330
Franklin Parish,Louisiana,20758,9356,2959,6278,119
Grant Parish,Louisiana,21657,8557,1474,6906,177
Iberia Parish,Louisiana,73522,33168,12492,20127,549
Iberville Parish,Louisiana,33685,16421,9023,7185,213
Jackson Parish,Louisiana,16105,7736,2456,5190,90
Jefferson Parish,Louisiana,431759,181120,65096,113191,2833
Jefferson Davis Parish,Louisiana,31497,13501,3923,9278,300
Lafayette Parish,Louisiana,215139,95642,32145,62055,1442
Lafourche Parish,Louisiana,95603,37893,9662,27089,1142
La Salle Parish,Louisiana,14667,6553,860,5602,91
Lincoln Parish,Louisiana,45726,19150,8267,10676,207
