County,State,Population,Total Votes,Democrats,Republican,Other
Livingston Parish,Louisiana,131478,54062,7451,45513,1098
Madison Parish,Louisiana,12212,5187,3154,2000,33
Morehouse Parish,Louisiana,27375,12614,5888,6591,135
Natchitoches Parish,Louisiana,39339,17258,7942,9077,239
Orleans Parish,Louisiana,369787,157813,126722,28003,3088
Ouachita Parish,Louisiana,155256,68474,26645,40948,881
Plaquemines Parish,Louisiana,23826,10239,3599,6471,169
Pointe Coupee Parish,Louisiana,22683,12147,5436,6548,163
Rapides Parish,Louisiana,132012,58019,20045,37193,781
Red River Parish,Louisiana,9072,4807,2253,2483,71
Richland Parish,Louisiana,20912,9329,3387,5846,96
Sabine Parish,Louisiana,24322,10053,2194,7738,121
St. Bernard Parish,Louisiana,41483,13955,5059,8501,395
St. Charles Parish,Louisiana,52420,25333,8896,15937,500
St. Helena Parish,Louisiana,10979,6394,3780,2529,85
St. James Parish,Louisiana,21634,12395,7059,5209,127
St. John the Baptist Parish,Louisiana,44719,21123,13179,7620,324
St. Landry Parish,Louisiana,83466,41647,19668,21475,504
St. Martin Parish,Louisiana,52614,25433,9422,15653,358
St. Mary Parish,Louisiana,53562,23640,9450,13885,305
St. Tammany Parish,Louisiana,239064,112902,25728,84723,2451
Tangipahoa Parish,Louisiana,123646,50099,17722,31590,787
Tensas Parish,Louisiana,4999,2812,1564,1230,18
Terrebonne Parish,Louisiana,111708,42341,12074,29503,764
Union Parish,Louisiana,22520,10766,3075,7561,130
Vermilion Parish,Louisiana,58636,24987,5720,18910,357
Vernon Parish,Louisiana,54120,15610,3173,12150,287
Washington Parish,Louisiana,46676,18581,6466,11798,317
Webster Parish,Louisiana,40908,18416,6802,11400,214
West Baton Rouge Parish,Louisiana,24149,12774,5692,6922,160
West Carroll Parish,Louisiana,11499,4548,853,3628,67
West Feliciana Parish,Louisiana,15476,5777,2441,3257,79
Winn Parish,Louisiana,15102,6534,1919,4541,74
Androscoggin County,Maine,107486,52862,28989,22232,1641
Aroostook County,Maine,70767,33860,17777,15196,887
Cumberland County,Maine,283645,163786,101950,57821,4015
Franklin County,Maine,30650,16282,9367,6369,546
Hancock County,Maine,54478,30799,17569,12324,906
Kennebec County,Maine,121591,63497,35068,26519,1910
Knox County,Maine,39611,22067,13223,8248,596
Lincoln County,Maine,34152,20757,11315,8899,543
Oxford County,Maine,57473,29420,16330,11996,1094
Penobscot County,Maine,153347,77306,38811,36547,1948
Piscataquis County,Maine,17265,8955,4149,4530,276
Sagadahoc County,Maine,35115,20794,11821,8429,544
Somerset County,Maine,51806,24787,12216,11800,771
Waldo County,Maine,38928,21061,11296,9058,707
Washington County,Maine,32543,15836,7803,7550,483
York County,Maine,198872,108057,61551,43900,2606
Allegany County,Maryland,73947,29850,9805,19230,815
Anne Arundel County,Maryland,550333,260155,126635,126832,6688
Baltimore County,Maryland,818113,384782,220322,154908,9552
Calvert County,Maryland,89720,45518,20529,23952,1037
Caroline County,Maryland,32629,13357,4970,8098,289
Carroll County,Maryland,167049,87536,27939,56761,2836
Cecil County,Maryland,101753,42480,16557,24806,1117
Charles County,Maryland,150668,75222,48774,25178,1270
Dorchester County,Maryland,32476,15444,7257,7976,211
Frederick County,Maryland,239645,117115,55146,58798,3171
Garrett County,Maryland,29967,13157,3124,9743,290
Harford County,Maryland,248566,125954,49729,72911,3314
Howard County,Maryland,299184,153108,91393,57758,3957
Kent County,Maryland,19976,9904,4842,4870,192
Montgomery County,Maryland,1005079,455992,323400,123353,9239
Prince George's County,Maryland,882490,387744,347938,35734,4072
Queen Anne's County,Maryland,48497,24888,8556,15823,509
St. Mary's County,Maryland,108800,47824,19711,26797,1316
Somerset County,Maryland,26039,10399,5240,5042,117
Talbot County,Maryland,37986,20459,8808,11339,312
Washington County,Maryland,149037,62755,25042,36074,1639
Wicomico County,Maryland,100562,42259,19635,21764,860
Worcester County,Maryland,51581,27420,11014,15951,455
Baltimore city,Maryland,622895,254005,221478,28171,4356
Barnstable County,Massachusetts,214788,133115,70822,60446,1847
Berkshire County,Massachusetts,130284,64486,48843,14252,1391
Bristol County,Massachusetts,551120,241509,142962,93752,4795
Dukes County,Massachusetts,16829,10968,7978,2792,198
Essex County,Massachusetts,757338,366357,210302,150480,5575
Franklin County,Massachusetts,71687,37758,27072,9344,1342
Hampden County,Massachusetts,466955,200399,123619,73392,3388
Hampshire County,Massachusetts,160419,81621,57359,21480,2782
Middlesex County,Massachusetts,1542867,754170,471804,267321,15045
Nantucket County,Massachusetts,10313,6120,3830,2187,103
Norfolk County,Massachusetts,682865,356523,202714,148393,5416
Plymouth County,Massachusetts,499495,256531,131845,121086,3600
Suffolk County,Massachusetts,751103,289098,223896,59999,5203
Worcester County,Massachusetts,806942,369112,198244,163390,7478
Alcona County,Michigan,10573,6104,2472,3571,61
Alger County,Michigan,9451,4618,2212,2330,76
Allegan County,Michigan,111499,52619,20806,31123,690
Alpena County,Michigan,29166,14014,6549,7298,167
Antrim County,Michigan,23245,13195,5107,7917,171
Arenac County,Michigan,15502,7841,3669,4057,115
Baraga County,Michigan,8726,3490,1574,1866,50
Barry County,Michigan,59023,28512,11491,16655,366
Bay County,Michigan,106967,53381,27877,24911,593
Benzie County,Michigan,17328,9901,4685,5075,141
Berrien County,Michigan,156621,72497,33465,38209,823
Branch County,Michigan,43792,17147,6913,10035,199
Calhoun County,Michigan,134737,58327,29267,28333,727
Cass County,Michigan,51804,22490,9591,12659,240
Charlevoix County,Michigan,26190,14090,5939,8000,151
Cheboygan County,Michigan,25743,13311,5831,7286,194
Chippewa County,Michigan,38993,15564,7100,8278,186
Clare County,Michigan,30796,13504,6338,6988,178
Clinton County,Michigan,76166,39235,18191,20650,394
Crawford County,Michigan,13951,6814,2994,3744,76
Delta County,Michigan,36836,18050,8330,9534,186
Dickinson County,Michigan,26172,12810,4952,7688,170
Eaton County,Michigan,107996,54788,27913,26197,678
Emmet County,Michigan,32806,17709,7225,10253,231
Genesee County,Michigan,418193,202933,128978,71808,2147
Gladwin County,Michigan,25546,12583,5760,6661,162
Gogebic County,Michigan,16041,7576,4058,3444,74
Grand Traverse County,Michigan,89203,47999,20875,26534,590
Gratiot County,Michigan,41973,16035,7610,8241,184
Hillsdale County,Michigan,46267,19100,7106,11727,267
Houghton County,Michigan,36746,15282,6801,8196,285
Huron County,Michigan,32453,15484,6518,8806,160
Ingham County,Michigan,283514,127910,80847,45306,1757
Ionia County,Michigan,63888,25761,11018,14315,428
Iosco County,Michigan,25453,13344,6242,6909,193
Iron County,Michigan,11565,5988,2687,3224,77
Isabella County,Michigan,70666,24119,13038,10800,281
Jackson County,Michigan,159962,69446,32301,36298,847
Kalamazoo County,Michigan,255353,123178,69051,52662,1465
Kalkaska County,Michigan,17101,8299,3272,4901,126
Kent County,Michigan,615798,292985,133408,155925,3652
Keweenaw County,Michigan,2167,1392,582,774,36
Lake County,Michigan,11464,5287,2752,2487,48
Lapeer County,Michigan,88195,43115,18796,23734,585
Leelanau County,Michigan,21379,14176,6576,7483,117
Lenawee County,Michigan,99021,44724,21776,22351,597
Livingston County,Michigan,182783,98337,37216,60083,1038
Luce County,Michigan,6479,2596,991,1580,25
Mackinac County,Michigan,11071,6099,2652,3397,50
Macomb County,Michigan,849734,404086,208016,191913,4157
Manistee County,Michigan,24675,12402,6473,5737,192
Marquette County,Michigan,67826,32194,18115,13606,473
Mason County,Michigan,28660,14604,6856,7580,168
Mecosta County,Michigan,43497,16913,7515,9176,222
Menominee County,Michigan,23731,10923,5242,5564,117
Midland County,Michigan,83721,41754,17450,23919,385
Missaukee County,Michigan,15006,7027,2274,4665,88
Monroe County,Michigan,150804,72853,36310,35593,950
Montcalm County,Michigan,63096,25431,11430,13621,380
Montmorency County,Michigan,9513,5051,2049,2928,74
Muskegon County,Michigan,170159,76163,44436,30884,843
Newaygo County,Michigan,47879,21478,8728,12457,293
Oakland County,Michigan,1223598,651607,349002,296514,6091
Oceana County,Michigan,26306,11450,5063,6239,148
Ogemaw County,Michigan,21358,10361,4791,5437,133
Ontonagon County,Michigan,6413,3539,1586,1906,47
Osceola County,Michigan,23323,10278,3981,6141,156
Oscoda County,Michigan,8574,4042,1657,2308,77
Otsego County,Michigan,24042,11832,4681,7011,140
Ottawa County,Michigan,270873,132312,42737,88166,1409
Presque Isle County,Michigan,13084,7080,3192,3794,94
Roscommon County,Michigan,24185,13032,6198,6701,133
Saginaw County,Michigan,198363,98062,54381,42720,961
St. Clair County,Michigan,160625,74181,33983,39271,927
St. Joseph County,Michigan,60992,23341,10112,12978,251
Sanilac County,Michigan,42306,18369,7212,10963,194
Schoolcraft County,Michigan,8350,4048,1865,2142,41
Shiawassee County,Michigan,69329,33679,17197,15962,520
Tuscola County,Michigan,54708,26003,11425,14240,338
Van Buren County,Michigan,75298,32837,16290,16141,406
Washtenaw County,Michigan,352303,179592,120890,56412,2290
Wayne County,Michigan,1795929,815825,595846,213814,6165
Wexford County,Michigan,32521,14853,6184,8450,219
Aitkin County,Minnesota,16036,9142,4412,4533,197
Anoka County,Minnesota,336091,186465,88614,93430,4421
Becker County,Minnesota,32990,16382,6829,9204,349
Beltrami County,Minnesota,45147,22051,11818,9637,596
Benton County,Minnesota,38671,19619,8173,10849,597
Big Stone County,Minnesota,5134,2789,1345,1385,59
Blue Earth County,Minnesota,64974,34274,18164,14916,1194
Brown County,Minnesota,25412,13929,5630,7938,361
Carlton County,Minnesota,35272,18436,11389,6586,461
Carver County,Minnesota,93863,52899,20745,31155,999
Cass County,Minnesota,28409,16141,6858,8957,326
Chippewa County,Minnesota,12119,6201,3083,2967,151
Chisago County,Minnesota,53465,29441,12524,16227,690
Clay County,Minnesota,60194,28886,15208,12920,758
Clearwater County,Minnesota,8677,4197,1753,2359,85
Cook County,Minnesota,5180,3322,1993,1221,108
Cottonwood County,Minnesota,11574,5862,2433,3316,113
Crow Wing County,Minnesota,62810,34920,14760,19415,745
Dakota County,Minnesota,404613,230821,116255,109516,5050
Dodge County,Minnesota,20267,10327,4487,5522,318
Douglas County,Minnesota,36292,20953,8653,11884,416
Faribault County,Minnesota,14176,7713,3407,4104,202
Fillmore County,Minnesota,20831,10892,5713,4913,266
Freeborn County,Minnesota,31026,16706,9326,6969,411
Goodhue County,Minnesota,46140,25801,12212,12986,603
Grant County,Minnesota,5928,3487,1647,1748,92
Hennepin County,Minnesota,1184200,680065,423982,240073,16010
Houston County,Minnesota,18764,10446,5281,4951,214
Hubbard County,Minnesota,20454,11520,4676,6622,222
Isanti County,Minnesota,38149,20217,8024,11675,518
Itasca County,Minnesota,45152,23919,12852,10501,566
Jackson County,Minnesota,10308,5430,2268,3044,118
Kanabec County,Minnesota,15972,8150,3593,4328,229
Kandiyohi County,Minnesota,42373,21465,9805,11240,420
Kittson County,Minnesota,4497,2420,1241,1095,84
Koochiching County,Minnesota,13163,6458,3451,2841,166
Lac qui Parle County,Minnesota,7121,3984,1974,1938,72
Lake County,Minnesota,10792,6820,4043,2610,167
Lake of the Woods County,Minnesota,3947,2234,859,1306,69
Le Sueur County,Minnesota,27661,14795,6753,7715,327
Lincoln County,Minnesota,5754,3120,1429,1595,96
Lyon County,Minnesota,25633,12388,5465,6594,329
McLeod County,Minnesota,35933,18553,6968,11069,516
Mahnomen County,Minnesota,5505,2182,1276,871,35
Marshall County,Minnesota,9471,4698,1998,2569,131
Martin County,Minnesota,20459,10968,4054,6657,257
Meeker County,Minnesota,23037,12214,4969,6913,332
Mille Lacs County,Minnesota,25635,13091,5829,6951,311
Morrison County,Minnesota,33103,16714,6153,10159,402
Mower County,Minnesota,39400,18539,11129,6938,472
Murray County,Minnesota,8574,4767,2160,2504,103
Nicollet County,Minnesota,33020,18357,9652,8214,491
Nobles County,Minnesota,21736,8520,3793,4581,146
Norman County,Minnesota,6599,3207,1730,1384,93
Olmsted County,Minnesota,146907,78316,39338,36832,2146
Otter Tail County,Minnesota,57216,31670,12165,18860,645
Pennington County,Minnesota,14119,6517,3024,3305,188
Pine County,Minnesota,29198,13965,6750,6845,370
Pipestone County,Minnesota,9397,4646,1725,2826,95
Polk County,Minnesota,31511,14693,6773,7615,305
Pope County,Minnesota,10890,6246,2981,3142,123
Ramsey County,Minnesota,521009,278822,184938,86800,7084
Red Lake County,Minnesota,4060,1975,928,978,69
Redwood County,Minnesota,15820,7790,3008,4570,212
Renville County,Minnesota,15283,7710,3394,4149,167
Rice County,Minnesota,64438,32267,17054,14384,829
Rock County,Minnesota,9481,4846,1946,2810,90
Roseau County,Minnesota,15512,7352,2772,4409,171
St. Louis County,Minnesota,200361,115594,73378,39131,3085
Scott County,Minnesota,135114,71647,29712,40323,1612
Sherburne County,Minnesota,89461,46509,17597,27848,1064
Sibley County,Minnesota,15080,7815,2916,4693,206
Stearns County,Minnesota,151891,78477,33551,43015,1911
Steele County,Minnesota,36311,19124,8706,9903,515
Stevens County,Minnesota,9733,5652,2742,2766,144
Swift County,Minnesota,9632,5119,2751,2248,120
Todd County,Minnesota,24653,11803,4819,6719,265
Traverse County,Minnesota,3404,1847,943,861,43
Wabasha County,Minnesota,21542,11763,5415,6049,299
Wadena County,Minnesota,13607,6791,2492,4143,156
Waseca County,Minnesota,19176,9747,4370,5116,261
Washington County,Minnesota,243682,142133,70203,69137,2793
Watonwan County,Minnesota,11115,5144,2494,2517,133
Wilkin County,Minnesota,6592,3222,1258,1884,80
Winona County,Minnesota,51343,27232,14980,11480,772
Wright County,Minnesota,127249,67816,25741,40466,1609
Yellow Medicine County,Minnesota,10153,5414,2465,2806,143
Adams County,Mississippi,32191,15447,9061,6293,93
Alcorn County,Mississippi,37209,14830,3511,11111,208
Amite County,Mississippi,12939,7706,3242,4414,50
Attala County,Mississippi,19145,9092,3927,5126,39
Benton County,Mississippi,8644,4116,2051,2041,24
Bolivar County,Mississippi,33997,15428,10582,4701,145
Calhoun County,Mississippi,14829,7068,2586,4412,70
Carroll County,Mississippi,10400,5992,2007,3960,25
Chickasaw County,Mississippi,17502,8503,4378,3994,131
Choctaw County,Mississippi,8428,4273,1428,2812,33
Claiborne County,Mississippi,9353,5484,4838,625,21
Clarke County,Mississippi,16529,8253,3111,5049,93
Clay County,Mississippi,20397,11072,6712,4291,69
Coahoma County,Mississippi,25616,10549,7792,2712,45
Copiah County,Mississippi,29047,14123,7749,6282,92
Covington County,Mississippi,19443,9348,3878,5405,65
DeSoto County,Mississippi,166426,65794,21575,43559,660
Forrest County,Mississippi,76412,30236,13272,16574,390
Franklin County,Mississippi,7901,4493,1726,2735,32
George County,Mississippi,22915,9856,1359,8376,121
Greene County,Mississippi,14333,5922,1325,4531,66
Grenada County,Mississippi,21614,11335,5288,5986,61
Hancock County,Mississippi,45263,17167,3917,12964,286
Harrison County,Mississippi,193540,63328,23119,39470,739
Hinds County,Mississippi,247997,106491,76112,29664,715
Holmes County,Mississippi,18919,9288,7812,1435,41
Humphreys County,Mississippi,9211,5212,3903,1293,16
Issaquena County,Mississippi,1396,787,479,302,6
Itawamba County,Mississippi,23299,9318,1706,7393,219
Jackson County,Mississippi,139949,53655,17299,35747,609
Jasper County,Mississippi,16564,9340,5097,4193,50
Jefferson County,Mississippi,7679,4433,3951,468,14
Jefferson Davis County,Mississippi,12067,6864,4267,2507,90
Jones County,Mississippi,68419,30159,9211,20687,261
Kemper County,Mississippi,10389,5052,3239,1789,24
Lafayette County,Mississippi,50221,19505,8091,11075,339
Lamar County,Mississippi,58143,24889,5494,19101,294
Lauderdale County,Mississippi,80259,32777,13814,18700,263
Lawrence County,Mississippi,12688,6698,2468,4192,38
Leake County,Mississippi,23195,8983,4079,4863,41
Lee County,Mississippi,84798,35306,12563,22415,328
Leflore County,Mississippi,30793,12773,9119,3587,67
Lincoln County,Mississippi,34846,16414,5471,10839,104
Lowndes County,Mississippi,59604,27158,13388,13518,252
Madison County,Mississippi,98059,49571,20722,28507,342
Marion County,Mississippi,26326,12729,4393,8237,99
Marshall County,Mississippi,36551,16240,9650,6473,117
Monroe County,Mississippi,36409,16918,7056,9723,139
Montgomery County,Mississippi,10604,5645,2675,2947,23
Neshoba County,Mississippi,29742,11015,3089,7837,89
Newton County,Mississippi,21495,9777,3319,6394,64
Noxubee County,Mississippi,11153,6264,4920,1325,19
Oktibbeha County,Mississippi,48822,18117,9095,8761,261
Panola County,Mississippi,34425,16826,9079,7629,118
Pearl River County,Mississippi,54999,22224,4366,17549,309
Perry County,Mississippi,11996,5722,1527,4137,58
Pike County,Mississippi,40089,17974,9650,8181,143
Pontotoc County,Mississippi,30295,12411,2804,9448,159
Prentiss County,Mississippi,25354,10033,2817,7075,141
Quitman County,Mississippi,7803,3979,2837,1116,26
Rankin County,Mississippi,145809,64145,14988,48444,713
Scott County,Mississippi,28355,11202,5031,6089,82
Sharkey County,Mississippi,4786,2532,1782,737,13
Simpson County,Mississippi,27424,12249,4723,7424,102
Smith County,Mississippi,16337,8099,1979,6049,71
Stone County,Mississippi,18051,7532,2003,5420,109
Sunflower County,Mississippi,28407,11228,8199,2929,100
Tallahatchie County,Mississippi,15013,6503,3959,2499,45
Tate County,Mississippi,28526,12406,4933,7332,141
Tippah County,Mississippi,21911,9164,2317,6717,130
Tishomingo County,Mississippi,19618,7936,1643,6133,160
Tunica County,Mississippi,10438,4382,3475,883,24
Union County,Mississippi,27349,11365,2742,8498,125
Walthall County,Mississippi,15068,7551,3422,4051,78
Warren County,Mississippi,48215,21391,10786,10457,148
Washington County,Mississippi,50019,19715,13981,5651,83
Wayne County,Mississippi,20616,10332,4148,6111,73
Webster County,Mississippi,10088,5234,1190,3992,52
Wilkinson County,Mississippi,9458,4853,3412,1415,26
Winston County,Mississippi,18977,9829,4607,5168,54
Yalobusha County,Mississippi,12390,6354,3030,3276,48
Yazoo County,Mississippi,28330,11620,6603,4941,76
Adair County,Missouri,25675,10126,4219,5651,256
Andrew County,Missouri,17311,8306,2649,5457,200
Atchison County,Missouri,5513,2709,756,1902,51
Audrain County,Missouri,25524,9952,3539,6186,227
Barry County,Missouri,35333,13806,3667,9832,307
Barton County,Missouri,12294,5746,1230,4418,98
Bates County,Missouri,16616,7771,2557,5020,194
Benton County,Missouri,18991,9157,2925,6069,163
Bollinger County,Missouri,12442,5456,1213,4095,148
Boone County,Missouri,168807,79422,39847,37404,2171
Buchanan County,Missouri,89930,35106,15594,18660,852
Butler County,Missouri,42986,16889,4363,12248,278
Caldwell County,Missouri,9088,4167,1312,2721,134
Callaway County,Missouri,44399,18232,6071,11745,416
Camden County,Missouri,44197,21945,6458,15092,395
Cape Girardeau County,Missouri,77051,35716,9728,25370,618
Carroll County,Missouri,9078,4304,1154,3072,78
Carter County,Missouri,6273,2799,754,1978,67
Cass County,Missouri,100435,48913,17044,30912,957
Cedar County,Missouri,13909,6045,1537,4376,132
Chariton County,Missouri,7673,3821,1339,2402,80
Christian County,Missouri,79658,37964,9813,27473,678
Clark County,Missouri,6965,3225,1398,1730,97
Clay County,Missouri,227579,105589,47310,56191,2088
Clinton County,Missouri,20560,9861,3688,5931,242
Cole County,Missouri,76477,37062,12005,24490,567
Cooper County,Missouri,17537,7511,2474,4887,150
Crawford County,Missouri,24780,9579,2951,6434,194
Dade County,Missouri,7558,3896,939,2895,62
Dallas County,Missouri,16694,7279,2122,4992,165
Daviess County,Missouri,8299,3521,1125,2290,106
DeKalb County,Missouri,12777,4350,1194,3056,100
Dent County,Missouri,15658,6643,1585,4883,175
Douglas County,Missouri,13574,6557,1710,4649,198
Dunklin County,Missouri,31841,10651,3636,6850,165
Franklin County,Missouri,101329,46755,16347,29396,1012
Gasconade County,Missouri,14907,7134,2099,4895,140
Gentry County,Missouri,6769,2999,937,1988,74
Greene County,Missouri,280447,125848,46219,76900,2729
Grundy County,Missouri,10331,4374,1212,3030,132
Harrison County,Missouri,8724,3695,984,2624,87
Henry County,Missouri,22225,10123,3606,6229,288
Hickory County,Missouri,9443,4680,1733,2835,112
Holt County,Missouri,4680,2310,551,1725,34
Howard County,Missouri,10196,4867,1723,3017,127
Howell County,Missouri,40537,16346,4395,11544,407
Iron County,Missouri,10548,4031,1669,2252,110
Jackson County,Missouri,677417,174764,78283,93199,3282
Jasper County,Missouri,115770,45218,12809,31349,1060
Jefferson County,Missouri,219853,97611,41564,53978,2069
Johnson County,Missouri,54124,21021,7667,12763,591
Knox County,Missouri,4090,1957,698,1205,54
Laclede County,Missouri,35482,15362,4093,10934,335
Lafayette County,Missouri,33054,15795,5655,9803,337
Lawrence County,Missouri,38382,15755,4017,11421,317
Lewis County,Missouri,10119,4279,1508,2677,94
Lincoln County,Missouri,53265,22652,7734,14332,586
Linn County,Missouri,12488,5550,2041,3344,165
Livingston County,Missouri,14997,6054,1906,4006,142
McDonald County,Missouri,22966,7817,1920,5694,203
Macon County,Missouri,15563,7160,2309,4701,150
Madison County,Missouri,12373,4930,1588,3227,115
Maries County,Missouri,9022,4538,1299,3165,74
Marion County,Missouri,28746,12158,4031,7923,204
Mercer County,Missouri,3708,1655,353,1255,47
Miller County,Missouri,24582,11019,2651,8099,269
Mississippi County,Missouri,14274,4920,1858,2997,65
Moniteau County,Missouri,15669,6443,1608,4704,131
Monroe County,Missouri,8692,4057,1398,2564,95
Montgomery County,Missouri,11965,5327,1740,3490,97
Morgan County,Missouri,20082,8688,2773,5733,182
New Madrid County,Missouri,18471,7250,2814,4284,152
Newton County,Missouri,58637,25083,6425,18181,477
Nodaway County,Missouri,23327,8976,3172,5593,211
Oregon County,Missouri,10966,4421,1419,2886,116
Osage County,Missouri,13846,6919,1473,5329,117
Ozark County,Missouri,9593,4453,1261,3080,112
Pemiscot County,Missouri,18075,6335,2671,3598,66
Perry County,Missouri,19001,7987,2184,5669,134
Pettis County,Missouri,42304,17175,5904,10842,429
Phelps County,Missouri,45230,18190,5798,11895,497
Pike County,Missouri,18552,7321,2582,4577,162
Platte County,Missouri,92151,45552,19175,25618,759
Polk County,Missouri,31082,13119,3580,9252,287
Pulaski County,Missouri,53475,13571,4199,9092,280
Putnam County,Missouri,4945,2309,587,1673,49
Ralls County,Missouri,10226,5036,1736,3231,69
Randolph County,Missouri,25334,9944,3031,6667,246
Ray County,Missouri,23081,10367,4275,5815,277
Reynolds County,Missouri,6548,3202,1157,1931,114
Ripley County,Missouri,14028,5263,1396,3743,124
St. Charles County,Missouri,369111,185690,71838,110784,3068
St. Clair County,Missouri,9527,4626,1460,3019,147
Ste. Genevieve County,Missouri,17868,8070,3813,4055,202
St. Francois County,Missouri,65803,22582,8829,13248,505
St. Louis County,Missouri,1000761,528676,297097,224742,6837
Saline County,Missouri,23544,9108,3790,5104,214
Schuyler County,Missouri,4387,1939,697,1174,68
Scotland County,Missouri,4865,1936,643,1246,47
Scott County,Missouri,39161,16999,5122,11623,254
Shannon County,Missouri,8332,3692,1302,2262,128
Shelby County,Missouri,6216,3232,966,2188,78
Stoddard County,Missouri,29814,12866,3153,9496,217
Stone County,Missouri,31893,15984,3923,11787,274
Sullivan County,Missouri,6556,2595,908,1610,77
Taney County,Missouri,52901,21659,5479,15746,434
Texas County,Missouri,25791,10764,2871,7618,275
Vernon County,Missouri,20930,8521,2580,5758,183
Warren County,Missouri,32738,14676,5219,9150,307
Washington County,Missouri,25088,8695,3417,5071,207
Wayne County,Missouri,13408,5720,1813,3790,117
Webster County,Missouri,36448,15429,4409,10708,312
Worth County,Missouri,2080,1048,341,664,43
Wright County,Missouri,18556,7955,1953,5830,172
St. Louis city,Missouri,319416,143607,118780,22943,1884
Kansas City,Missouri,677417,136802,105670,29509,1623
Beaverhead County,Montana,9359,4812,1371,3289,152
Big Horn County,Montana,12995,4626,2882,1667,77
Blaine County,Montana,6680,2859,1616,1178,65
Broadwater County,Montana,5759,3011,764,2152,95
Carbon County,Montana,10141,5846,2146,3533,167
Carter County,Montana,1157,794,96,678,20
Cascade County,Montana,81622,34564,15232,18345,987
Chouteau County,Montana,5932,2821,978,1758,85
Custer County,Montana,11798,5365,1833,3373,159
Daniels County,Montana,1774,1007,237,740,30
Dawson County,Montana,9231,4423,1219,3029,175
Deer Lodge County,Montana,9215,4460,2860,1448,152
Fallon County,Montana,3026,1405,237,1128,40
Fergus County,Montana,11391,6071,1640,4257,174
Flathead County,Montana,91597,43476,13892,28309,1275
Gallatin County,Montana,92570,47882,21961,24358,1563
Garfield County,Montana,1244,700,66,622,12
Glacier County,Montana,13667,4452,2924,1415,113
Golden Valley County,Montana,827,479,110,351,18
Granite County,Montana,3042,1705,533,1107,65
Hill County,Montana,16396,6820,3403,3164,253
Jefferson County,Montana,11318,6520,2272,4055,193
Judith Basin County,Montana,2004,1215,337,854,24
Lake County,Montana,29012,13304,5805,7135,364
Lewis and Clark County,Montana,64736,33318,15620,16803,895
Liberty County,Montana,2393,988,257,702,29
Lincoln County,Montana,19485,8889,2552,6057,280
McCone County,Montana,1701,993,223,745,25
Madison County,Montana,7663,4530,1289,3130,111
Meagher County,Montana,1886,972,269,670,33
Mineral County,Montana,4128,2017,700,1216,101
Missoula County,Montana,111042,57192,32824,22652,1716
Musselshell County,Montana,4692,2407,492,1833,82
Park County,Montana,15591,8768,3783,4709,276
Petroleum County,Montana,504,298,49,240,9
Phillips County,Montana,4121,2228,471,1688,69
Pondera County,Montana,6150,2719,975,1673,71
Powder River County,Montana,1753,1027,170,833,24
Powell County,Montana,7081,2776,888,1806,82
Prairie County,Montana,1141,703,167,520,16
Ravalli County,Montana,40576,22206,7285,14307,614
Richland County,Montana,10780,4645,1002,3510,133
Roosevelt County,Montana,10856,3672,2086,1514,72
Rosebud County,Montana,9346,3523,1422,2004,97
Sanders County,Montana,11375,5901,1720,3980,201
Sheridan County,Montana,3550,1928,665,1207,56
Silver Bow County,Montana,34474,16756,10857,5430,469
Stillwater County,Montana,9166,4702,1248,3337,117
Sweet Grass County,Montana,3581,2117,475,1594,48
Teton County,Montana,6057,3281,1082,2113,86
Toole County,Montana,5217,2102,582,1440,80
Treasure County,Montana,722,455,114,319,22
Valley County,Montana,7499,3859,1385,2337,137
Wheatland County,Montana,2091,992,272,693,27
Wibaux County,Montana,1034,544,98,421,25
Yellowstone County,Montana,151635,68807,26403,40500,1904
Adams County,Nebraska,31345,12670,4062,8316,292
Antelope County,Nebraska,6550,3232,571,2596,65
Arthur County,Nebraska,479,262,30,227,5
Banner County,Nebraska,684,411,55,346,10
Blaine County,Nebraska,498,303,29,268,6
Boone County,Nebraska,5429,2806,615,2138,53
Box Butte County,Nebraska,11265,4705,1692,2869,144
Boyd County,Nebraska,2060,1071,188,873,10
Brown County,Nebraska,3052,1555,224,1302,29
Buffalo County,Nebraska,47637,19453,5365,13570,518
Burt County,Nebraska,6681,3375,1291,2029,55
Butler County,Nebraska,8252,3859,1045,2738,76
Cass County,Nebraska,25126,12180,4367,7556,257
Cedar County,Nebraska,8699,4334,958,3278,98
Chase County,Nebraska,4015,1867,254,1584,29
Cherry County,Nebraska,5732,3064,436,2557,71
Cheyenne County,Nebraska,10073,4649,1084,3449,116
Clay County,Nebraska,6384,2947,667,2232,48
Colfax County,Nebraska,10552,3069,969,2051,49
Cuming County,Nebraska,9082,3976,1031,2876,69
Custer County,Nebraska,10844,5498,1083,4296,119
Dakota County,Nebraska,20714,6136,2922,3094,120
Dawes County,Nebraska,9133,3728,1132,2478,118
Dawson County,Nebraska,23977,7859,2199,5460,200
Deuel County,Nebraska,1959,1017,215,763,39
Dixon County,Nebraska,5888,2686,870,1745,71
Dodge County,Nebraska,36590,14950,5673,8995,282
Douglas County,Nebraska,530755,223927,106456,113220,4251
Dundy County,Nebraska,1979,985,176,792,17
Fillmore County,Nebraska,5713,2879,807,2007,65
Franklin County,Nebraska,3183,1536,384,1112,40
Frontier County,Nebraska,2719,1305,271,1007,27
Furnas County,Nebraska,4882,2240,423,1782,35
