County,State,Population,Total Votes,Democrats,Republican,Other
Jefferson Davis Parish,Louisiana,31388,14277,3080,10775,422
Lafayette Parish,Louisiana,241275,105603,32726,68195,4682
Lafourche Parish,Louisiana,98506,41645,8423,31959,1263
La Salle Parish,Louisiana,15022,6569,605,5836,128
Lincoln Parish,Louisiana,47473,18669,7107,10761,801
Livingston Parish,Louisiana,139627,57730,6950,48824,1956
Madison Parish,Louisiana,11486,4732,2744,1927,61
Morehouse Parish,Louisiana,25894,11852,5155,6502,195
Natchitoches Parish,Louisiana,39024,16621,7144,8968,509
Orleans Parish,Louisiana,391843,165812,133996,24292,7524
Ouachita Parish,Louisiana,156897,68017,24428,41734,1855
Plaquemines Parish,Louisiana,23323,10573,3347,6900,326
Pointe Coupee Parish,Louisiana,22111,11761,4764,6789,208
Rapides Parish,Louisiana,131845,56844,18322,36816,1706
Red River Parish,Louisiana,8621,4422,1938,2391,93
Richland Parish,Louisiana,20446,9597,3157,6287,153
Sabine Parish,Louisiana,24055,9787,1703,7879,205
St. Bernard Parish,Louisiana,45777,15815,4960,10237,618
St. Charles Parish,Louisiana,52796,26192,8559,16621,1012
St. Helena Parish,Louisiana,10389,5964,3353,2497,114
St. James Parish,Louisiana,21433,12085,6418,5456,211
St. John the Baptist Parish,Louisiana,43401,20743,12661,7569,513
St. Landry Parish,Louisiana,83768,39977,17209,21971,797
St. Martin Parish,Louisiana,53771,25750,8266,16873,611
St. Mary Parish,Louisiana,52069,22877,8050,14359,468
St. Tammany Parish,Louisiana,252468,124392,27717,90915,5760
Tangipahoa Parish,Louisiana,130619,52416,16878,33959,1579
Tensas Parish,Louisiana,4656,2548,1332,1182,34
Terrebonne Parish,Louisiana,113006,43896,10665,31902,1329
Union Parish,Louisiana,22528,10894,2691,7972,231
Vermilion Parish,Louisiana,60074,25632,4857,20063,712
Vernon Parish,Louisiana,51481,16633,2665,13471,497
Washington Parish,Louisiana,46387,18628,5692,12556,380
Webster Parish,Louisiana,39751,18145,6260,11542,343
West Baton Rouge Parish,Louisiana,25901,12712,5383,6927,402
West Carroll Parish,Louisiana,11136,4759,715,3970,74
West Feliciana Parish,Louisiana,15327,5799,2248,3390,161
Winn Parish,Louisiana,14532,6372,1644,4608,120
Androscoggin County,Maine,107296,55601,23009,28227,4365
Aroostook County,Maine,68243,35097,13386,19419,2292
Cumberland County,Maine,291191,171818,102981,57709,11128
Franklin County,Maine,29982,16488,7016,7918,1554
Hancock County,Maine,54509,32130,16117,13705,2308
Kennebec County,Maine,121497,66208,29302,31675,5231
Knox County,Maine,39761,23147,12443,9148,1556
Lincoln County,Maine,33974,21503,10241,9727,1535
Oxford County,Maine,57322,31201,12172,16210,2819
Penobscot County,Maine,151333,80540,32838,41622,6080
Piscataquis County,Maine,16910,9182,3098,5406,678
Sagadahoc County,Maine,35156,21616,10664,9304,1648
Somerset County,Maine,50546,26064,9092,15001,1971
Waldo County,Maine,39429,22707,10440,10378,1889
Washington County,Maine,31603,16365,6075,9093,1197
York County,Maine,202565,114274,55844,50403,8027
Allegany County,Maryland,72053,30654,7875,21270,1509
Anne Arundel County,Maryland,567254,270081,128419,122403,19259
Baltimore County,Maryland,828682,390682,218412,149477,22793
Calvert County,Maryland,91052,47408,18225,26176,3007
Caroline County,Maryland,32840,14113,4009,9368,736
Carroll County,Maryland,167100,91848,26567,58215,7066
Cecil County,Maryland,102487,45269,13650,28868,2751
Charles County,Maryland,157292,78303,49341,25614,3348
Dorchester County,Maryland,32276,15225,6245,8413,567
Frederick County,Maryland,246999,125677,56522,59522,9633
Garrett County,Maryland,29358,14011,2567,10776,668
Harford County,Maryland,250370,133672,47077,77860,8735
Howard County,Maryland,315416,162193,102597,47484,12112
Kent County,Maryland,19666,10021,4575,4876,570
Montgomery County,Maryland,1038846,478873,357837,92704,28332
Prince George's County,Maryland,908501,390385,344049,32811,13525
Queen Anne's County,Maryland,49063,26523,7973,16993,1557
St. Mary's County,Maryland,111750,49842,17534,28663,3645
Somerset County,Maryland,25839,9900,4196,5341,363
Talbot County,Maryland,37135,20553,8653,10724,1176
Washington County,Maryland,149602,65991,21129,40998,3864
Wicomico County,Maryland,102041,42547,18050,22198,2299
Worcester County,Maryland,51475,28273,9753,17210,1310
Baltimore city,Maryland,616226,239402,202673,25205,11524
Barnstable County,Massachusetts,213559,133862,72430,54099,7333
Berkshire County,Massachusetts,127067,64803,43714,16839,4250
Bristol County,Massachusetts,558070,248959,129540,105443,13976
Dukes County,Massachusetts,17315,11502,8400,2477,625
Essex County,Massachusetts,779847,379868,222310,136316,21242
Franklin County,Massachusetts,70622,38177,24478,10364,3335
Hampden County,Massachusetts,467778,203117,112590,78685,11842
Hampshire County,Massachusetts,161404,82956,55367,21790,5799
Middlesex County,Massachusetts,1594664,784034,520360,219793,43881
Nantucket County,Massachusetts,11100,6406,4146,1892,368
Norfolk County,Massachusetts,697079,361562,221819,119723,20020
Plymouth County,Massachusetts,512207,266863,135513,115369,15981
Suffolk County,Massachusetts,792576,308741,245751,50421,12569
Worcester County,Massachusetts,820320,383705,198778,157682,27245
Alcona County,Michigan,10360,6198,1732,4201,265
Alger County,Michigan,9129,4518,1663,2585,270
Allegan County,Michigan,114979,55786,18050,34183,3553
Alpena County,Michigan,28663,14698,4877,9090,731
Antrim County,Michigan,23079,13582,4448,8469,665
Arenac County,Michigan,15138,7696,2384,4950,362
Baraga County,Michigan,8546,3490,1156,2158,176
Barry County,Michigan,59810,30329,9114,19202,2013
Bay County,Michigan,104411,52977,21642,28328,3007
Benzie County,Michigan,17534,10228,4108,5539,581
Berrien County,Michigan,154325,72031,29495,38647,3889
Branch County,Michigan,43466,17663,5061,11786,816
Calhoun County,Michigan,134344,58902,24157,31494,3251
Cass County,Michigan,51282,22595,7270,14243,1082
Charlevoix County,Michigan,26190,14589,5137,8674,778
Cheboygan County,Michigan,25455,13672,4302,8683,687
Chippewa County,Michigan,37683,15456,5379,9122,955
Clare County,Michigan,30387,13389,4249,8505,635
Clinton County,Michigan,77617,40655,16492,21636,2527
Crawford County,Michigan,13768,6844,2110,4354,380
Delta County,Michigan,36196,18492,6436,11121,935
Dickinson County,Michigan,25499,13165,3923,8580,662
Eaton County,Michigan,109183,56221,24938,27609,3674
Emmet County,Michigan,32875,18802,6972,10616,1214
Genesee County,Michigan,408926,196296,102751,84175,9370
Gladwin County,Michigan,25154,12472,3794,8124,554
Gogebic County,Michigan,15340,7329,2925,4018,386
Grand Traverse County,Michigan,91957,51589,20965,27413,3211
Gratiot County,Michigan,40955,16465,5666,9880,919
Hillsdale County,Michigan,45773,19940,4799,14095,1046
Houghton County,Michigan,36299,15624,6018,8475,1131
Huron County,Michigan,31486,15917,4579,10692,646
Ingham County,Michigan,289804,131138,79110,43868,8160
Ionia County,Michigan,64187,26854,8352,16635,1867
Iosco County,Michigan,25284,13361,4345,8345,671
Iron County,Michigan,11167,5910,2004,3675,231
Isabella County,Michigan,71263,25392,11404,12338,1650
Jackson County,Michigan,158277,69677,25795,39793,4089
Kalamazoo County,Michigan,261304,126299,67148,51034,8117
Kalkaska County,Michigan,17263,8833,2280,6116,437
Kent County,Michigan,643858,308184,138683,148180,21321
Keweenaw County,Michigan,2139,1434,527,814,93
Lake County,Michigan,11853,5328,1939,3159,230
Lapeer County,Michigan,88171,45183,12734,30037,2412
Leelanau County,Michigan,21507,14757,6774,7239,744
Lenawee County,Michigan,98496,45939,16750,26430,2759
Livingston County,Michigan,188547,105866,34384,65680,5802
Luce County,Michigan,6335,2579,681,1756,142
Mackinac County,Michigan,10724,6097,2085,3744,268
Macomb County,Michigan,868534,419312,176317,224665,18330
Manistee County,Michigan,24424,12599,4979,6915,705
Marquette County,Michigan,66532,32976,16042,14646,2288
Mason County,Michigan,28810,14685,5281,8505,899
Mecosta County,Michigan,43141,17168,5827,10305,1036
Menominee County,Michigan,23208,10768,3539,6702,527
Midland County,Michigan,83422,42506,15635,23846,3025
Missaukee County,Michigan,15018,7317,1565,5386,366
Monroe County,Michigan,149159,74218,26863,43261,4094
Montcalm County,Michigan,62953,26609,7874,16907,1828
Montmorency County,Michigan,9203,5009,1287,3498,224
Muskegon County,Michigan,173227,78088,37304,36127,4657
Newaygo County,Michigan,47811,22640,6212,15173,1255
Oakland County,Michigan,1251027,664614,343070,289203,32341
Oceana County,Michigan,26311,11930,3973,7228,729
Ogemaw County,Michigan,20850,10387,3030,6827,530
Ontonagon County,Michigan,5939,3426,1176,2066,184
Osceola County,Michigan,23170,10609,2705,7336,568
Oscoda County,Michigan,8259,4073,1044,2843,186
Otsego County,Michigan,24408,12538,3556,8266,716
Ottawa County,Michigan,283712,142734,44973,88467,9294
Presque Isle County,Michigan,12735,7218,2400,4488,330
Roscommon County,Michigan,23779,13041,4287,8141,613
Saginaw County,Michigan,192507,94320,44396,45469,4455
St. Clair County,Michigan,159369,78003,24553,49051,4399
St. Joseph County,Michigan,60790,23757,7526,14884,1347
Sanilac County,Michigan,41405,19249,4873,13446,930
Schoolcraft County,Michigan,7967,4154,1369,2556,229
Shiawassee County,Michigan,68542,34111,12546,19230,2335
Tuscola County,Michigan,53276,25796,7429,17102,1265
Van Buren County,Michigan,75267,33274,13258,17890,2126
Washtenaw County,Michigan,366135,188578,128483,50631,9464
Wayne County,Michigan,1760612,777838,519444,228993,29401
Wexford County,Michigan,33081,15298,4436,10000,862
Aitkin County,Minnesota,15754,9231,3134,5516,581
Anoka County,Minnesota,346526,185758,75500,93339,16919
Becker County,Minnesota,33718,17222,5208,10880,1134
Beltrami County,Minnesota,46008,21564,8688,10783,2093
Benton County,Minnesota,39687,20058,5640,12872,1546
Big Stone County,Minnesota,5002,2755,921,1608,226
Blue Earth County,Minnesota,66355,33593,14428,15667,3498
Brown County,Minnesota,25272,13779,3763,8708,1308
Carlton County,Minnesota,35555,18211,8460,8160,1591
Carver County,Minnesota,100374,55696,21508,29056,5132
Cass County,Minnesota,29030,15999,4949,9982,1068
Chippewa County,Minnesota,12036,6222,1978,3764,480
Chisago County,Minnesota,54638,30228,9278,18441,2509
Clay County,Minnesota,63055,29398,12971,13543,2884
Clearwater County,Minnesota,8831,4245,1100,2925,220
Cook County,Minnesota,5338,3395,1912,1156,327
Cottonwood County,Minnesota,11367,5721,1678,3679,364
Crow Wing County,Minnesota,63729,35842,10982,22287,2573
Dakota County,Minnesota,417555,231440,110483,99583,21374
Dodge County,Minnesota,20540,10654,3102,6527,1025
Douglas County,Minnesota,37154,21785,6227,13966,1592
Faribault County,Minnesota,13867,7412,2153,4659,600
Fillmore County,Minnesota,20916,11055,3872,6271,912
Freeborn County,Minnesota,30449,16051,6041,8808,1202
Goodhue County,Minnesota,46226,25717,9446,14041,2230
Grant County,Minnesota,5930,3473,1105,2063,305
Hennepin County,Minnesota,1235371,679977,429288,191770,58919
Houston County,Minnesota,18703,10604,4145,5616,843
Hubbard County,Minnesota,20701,11505,3423,7261,821
Isanti County,Minnesota,38778,21016,5657,13635,1724
Itasca County,Minnesota,45168,23880,9015,12920,1945
Jackson County,Minnesota,9968,5484,1492,3609,383
Kanabec County,Minnesota,15912,8177,2327,5230,620
Kandiyohi County,Minnesota,42697,21772,7266,12785,1721
Kittson County,Minnesota,4320,2385,823,1349,213
Koochiching County,Minnesota,12610,6363,2306,3569,488
Lac qui Parle County,Minnesota,6746,3860,1305,2293,262
Lake County,Minnesota,10514,6521,3077,2932,512
Lake of the Woods County,Minnesota,3781,2242,553,1540,149
Le Sueur County,Minnesota,27772,14971,4623,9182,1166
Lincoln County,Minnesota,5703,3019,860,1931,228
Lyon County,Minnesota,25971,12215,3825,7256,1134
McLeod County,Minnesota,35749,18807,4978,12155,1674
Mahnomen County,Minnesota,5484,2088,930,991,167
Marshall County,Minnesota,9369,4817,1225,3208,384
Martin County,Minnesota,19904,10531,2733,7062,736
Meeker County,Minnesota,23064,12282,3191,8104,987
Mille Lacs County,Minnesota,25594,13017,3710,8340,967
Morrison County,Minnesota,32918,17614,3637,12925,1052
Mower County,Minnesota,39567,17715,7437,8823,1455
Murray County,Minnesota,8305,4668,1295,2974,399
Nicollet County,Minnesota,33720,18097,7886,8437,1774
Nobles County,Minnesota,21878,8632,2733,5299,600
Norman County,Minnesota,6534,3261,1264,1699,298
Olmsted County,Minnesota,153272,80129,36268,35668,8193
Otter Tail County,Minnesota,57820,32500,9340,20939,2221
Pennington County,Minnesota,14206,6715,2147,4000,568
Pine County,Minnesota,28866,13811,4580,8191,1040
Pipestone County,Minnesota,9248,4808,1127,3338,343
Polk County,Minnesota,31698,14796,4712,8979,1105
Pope County,Minnesota,10970,6319,2106,3793,420
Ramsey County,Minnesota,541502,273143,177738,70894,24511
Red Lake County,Minnesota,3987,1881,540,1141,200
Redwood County,Minnesota,15216,7611,1887,5137,587
Renville County,Minnesota,14613,7606,2117,4890,599
Rice County,Minnesota,65868,32443,14437,15429,2577
Rock County,Minnesota,9392,4839,1373,3091,375
Roseau County,Minnesota,15557,7804,1856,5451,497
St. Louis County,Minnesota,199967,112422,57771,44630,10021
Scott County,Minnesota,143309,75029,28502,39948,6579
Sherburne County,Minnesota,93228,48283,13293,31053,3937
Sibley County,Minnesota,14812,7774,1954,5193,627
Stearns County,Minnesota,157225,79592,25576,47617,6399
Steele County,Minnesota,36644,19179,6241,11198,1740
Stevens County,Minnesota,9810,5398,2116,2799,483
Swift County,Minnesota,9442,4994,1686,2963,345
Todd County,Minnesota,24381,11993,2783,8485,725
Traverse County,Minnesota,3330,1798,630,1049,119
Wabasha County,Minnesota,21435,11832,3866,6989,977
Wadena County,Minnesota,13550,6934,1684,4837,413
Waseca County,Minnesota,18783,9653,2838,5967,848
Washington County,Minnesota,252502,144235,67086,64428,12721
Watonwan County,Minnesota,11002,4998,1814,2768,416
Wilkin County,Minnesota,6323,3302,893,2129,280
Winona County,Minnesota,50861,26074,11366,12122,2586
Wright County,Minnesota,132324,69618,20334,43274,6010
Yellow Medicine County,Minnesota,9888,5276,1524,3382,370
Adams County,Mississippi,31569,13836,7757,5874,205
Alcorn County,Mississippi,37246,14783,2684,11819,280
Amite County,Mississippi,12433,7050,2697,4289,64
Attala County,Mississippi,18551,8256,3242,4897,117
Benton County,Mississippi,8247,4013,1719,2251,43
Bolivar County,Mississippi,32549,13824,9046,4590,188
Calhoun County,Mississippi,14553,6396,1910,4390,96
Carroll County,Mississippi,10186,5528,1680,3799,49
Chickasaw County,Mississippi,17224,7890,3649,4127,114
Choctaw County,Mississippi,8299,4065,1218,2788,59
Claiborne County,Mississippi,9152,4272,3708,540,24
Clarke County,Mississippi,15896,7791,2585,5137,69
Clay County,Mississippi,19854,10003,5722,4150,131
Coahoma County,Mississippi,23834,8912,6378,2426,108
Copiah County,Mississippi,28647,12982,6741,6103,138
Covington County,Mississippi,19174,8811,3276,5435,100
DeSoto County,Mississippi,175721,65695,20591,43089,2015
Forrest County,Mississippi,75564,28064,11716,15461,887
Franklin County,Mississippi,7709,4290,1502,2721,67
George County,Mississippi,23645,9891,1027,8696,168
Greene County,Mississippi,13566,5369,974,4335,60
Grenada County,Mississippi,21219,10513,4424,5970,119
Hancock County,Mississippi,46643,17637,3344,13811,482
Harrison County,Mississippi,202504,63313,21169,40354,1790
Hinds County,Mississippi,242176,94681,67594,25275,1812
Holmes County,Mississippi,18017,8076,6689,1309,78
Humphreys County,Mississippi,8588,4253,3071,1151,31
Issaquena County,Mississippi,1326,699,395,298,6
Itawamba County,Mississippi,23416,9737,1117,8470,150
Jackson County,Mississippi,141535,49567,14657,33629,1281
Jasper County,Mississippi,16588,8475,4368,4038,69
Jefferson County,Mississippi,7312,3860,3337,490,33
Jefferson Davis County,Mississippi,11436,6237,3720,2466,51
Jones County,Mississippi,68473,28352,7791,20133,428
Kemper County,Mississippi,10035,4639,2827,1778,34
Lafayette County,Mississippi,53476,19643,7969,10872,802
Lamar County,Mississippi,61364,24592,5190,18751,651
Lauderdale County,Mississippi,77376,29506,11269,17741,496
Lawrence County,Mississippi,12812,6364,2195,4091,78
Leake County,Mississippi,22789,8449,3584,4782,83
Lee County,Mississippi,84837,32913,10029,22220,664
Leflore County,Mississippi,29779,11140,7787,3212,141
Lincoln County,Mississippi,34375,15193,4458,10550,185
Lowndes County,Mississippi,59549,25575,11819,13271,485
Madison County,Mississippi,103852,49802,20343,28265,1194
Marion County,Mississippi,25106,11693,3677,7836,180
Marshall County,Mississippi,35785,14839,8023,6587,229
Monroe County,Mississippi,35897,15884,5524,10167,193
Montgomery County,Mississippi,10235,4996,2115,2818,63
Neshoba County,Mississippi,29473,10553,2715,7679,159
Newton County,Mississippi,21461,9438,2756,6548,134
Noxubee County,Mississippi,10879,5574,4347,1200,27
Oktibbeha County,Mississippi,49534,18124,8859,8576,689
Panola County,Mississippi,34241,15064,7431,7449,184
Pearl River County,Mississippi,55037,21883,3604,17782,497
Perry County,Mississippi,12056,5432,1220,4135,77
Pike County,Mississippi,39592,16310,8043,8009,258
Pontotoc County,Mississippi,31470,12984,2386,10336,262
Prentiss County,Mississippi,25405,9872,2067,7648,157
Quitman County,Mississippi,7368,3365,2312,1001,52
Rankin County,Mississippi,151514,62768,14110,47178,1480
Scott County,Mississippi,28351,10522,4268,6122,132
Sharkey County,Mississippi,4513,2190,1479,692,19
Simpson County,Mississippi,26992,11419,3874,7393,152
Smith County,Mississippi,15949,7627,1617,5928,82
Stone County,Mississippi,18183,7045,1573,5306,166
Sunflower County,Mississippi,26493,9598,6725,2794,79
Tallahatchie County,Mississippi,14342,5870,3337,2462,71
Tate County,Mississippi,28306,11627,3926,7495,206
Tippah County,Mississippi,22063,9235,1842,7240,153
Tishomingo County,Mississippi,19442,8371,999,7166,206
Tunica County,Mississippi,10139,3567,2667,853,47
Union County,Mississippi,28308,11496,2012,9235,249
Walthall County,Mississippi,14556,6919,2790,4056,73
Warren County,Mississippi,46958,19416,9284,9767,365
Washington County,Mississippi,47183,16825,11380,5244,201
Wayne County,Mississippi,20460,9599,3524,5990,85
Webster County,Mississippi,9758,5069,1019,3976,74
Wilkinson County,Mississippi,9020,4218,2857,1318,43
Winston County,Mississippi,18340,8881,3850,4910,121
Yalobusha County,Mississippi,12461,6077,2582,3376,119
Yazoo County,Mississippi,27972,10070,5369,4598,103
Adair County,Missouri,25244,10226,3500,6030,696
Andrew County,Missouri,17351,9140,2045,6665,430
Atchison County,Missouri,5281,2724,541,2060,123
Audrain County,Missouri,25870,10061,2570,6981,510
Barry County,Missouri,35226,14605,2710,11428,467
Barton County,Missouri,11825,5939,795,4959,185
Bates County,Missouri,16351,8023,1618,6001,404
Benton County,Missouri,18934,9312,2025,7213,74
Bollinger County,Missouri,12205,5676,705,4827,144
Boone County,Missouri,176315,83868,41125,36200,6543
Buchanan County,Missouri,89032,35659,12013,21320,2326
Butler County,Missouri,42769,17259,3036,13650,573
Caldwell County,Missouri,9043,4312,838,3232,242
Callaway County,Missouri,45069,19193,4989,13057,1147
Camden County,Missouri,44906,22514,4768,16944,802
Cape Girardeau County,Missouri,78445,37038,8492,27017,1529
Carroll County,Missouri,8844,4361,745,3480,136
Carter County,Missouri,6210,2844,436,2324,84
Cass County,Missouri,102622,50990,14846,33098,3046
Cedar County,Missouri,13876,6288,1011,5021,256
Chariton County,Missouri,7501,3969,888,2950,131
Christian County,Missouri,84184,41531,8508,30946,2077
Clark County,Missouri,6739,3215,724,2458,33
Clay County,Missouri,238583,110176,45304,57476,7396
Clinton County,Missouri,20548,10208,2572,7067,569
Cole County,Missouri,76702,37374,10913,24616,1845
Cooper County,Missouri,17702,7986,1932,5624,430
Crawford County,Missouri,24265,9696,1824,7724,148
Dade County,Missouri,7606,3951,637,3184,130
Dallas County,Missouri,16381,7453,1272,5895,286
Daviess County,Missouri,8224,3593,730,2767,96
DeKalb County,Missouri,12496,4594,824,3540,230
Dent County,Missouri,15454,6791,978,5600,213
Douglas County,Missouri,13353,6666,984,5486,196
Dunklin County,Missouri,30562,10578,2360,8026,192
Franklin County,Missouri,102704,50113,12341,35430,2342
Gasconade County,Missouri,14746,7445,1520,5670,255
Gentry County,Missouri,6624,3043,605,2304,134
Greene County,Missouri,287818,129231,42728,78035,8468
Grundy County,Missouri,10111,4310,780,3462,68
Harrison County,Missouri,8579,3689,574,2965,150
Henry County,Missouri,21625,9866,2357,7075,434
Hickory County,Missouri,9356,4724,1016,3542,166
Holt County,Missouri,4453,2355,347,1926,82
Howard County,Missouri,10032,4868,1283,3277,308
Howell County,Missouri,40132,17455,2881,13893,681
Iron County,Missouri,10123,4269,933,3173,163
Jackson County,Missouri,692430,173275,71237,91557,10481
Jasper County,Missouri,119219,48326,10572,35070,2684
Jefferson County,Missouri,223377,106238,31568,69036,5634
Johnson County,Missouri,53497,21132,5930,13719,1483
Knox County,Missouri,3933,1870,379,1416,75
Laclede County,Missouri,35450,16051,2553,12881,617
Lafayette County,Missouri,32534,15876,4053,10988,835
Lawrence County,Missouri,38164,16715,2901,13089,725
Lewis County,Missouri,10072,4456,934,3344,178
Lincoln County,Missouri,55146,24962,5575,18159,1228
Linn County,Missouri,12146,5587,1240,4088,259
Livingston County,Missouri,15127,6421,1265,4879,277
McDonald County,Missouri,22705,8242,1329,6599,314
Macon County,Missouri,15164,7621,1548,5798,275
Madison County,Missouri,12213,5321,1005,4102,214
Maries County,Missouri,8821,4500,794,3561,145
Marion County,Missouri,28689,12938,2994,9419,525
Mercer County,Missouri,3661,1745,216,1486,43
Miller County,Missouri,24998,11416,1750,9285,381
Mississippi County,Missouri,13738,5169,1458,3600,111
Moniteau County,Missouri,15991,6830,1237,5347,246
Monroe County,Missouri,8633,4156,853,3159,144
Montgomery County,Missouri,11447,5429,1119,4127,183
Morgan County,Missouri,20089,8821,1768,6760,293
New Madrid County,Missouri,17839,7357,1933,5270,154
Newton County,Missouri,58178,26606,4990,20553,1063
Nodaway County,Missouri,22455,9458,2529,6380,549
Oregon County,Missouri,10746,4668,865,3671,132
Osage County,Missouri,13613,7090,998,5856,236
Ozark County,Missouri,9199,4505,724,3639,142
Pemiscot County,Missouri,17060,6027,1947,3964,116
Perry County,Missouri,19216,8740,1520,6908,312
Pettis County,Missouri,42249,18111,4324,12810,977
Phelps County,Missouri,44708,18553,4766,12709,1078
Pike County,Missouri,18507,7382,1806,5274,302
Platte County,Missouri,98641,48885,20057,25933,2895
Polk County,Missouri,31380,13763,2631,10438,694
Pulaski County,Missouri,52456,13488,2922,9876,690
Putnam County,Missouri,4825,2346,353,1936,57
Ralls County,Missouri,10230,5266,1138,3969,159
Randolph County,Missouri,24970,10309,2283,7529,497
Ray County,Missouri,22741,10869,3090,7104,675
Reynolds County,Missouri,6347,3038,540,2406,92
Ripley County,Missouri,13775,5524,830,4522,172
St. Charles County,Missouri,390541,201005,68626,121650,10729
St. Clair County,Missouri,9288,4630,936,3501,193
Ste. Genevieve County,Missouri,17875,8469,2542,5496,431
St. Francois County,Missouri,66356,24728,6250,17468,1010
St. Louis County,Missouri,997837,514858,286704,202434,25720
Saline County,Missouri,23095,9274,2789,5977,508
Schuyler County,Missouri,4501,1936,354,1505,77
Scotland County,Missouri,4902,1968,365,1525,78
Scott County,Missouri,38760,17256,3575,13168,513
Shannon County,Missouri,8222,3904,776,2966,162
Shelby County,Missouri,6044,3255,606,2524,125
Stoddard County,Missouri,29498,13291,1876,11079,336
Stone County,Missouri,31471,16567,2887,13158,522
Sullivan County,Missouri,6333,2486,526,1884,76
Taney County,Missouri,54608,23515,4373,18276,866
Texas County,Missouri,25805,10956,1728,8875,353
Vernon County,Missouri,20653,8599,1707,6533,359
Warren County,Missouri,33871,15784,3915,11111,758
Washington County,Missouri,24852,9282,1926,7048,308
Wayne County,Missouri,13236,5655,948,4658,49
Webster County,Missouri,38154,16743,3177,12840,726
Worth County,Missouri,2015,1046,195,808,43
Wright County,Missouri,18185,8119,1170,6707,242
St. Louis city,Missouri,312633,131191,104235,20832,6124
Kansas City,Missouri,692430,128601,97735,24654,6212
Beaverhead County,Montana,9463,4849,1143,3353,353
Big Horn County,Montana,13458,4237,2094,1853,290
Blaine County,Montana,6716,2684,1202,1268,214
Broadwater County,Montana,5785,3133,573,2348,212
Carbon County,Montana,10485,5991,1828,3748,415
Carter County,Montana,1175,786,70,678,38
Cascade County,Montana,81562,34571,12175,19632,2764
Chouteau County,Montana,5780,2603,732,1679,192
Custer County,Montana,11843,5185,1176,3657,352
Daniels County,Montana,1731,962,168,730,64
Dawson County,Montana,9263,4374,787,3320,267
Deer Lodge County,Montana,9057,4206,2058,1763,385
Fallon County,Montana,3086,1484,154,1279,51
Fergus County,Montana,11349,5840,1202,4269,369
Flathead County,Montana,97742,46571,13293,30240,3038
Gallatin County,Montana,104739,53819,24246,23802,5771
Garfield County,Montana,1299,718,34,653,31
Glacier County,Montana,13711,5075,3121,1620,334
Golden Valley County,Montana,810,474,71,365,38
Granite County,Montana,3286,1777,472,1192,113
Hill County,Montana,16448,6445,2371,3478,596
Jefferson County,Montana,11779,6714,1998,4177,539
Judith Basin County,Montana,1940,1208,235,872,101
Lake County,Montana,29709,13181,4776,7530,875
Lewis and Clark County,Montana,66894,34478,14478,16895,3105
Liberty County,Montana,2409,961,206,698,57
Lincoln County,Montana,19294,9330,2041,6729,560
McCone County,Montana,1732,1060,154,862,44
Madison County,Montana,8062,4778,1180,3297,301
Meagher County,Montana,1845,977,193,729,55
Mineral County,Montana,4124,2012,519,1330,163
Missoula County,Montana,116349,59203,31543,22250,5410
Musselshell County,Montana,4646,2441,332,1967,142
Park County,Montana,16115,9359,3595,4980,784
Petroleum County,Montana,491,322,30,278,14
Phillips County,Montana,4113,2171,318,1723,130
Pondera County,Montana,6035,2723,738,1799,186
Powder River County,Montana,1746,1053,127,884,42
Powell County,Montana,6841,2794,551,2029,214
Prairie County,Montana,1159,689,100,556,33
Ravalli County,Montana,41918,22556,6223,14810,1523
Richland County,Montana,11408,4871,671,3908,292
Roosevelt County,Montana,11225,3652,1560,1797,295
Rosebud County,Montana,9232,3453,987,2253,213
Sanders County,Montana,11465,5953,1218,4286,449
Sheridan County,Montana,3608,1835,477,1241,117
Silver Bow County,Montana,34696,16452,8619,6376,1457
Stillwater County,Montana,9360,4873,908,3661,304
Sweet Grass County,Montana,3616,2107,402,1595,110
Teton County,Montana,6011,3188,808,2170,210
Toole County,Montana,4951,2037,402,1497,138
Treasure County,Montana,680,443,59,351,33
Valley County,Montana,7532,3894,886,2698,310
Wheatland County,Montana,2130,946,179,702,65
Wibaux County,Montana,1042,541,55,463,23
Yellowstone County,Montana,157914,69108,22171,40920,6017
Adams County,Nebraska,31683,13513,3302,9287,924
Antelope County,Nebraska,6345,3281,383,2732,166
Arthur County,Nebraska,466,273,17,244,12
Banner County,Nebraska,716,402,19,357,26
Blaine County,Nebraska,470,317,30,276,11
Boone County,Nebraska,5333,2905,414,2299,192
Box Butte County,Nebraska,11176,4924,965,3617,342
Boyd County,Nebraska,1980,1156,128,983,45
Brown County,Nebraska,2980,1597,153,1385,59
Buffalo County,Nebraska,49104,21129,4763,14569,1797
Burt County,Nebraska,6537,3558,930,2367,261
Butler County,Nebraska,7996,3981,691,3079,211
Cass County,Nebraska,25647,12933,3484,8452,997
Cedar County,Nebraska,8604,4420,571,3532,317
Chase County,Nebraska,3914,1898,171,1648,79
Cherry County,Nebraska,5829,3118,317,2623,178
Cheyenne County,Nebraska,10047,4711,711,3665,335
Clay County,Nebraska,6135,3065,477,2422,166
Colfax County,Nebraska,10712,3214,859,2171,184
Cuming County,Nebraska,8957,4074,719,3122,233
Custer County,Nebraska,10824,5652,641,4695,316
Dakota County,Nebraska,20279,6279,2314,3616,349
Dawes County,Nebraska,8911,3676,801,2632,243
Dawson County,Nebraska,23779,8635,2136,5984,515
Deuel County,Nebraska,1861,984,120,809,55
