County,State,Population,Total Votes,Democrats,Republican,Other
Lincoln Parish,Louisiana,42575,16551,6851,9246,454
Livingston Parish,Louisiana,92648,36865,11008,24889,968
Madison Parish,Louisiana,13704,4743,2489,2127,127
Morehouse Parish,Louisiana,30961,12321,5289,6641,391
Natchitoches Parish,Louisiana,39089,14857,6924,7332,601
Orleans Parish,Louisiana,485610,181221,137630,39404,4187
Ouachita Parish,Louisiana,147271,58211,21457,35107,1647
Plaquemines Parish,Louisiana,26758,10931,4425,6302,204
Pointe Coupee Parish,Louisiana,22759,10832,5813,4710,309
Rapides Parish,Louisiana,126445,49024,18898,28831,1295
Red River Parish,Louisiana,9598,4522,2177,2200,145
Richland Parish,Louisiana,20935,8485,3282,4895,308
Sabine Parish,Louisiana,23475,8862,2846,5754,262
St. Bernard Parish,Louisiana,67278,28621,11682,16255,684
St. Charles Parish,Louisiana,48118,21510,8918,11981,611
St. Helena Parish,Louisiana,10548,5254,3059,1965,230
St. James Parish,Louisiana,21201,10705,6523,3813,369
St. John the Baptist Parish,Louisiana,43248,17713,9745,7423,545
St. Landry Parish,Louisiana,87420,34151,18067,15449,635
St. Martin Parish,Louisiana,48583,20778,9853,9961,964
St. Mary Parish,Louisiana,53377,21810,9851,11325,634
St. Tammany Parish,Louisiana,192131,83737,22722,59193,1822
Tangipahoa Parish,Louisiana,100716,37155,15843,20421,891
Tensas Parish,Louisiana,6535,3010,1580,1330,100
Terrebonne Parish,Louisiana,104756,36675,14414,21314,947
Union Parish,Louisiana,22762,9343,3205,5772,366
Vermilion Parish,Louisiana,54094,22235,8704,12495,1036
Vernon Parish,Louisiana,52744,13827,4655,8794,378
Washington Parish,Louisiana,43936,16887,7399,8983,505
Webster Parish,Louisiana,41700,17090,7197,9420,473
West Baton Rouge Parish,Louisiana,21577,10169,5058,4924,187
West Carroll Parish,Louisiana,12285,4675,1319,3220,136
West Feliciana Parish,Louisiana,15145,4860,2187,2512,161
Winn Parish,Louisiana,16816,6361,2167,4028,166
Androscoggin County,Maine,103852,49245,26251,19948,3046
Aroostook County,Maine,73872,35143,17196,16555,1392
Cumberland County,Maine,266109,142620,74203,58543,9874
Franklin County,Maine,29498,15448,7593,6459,1396
Hancock County,Maine,51967,28574,12983,12732,2859
Kennebec County,Maine,117177,58907,31198,23967,3742
Knox County,Maine,39666,20501,9453,8968,2080
Lincoln County,Maine,33697,19671,8634,9457,1580
Oxford County,Maine,54787,27493,13649,11835,2009
Penobscot County,Maine,144937,73206,32868,35620,4718
Piscataquis County,Maine,17245,9256,3745,4845,666
Sagadahoc County,Maine,35176,18406,8844,8052,1510
Somerset County,Maine,50874,23951,11538,10684,1729
Waldo County,Maine,36445,19138,8477,8689,1972
Washington County,Maine,33876,15708,6701,7958,1049
York County,Maine,187894,94550,46618,42304,5628
Allegany County,Maryland,74804,26371,10894,14656,821
Anne Arundel County,Maryland,491670,200657,89624,104209,6824
Baltimore County,Maryland,755598,304084,160635,133033,10416
Calvert County,Maryland,75118,29806,12986,16004,816
Caroline County,Maryland,29773,8952,3396,5300,256
Carroll County,Maryland,151454,64027,20146,41742,2139
Cecil County,Maryland,86448,28876,12327,15494,1055
Charles County,Maryland,121229,44592,21873,21768,951
Dorchester County,Maryland,30581,11392,5232,5847,313
Frederick County,Maryland,196563,78661,30725,45350,2586
Garrett County,Maryland,29838,10655,2872,7514,269
Harford County,Maryland,219797,91424,35665,52862,2897
Howard County,Maryland,249590,112779,58556,49809,4414
Kent County,Maryland,19252,8085,3627,4155,303
Montgomery County,Maryland,877478,371688,232453,124580,14655
Prince George's County,Maryland,803111,271909,216119,49987,5803
Queen Anne's County,Maryland,40763,16761,6257,9970,534
St. Mary's County,Maryland,86498,29501,11912,16856,733
Somerset County,Maryland,24710,7604,3785,3609,210
Talbot County,Maryland,33895,15234,5854,8874,506
Washington County,Maryland,132051,47470,18221,27948,1301
Wicomico County,Maryland,84899,31795,14469,16338,988
Worcester County,Maryland,46828,20753,9389,10742,622
Baltimore city,Maryland,649086,192404,158765,27150,6489
Barnstable County,Massachusetts,223031,121086,62363,49686,9037
Berkshire County,Massachusetts,134769,59411,37934,15805,5672
Bristol County,Massachusetts,535817,211337,136325,62848,12164
Dukes County,Massachusetts,15090,8856,5474,2315,1067
Essex County,Massachusetts,725025,310333,178400,110010,21923
Franklin County,Massachusetts,71471,33366,17945,10176,5245
Hampden County,Massachusetts,456533,172093,100103,59558,12432
Hampshire County,Massachusetts,152364,68626,38543,19202,10881
Middlesex County,Massachusetts,1467248,657048,404043,198914,54091
Nantucket County,Massachusetts,9503,4926,2874,1624,428
Norfolk County,Massachusetts,650865,317177,188450,107033,21694
Plymouth County,Massachusetts,474131,211577,115376,82751,13450
Suffolk County,Massachusetts,692745,217000,154888,44441,17671
Worcester County,Massachusetts,752512,310148,173769,114139,22240
Alcona County,Michigan,11677,5997,2696,3152,149
Alger County,Michigan,9819,4366,2071,2142,153
Allegan County,Michigan,105904,44891,15495,28197,1199
Alpena County,Michigan,31269,14132,7053,6769,310
Antrim County,Michigan,23264,11507,4329,6780,398
Arenac County,Michigan,17278,7267,3685,3421,161
Baraga County,Michigan,8875,3393,1400,1836,157
Barry County,Michigan,56931,26244,9769,15716,759
Bay County,Michigan,110192,51636,28251,22150,1235
Benzie County,Michigan,16090,8072,3546,4172,354
Berrien County,Michigan,162471,65241,28152,35689,1400
Branch County,Michigan,45875,15783,6691,8743,349
Calhoun County,Michigan,138014,55080,27312,26291,1477
Cass County,Michigan,51146,19825,8808,10545,472
Charlevoix County,Michigan,26171,12487,4958,7018,511
Cheboygan County,Michigan,26530,12617,5484,6815,318
Chippewa County,Michigan,38593,14354,6370,7526,458
Clare County,Michigan,31398,12607,6287,5937,383
Clinton County,Michigan,65020,32199,13394,18054,751
Crawford County,Michigan,14308,6364,2790,3345,229
Delta County,Michigan,38542,17316,7970,8871,475
Dickinson County,Michigan,27460,12832,5533,6932,367
Eaton County,Michigan,104000,49272,23211,24803,1258
Emmet County,Michigan,31517,14711,5451,8602,658
Genesee County,Michigan,436965,190865,119833,66641,4391
Gladwin County,Michigan,26127,11629,5573,5743,313
Gogebic County,Michigan,17219,8339,4066,3929,344
Grand Traverse County,Michigan,78004,38229,14371,22358,1500
Gratiot County,Michigan,42472,15179,6538,8312,329
Hillsdale County,Michigan,46698,17473,6495,10483,495
Houghton County,Michigan,35964,14216,5688,7895,633
Huron County,Michigan,36047,16095,6899,8911,285
Ingham County,Michigan,279715,120595,69231,47314,4050
Ionia County,Michigan,61712,23970,9481,13915,574
Iosco County,Michigan,27334,13222,6505,6345,372
Iron County,Michigan,13106,6188,3014,2967,207
Isabella County,Michigan,63444,21069,10228,10053,788
Jackson County,Michigan,158679,61946,28160,32066,1720
Kalamazoo County,Michigan,239008,100656,48807,48254,3595
Kalkaska County,Michigan,16640,6849,2774,3842,233
Kent County,Michigan,576178,250318,95442,148602,6274
Keweenaw County,Michigan,2274,1343,540,740,63
Lake County,Michigan,11338,4693,2584,1961,148
Lapeer County,Michigan,88271,37234,15749,20351,1134
Leelanau County,Michigan,21257,12009,4635,6840,534
Lenawee County,Michigan,99069,40093,18365,20681,1047
Livingston County,Michigan,158345,75475,28780,44637,2058
Luce County,Michigan,7006,2536,956,1480,100
Mackinac County,Michigan,11938,5970,2533,3272,165
Macomb County,Michigan,790846,345559,172625,164265,8669
Manistee County,Michigan,24609,11428,5639,5401,388
Marquette County,Michigan,64606,29179,15503,12577,1099
Mason County,Michigan,28350,13016,5579,7066,371
Mecosta County,Michigan,40657,14754,6300,8072,382
Menominee County,Michigan,25281,10434,4597,5529,308
Midland County,Michigan,82913,38888,15959,21887,1042
Missaukee County,Michigan,14536,6496,2062,4274,160
Monroe County,Michigan,146364,61795,31555,28940,1300
Montcalm County,Michigan,61484,22904,9627,12696,581
Montmorency County,Michigan,10364,5009,2139,2750,120
Muskegon County,Michigan,170396,69270,37865,30028,1377
Newaygo County,Michigan,47972,19557,7677,11399,481
Oakland County,Michigan,1196165,570265,281201,274319,14745
Oceana County,Michigan,26902,10772,4597,5913,262
Ogemaw County,Michigan,21710,9855,4896,4706,253
Ontonagon County,Michigan,7825,4151,1514,2472,165
Osceola County,Michigan,23248,9930,4006,5680,244
Oscoda County,Michigan,9392,3992,1677,2207,108
Otsego County,Michigan,23443,10505,4034,6108,363
Ottawa County,Michigan,239559,110599,29600,78703,2296
Presque Isle County,Michigan,14378,7080,3242,3660,178
Roscommon County,Michigan,25494,12928,6433,6190,305
Saginaw County,Michigan,209899,93756,50825,41152,1779
St. Clair County,Michigan,164621,68516,33002,33571,1943
St. Joseph County,Michigan,62480,22024,8574,12906,544
Sanilac County,Michigan,44516,18566,7153,10966,447
Schoolcraft County,Michigan,8915,4198,2036,2088,74
Shiawassee County,Michigan,71714,32218,15520,15816,882
Tuscola County,Michigan,58251,24652,10845,13213,594
Van Buren County,Michigan,76242,29482,13796,14792,894
Washtenaw County,Michigan,324372,144940,86647,52459,5834
Wayne County,Michigan,2057255,768627,530414,223021,15192
Wexford County,Michigan,30537,12982,5326,7215,441
Aitkin County,Minnesota,15282,8260,3830,3755,675
Anoka County,Minnesota,299780,145619,68008,69256,8355
Becker County,Minnesota,30188,14333,5253,8152,928
Beltrami County,Minnesota,39789,17217,7301,8346,1570
Benton County,Minnesota,34470,14908,6009,7663,1236
Big Stone County,Minnesota,5777,2980,1430,1370,180
Blue Earth County,Minnesota,55988,27402,12329,12942,2131
Brown County,Minnesota,26877,12834,4650,7370,814
Carlton County,Minnesota,31784,15081,8620,5578,883
Carver County,Minnesota,70843,35021,12462,20790,1769
Cass County,Minnesota,27292,13593,5534,7134,925
Chippewa County,Minnesota,12913,6352,2952,2977,423
Chisago County,Minnesota,41611,21987,9593,10937,1457
Clay County,Minnesota,51308,23358,10128,11712,1518
Clearwater County,Minnesota,8389,3824,1466,2137,221
Cook County,Minnesota,5178,2820,1171,1295,354
Cottonwood County,Minnesota,12167,6181,2503,3369,309
Crow Wing County,Minnesota,55184,28128,11255,15035,1838
Dakota County,Minnesota,357848,182249,85446,87250,9553
Dodge County,Minnesota,17857,8050,3370,4213,467
Douglas County,Minnesota,32882,17205,6352,9811,1042
Faribault County,Minnesota,16143,8424,3624,4336,464
Fillmore County,Minnesota,21142,10223,5020,4646,557
Freeborn County,Minnesota,32555,16139,8514,6843,782
Goodhue County,Minnesota,44154,22257,9981,10852,1424
Grant County,Minnesota,6265,3624,1507,1804,313
Hennepin County,Minnesota,1117775,573846,307599,225657,40590
Houston County,Minnesota,19730,10167,4502,5077,588
Hubbard County,Minnesota,18401,9613,3632,5307,674
Isanti County,Minnesota,31459,14929,6247,7668,1014
Itasca County,Minnesota,43927,21714,10583,9545,1586
Jackson County,Minnesota,11186,5438,2364,2773,301
Kanabec County,Minnesota,15041,6811,2831,3480,500
Kandiyohi County,Minnesota,41141,19285,8220,10026,1039
Kittson County,Minnesota,5260,2637,1107,1353,177
Koochiching County,Minnesota,14288,6879,2903,3523,453
Lac qui Parle County,Minnesota,8057,4453,2244,1941,268
Lake County,Minnesota,11083,6563,3579,2465,519
Lake of the Woods County,Minnesota,4488,2187,848,1216,123
Le Sueur County,Minnesota,25459,12331,5361,6138,832
Lincoln County,Minnesota,6403,3284,1590,1513,181
Lyon County,Minnesota,25465,11489,4737,6087,665
McLeod County,Minnesota,34854,15394,5609,8782,1003
Mahnomen County,Minnesota,5167,2224,921,1122,181
Marshall County,Minnesota,10119,5199,1910,2912,377
Martin County,Minnesota,21786,10371,4166,5686,519
Meeker County,Minnesota,22766,10672,4402,5520,750
Mille Lacs County,Minnesota,22422,10253,4376,5223,654
Morrison County,Minnesota,31819,14677,5274,8197,1206
Mower County,Minnesota,38669,18480,10693,6873,914
Murray County,Minnesota,9153,4753,2093,2407,253
Nicollet County,Minnesota,29904,15327,7041,7221,1065
Nobles County,Minnesota,20791,8872,3760,4766,346
Norman County,Minnesota,7431,3641,1575,1808,258
Olmsted County,Minnesota,124930,59392,25822,30641,2929
Otter Tail County,Minnesota,57073,28511,9844,16963,1704
Pennington County,Minnesota,13545,6320,2458,3380,482
Pine County,Minnesota,26607,13068,6148,5854,1066
Pipestone County,Minnesota,9858,4894,1970,2693,231
Polk County,Minnesota,31384,14140,5764,7609,767
Pope County,Minnesota,11231,5987,2771,2808,408
Ramsey County,Minnesota,511520,244278,138470,87669,18139
Red Lake County,Minnesota,4279,2090,830,1090,170
Redwood County,Minnesota,16767,7748,2681,4589,478
Renville County,Minnesota,17125,8122,3533,4036,553
Rice County,Minnesota,56811,26021,13140,10876,2005
Rock County,Minnesota,9703,5010,2081,2772,157
Roseau County,Minnesota,16309,7166,2128,4695,343
St. Louis County,Minnesota,200626,107464,64237,35420,7807
Scott County,Minnesota,91031,43793,17503,23954,2336
Sherburne County,Minnesota,65361,30835,12109,16813,1913
Sibley County,Minnesota,15361,7335,2687,4087,561
Stearns County,Minnesota,133669,62476,24800,32402,5274
Steele County,Minnesota,33793,16066,6900,8223,943
Stevens County,Minnesota,10021,5752,2434,2831,487
Swift County,Minnesota,11834,5437,2698,2376,363
Todd County,Minnesota,24407,11092,4132,6031,929
Traverse County,Minnesota,4123,2106,884,1074,148
Wabasha County,Minnesota,21644,10531,4522,5245,764
Wadena County,Minnesota,13745,6382,2251,3733,398
Waseca County,Minnesota,19522,8864,3694,4608,562
Washington County,Minnesota,202686,107009,49637,51502,5870
Watonwan County,Minnesota,11826,5134,2258,2562,314
Wilkin County,Minnesota,7116,3305,1046,2032,227
Winona County,Minnesota,50081,23918,11069,10773,2076
Wright County,Minnesota,90786,43366,16762,23861,2743
Yellow Medicine County,Minnesota,11208,5515,2528,2598,389
Adams County,Mississippi,34246,14879,8065,6691,123
Alcorn County,Mississippi,34600,12638,5059,7254,325
Amite County,Mississippi,13546,6408,2673,3677,58
Attala County,Mississippi,19620,7173,2922,4206,45
Benton County,Mississippi,8034,3481,1886,1561,34
Bolivar County,Mississippi,40381,13538,8436,4847,255
Calhoun County,Mississippi,15044,5758,2251,3448,59
Carroll County,Mississippi,10764,4924,1726,3165,33
Chickasaw County,Mississippi,19372,7175,3519,3549,107
Choctaw County,Mississippi,9742,3719,1278,2398,43
Claiborne County,Mississippi,11792,4615,3670,883,62
Clarke County,Mississippi,17749,6919,2368,4503,48
Clay County,Mississippi,21984,8165,4515,3570,80
Coahoma County,Mississippi,30526,9553,5662,3695,196
Copiah County,Mississippi,28761,10587,4845,5643,99
Covington County,Mississippi,19426,6881,2623,4180,78
DeSoto County,Mississippi,108714,34936,9586,24879,471
Forrest County,Mississippi,71982,22251,8500,13281,470
Franklin County,Mississippi,8414,3953,1486,2427,40
George County,Mississippi,19257,7284,1977,5143,164
Greene County,Mississippi,13295,4436,1317,3082,37
Grenada County,Mississippi,23160,9385,4163,5129,93
Hancock County,Mississippi,43307,14548,4801,9326,421
Harrison County,Mississippi,190071,52616,19142,32256,1218
Hinds County,Mississippi,250474,87770,46789,37753,3228
Holmes County,Mississippi,21564,7422,5447,1937,38
Humphreys County,Mississippi,11106,3944,2288,1628,28
Issaquena County,Mississippi,2258,941,555,366,20
Itawamba County,Mississippi,22853,8564,2994,5424,146
Jackson County,Mississippi,132019,45107,14193,30068,846
Jasper County,Mississippi,18110,6447,3104,3294,49
Jefferson County,Mississippi,9649,3408,2786,600,22
Jefferson Davis County,Mississippi,13853,5317,2835,2437,45
Jones County,Mississippi,64993,24340,7713,16341,286
Kemper County,Mississippi,10443,4261,2311,1915,35
Lafayette County,Mississippi,38759,12678,5139,7081,458
Lamar County,Mississippi,40211,16602,3478,12795,329
Lauderdale County,Mississippi,78195,25970,8412,17315,243
Lawrence County,Mississippi,13215,6587,2841,3674,72
Leake County,Mississippi,20964,6952,2793,4114,45
Lee County,Mississippi,75876,25094,9142,15551,401
Leflore County,Mississippi,37763,11276,6401,4626,249
Lincoln County,Mississippi,33163,13000,4358,8540,102
Lowndes County,Mississippi,61529,19230,7537,11404,289
Madison County,Mississippi,75089,29859,10416,19109,334
Marion County,Mississippi,25616,10998,4114,6796,88
Marshall County,Mississippi,35004,12592,7735,4723,134
Monroe County,Mississippi,37981,13360,5783,7397,180
Montgomery County,Mississippi,12115,4849,2187,2630,32
Neshoba County,Mississippi,28689,9066,2563,6409,94
Newton County,Mississippi,21791,7738,2147,5540,51
Noxubee County,Mississippi,12536,4954,3383,1530,41
Oktibbeha County,Mississippi,43122,14804,6443,7959,402
Panola County,Mississippi,34379,11389,5880,5424,85
Pearl River County,Mississippi,48621,16477,4611,11575,291
Perry County,Mississippi,12149,4359,1285,3026,48
Pike County,Mississippi,38995,14166,6544,7464,158
Pontotoc County,Mississippi,26967,9510,2771,6601,138
Prentiss County,Mississippi,25662,8482,3287,5101,94
Quitman County,Mississippi,10055,3413,2103,1280,30
Rankin County,Mississippi,116255,41435,8050,32983,402
Scott County,Mississippi,28393,9206,3548,5601,57
Sharkey County,Mississippi,6520,2903,1706,1074,123
Simpson County,Mississippi,27641,9574,3227,6254,93
Smith County,Mississippi,16182,6528,1620,4838,70
Stone County,Mississippi,13664,5523,1677,3702,144
Sunflower County,Mississippi,34249,8415,4981,3369,65
Tallahatchie County,Mississippi,14927,5523,3041,2428,54
Tate County,Mississippi,25477,8693,3441,5148,104
Tippah County,Mississippi,20925,8403,2908,5381,114
Tishomingo County,Mississippi,19158,6992,2747,4122,123
Tunica County,Mississippi,9242,2366,1539,792,35
Union County,Mississippi,25484,9311,3094,6087,130
Walthall County,Mississippi,15099,5895,2356,3476,63
Warren County,Mississippi,49598,18623,7485,10892,246
Washington County,Mississippi,62657,18328,10405,7367,556
Wayne County,Mississippi,21342,7705,2981,4635,89
Webster County,Mississippi,10282,4545,1426,3069,50
Wilkinson County,Mississippi,10307,4098,2551,1423,124
Winston County,Mississippi,20152,8368,3672,4645,51
Yalobusha County,Mississippi,13125,5228,2674,2470,84
Yazoo County,Mississippi,28119,10516,4997,5254,265
Adair County,Missouri,24956,10552,4101,6050,401
Andrew County,Missouri,16522,7274,2795,4257,222
Atchison County,Missouri,6389,2871,1013,1798,60
Audrain County,Missouri,25862,9985,4551,5256,178
Barry County,Missouri,33971,12368,4135,7885,348
Barton County,Missouri,12542,5366,1424,3836,106
Bates County,Missouri,16700,7792,3386,4245,161
Benton County,Missouri,17202,7534,3150,4218,166
Bollinger County,Missouri,12047,5294,1692,3487,115
Boone County,Missouri,135940,59609,28811,28426,2372
Buchanan County,Missouri,86192,34751,17085,16423,1243
Butler County,Missouri,40826,14397,4996,9111,290
Caldwell County,Missouri,8975,3850,1488,2220,142
Callaway County,Missouri,40927,15308,6708,8238,362
Camden County,Missouri,37053,17099,6323,10358,418
Cape Girardeau County,Missouri,68796,29859,9334,19832,693
Carroll County,Missouri,10267,4581,1620,2880,81
Carter County,Missouri,5974,2808,997,1730,81
Cass County,Missouri,82592,35869,14921,20113,835
Cedar County,Missouri,13720,5663,1979,3530,154
Chariton County,Missouri,8411,4154,1792,2300,62
Christian County,Missouri,54936,23228,7896,14824,508
Clark County,Missouri,7387,3802,1812,1899,91
Clay County,Missouri,184703,80173,39084,39083,2006
Clinton County,Missouri,19046,8531,3994,4323,214
Cole County,Missouri,71485,32775,12056,20167,552
Cooper County,Missouri,16764,6790,2567,4072,151
Crawford County,Missouri,22828,8302,3350,4754,198
Dade County,Missouri,7915,3752,1193,2468,91
Dallas County,Missouri,15751,6219,2311,3723,185
Daviess County,Missouri,7998,3494,1367,2011,116
DeKalb County,Missouri,13137,4049,1562,2363,124
Dent County,Missouri,14947,5988,1839,3996,153
Douglas County,Missouri,13097,5281,1546,3599,136
Dunklin County,Missouri,33148,10525,4947,5426,152
Franklin County,Missouri,94050,39194,16172,21863,1159
Gasconade County,Missouri,15374,6629,2257,4190,182
Gentry County,Missouri,6873,3105,1271,1771,63
Greene County,Missouri,241015,102926,41091,59178,2657
Grundy County,Missouri,10513,4708,1563,2976,169
Harrison County,Missouri,8873,3991,1328,2552,111
Henry County,Missouri,22108,9778,4459,5120,199
Hickory County,Missouri,8940,4238,1961,2172,105
Holt County,Missouri,5326,2662,871,1738,53
Howard County,Missouri,10182,4512,1944,2414,154
Howell County,Missouri,37285,14075,4641,9018,416
Iron County,Missouri,10628,4414,2044,2237,133
Jackson County,Missouri,655709,272062,160419,104418,7225
Jasper County,Missouri,104966,37481,11737,24899,845
Jefferson County,Missouri,198937,77204,38616,36766,1822
Johnson County,Missouri,48534,16787,6926,9339,522
Knox County,Missouri,4356,2055,787,1226,42
Laclede County,Missouri,32598,13046,4183,8556,307
Lafayette County,Missouri,33000,14520,6343,7849,328
Lawrence County,Missouri,35352,12903,4235,8305,363
Lewis County,Missouri,10500,4484,2023,2388,73
Lincoln County,Missouri,39196,15913,6961,8549,403
Linn County,Missouri,13722,6010,2646,3246,118
Livingston County,Missouri,14519,6276,2425,3709,142
McDonald County,Missouri,21665,6529,1866,4460,203
Macon County,Missouri,15734,7175,2817,4232,126
Madison County,Missouri,11853,4373,1828,2460,85
Maries County,Missouri,8918,3854,1554,2216,84
Marion County,Missouri,28285,11712,4993,6550,169
Mercer County,Missouri,3747,1842,555,1250,37
Miller County,Missouri,23617,9356,3217,5945,194
Mississippi County,Missouri,13395,5215,2756,2395,64
Moniteau County,Missouri,14847,6065,2176,3764,125
Monroe County,Missouri,9329,4094,1860,2175,59
Montgomery County,Missouri,12141,5303,2092,3106,105
Morgan County,Missouri,19291,7881,3235,4460,186
New Madrid County,Missouri,19657,7266,3738,3416,112
Newton County,Missouri,52699,21162,6447,14232,483
Nodaway County,Missouri,21897,9049,3553,5161,335
Oregon County,Missouri,10327,4233,1568,2521,144
Osage County,Missouri,13026,6178,1938,4154,86
Ozark County,Missouri,9532,4292,1432,2663,197
Pemiscot County,Missouri,20060,6060,3245,2750,65
Perry County,Missouri,18134,6903,2085,4667,151
Pettis County,Missouri,39486,15755,5855,9533,367
Phelps County,Missouri,39945,16146,6262,9444,440
Pike County,Missouri,18301,7351,3557,3648,146
Platte County,Missouri,74316,34054,15325,17785,944
Polk County,Missouri,26999,10294,3606,6430,258
Pulaski County,Missouri,41957,10531,3800,6531,200
Putnam County,Missouri,5231,2334,708,1593,33
Ralls County,Missouri,9669,4542,2033,2446,63
Randolph County,Missouri,24660,9186,4116,4844,226
Ray County,Missouri,23393,9747,4970,4517,260
Reynolds County,Missouri,6708,3131,1298,1762,71
Ripley County,Missouri,13482,5065,1820,3121,124
St. Charles County,Missouri,286218,128686,53806,72114,2766
St. Clair County,Missouri,9698,4739,1866,2731,142
Ste. Genevieve County,Missouri,17973,7311,3600,3505,206
St. Francois County,Missouri,55773,18841,9075,9327,439
St. Louis County,Missouri,1016178,486884,250631,224689,11564
Saline County,Missouri,23747,9355,4585,4572,198
Schuyler County,Missouri,4178,2006,808,1159,39
Scotland County,Missouri,4976,2179,790,1335,54
Scott County,Missouri,40371,15704,6452,8999,253
Shannon County,Missouri,8331,3781,1430,2245,106
Shelby County,Missouri,6790,3257,1262,1936,59
Stoddard County,Missouri,29756,12454,4476,7727,251
Stone County,Missouri,28600,12151,4055,7793,303
Sullivan County,Missouri,7227,3064,1127,1877,60
Taney County,Missouri,40059,15112,5092,9647,373
Texas County,Missouri,23049,9932,3486,6136,310
Vernon County,Missouri,20428,8408,3156,4985,267
Warren County,Missouri,24745,10740,4524,5979,237
Washington County,Missouri,23395,8265,4047,4020,198
Wayne County,Missouri,13259,5848,2387,3346,115
Webster County,Missouri,31219,11880,4174,7350,356
Worth County,Missouri,2382,1158,469,651,38
Wright County,Missouri,17926,7841,2250,5391,200
St. Louis city,Missouri,347144,124752,96557,24799,3396
Kansas City,Missouri,655709,0,0,0,0
Beaverhead County,Montana,9204,4196,799,3113,284
Big Horn County,Montana,12669,4161,2345,1651,165
Blaine County,Montana,6968,2759,1246,1410,103
Broadwater County,Montana,4378,2074,462,1488,124
Carbon County,Montana,9561,4789,1434,3008,347
Carter County,Montana,1335,645,53,573,19
Cascade County,Montana,80318,33317,13137,18164,2016
Chouteau County,Montana,6062,2885,686,2039,160
Custer County,Montana,11678,4905,1501,3156,248
Daniels County,Montana,2005,1110,303,750,57
Dawson County,Montana,9050,4271,1364,2723,184
Deer Lodge County,Montana,9409,4534,2672,1493,369
Fallon County,Montana,2816,1369,256,1061,52
Fergus County,Montana,11902,5994,1352,4353,289
Flathead County,Montana,74774,33839,8329,22519,2991
Gallatin County,Montana,68375,32040,10009,18833,3198
Garfield County,Montana,1268,744,61,651,32
Glacier County,Montana,13183,4124,2211,1709,204
Golden Valley County,Montana,1019,531,88,405,38
Granite County,Montana,2849,1590,295,1181,114
Hill County,Montana,16605,6558,2760,3392,406
Jefferson County,Montana,10052,5163,1513,3308,342
Judith Basin County,Montana,2330,1394,278,1057,59
Lake County,Montana,26588,11448,3884,6441,1123
Lewis and Clark County,Montana,55886,27269,9982,15091,2196
Liberty County,Montana,2168,1044,243,752,49
Lincoln County,Montana,18818,7846,1629,5578,639
McCone County,Montana,1960,1142,267,827,48
Madison County,Montana,6870,3656,758,2656,242
Meagher County,Montana,1916,935,176,698,61
Mineral County,Montana,3877,1639,382,1078,179
Missoula County,Montana,96178,46576,17241,21474,7861
Musselshell County,Montana,4471,2207,512,1582,113
Park County,Montana,15710,7406,2154,4523,729
Petroleum County,Montana,493,306,36,254,16
Phillips County,Montana,4568,2228,423,1727,78
Pondera County,Montana,6384,2896,792,1948,156
Powder River County,Montana,1847,1008,115,860,33
Powell County,Montana,7203,2832,638,1971,223
Prairie County,Montana,1179,746,164,541,41
Ravalli County,Montana,36301,17238,4451,11241,1546
Richland County,Montana,9619,4033,1018,2858,157
Roosevelt County,Montana,10623,3813,2059,1605,149
Rosebud County,Montana,9399,3423,1394,1826,203
Sanders County,Montana,10287,4721,1165,3144,412
Sheridan County,Montana,4078,1965,702,1176,87
Silver Bow County,Montana,34571,16703,8967,6299,1437
Stillwater County,Montana,8247,3918,925,2765,228
Sweet Grass County,Montana,3633,1846,305,1450,91
Teton County,Montana,6436,3314,847,2294,173
Toole County,Montana,5261,2378,630,1639,109
Treasure County,Montana,854,479,106,344,29
Valley County,Montana,7653,3963,1273,2500,190
Wheatland County,Montana,2243,999,243,708,48
Wibaux County,Montana,1072,518,121,369,28
Yellowstone County,Montana,129570,57499,20370,33922,3207
Adams County,Nebraska,31154,12438,3686,8162,590
Antelope County,Nebraska,7435,3368,678,2562,128
Arthur County,Nebraska,445,272,26,235,11
Banner County,Nebraska,819,462,65,390,7
Blaine County,Nebraska,583,349,43,299,7
Boone County,Nebraska,6214,2862,575,2196,91
Box Butte County,Nebraska,12235,5089,1614,3208,267
Boyd County,Nebraska,2431,1242,265,931,46
Brown County,Nebraska,3534,1684,250,1375,59
Buffalo County,Nebraska,42310,16461,3927,11931,603
Burt County,Nebraska,7786,3392,1223,2056,113
Butler County,Nebraska,8826,3828,1028,2638,162
Cass County,Nebraska,24365,10280,3656,6144,480
Cedar County,Nebraska,9604,4269,1062,2989,218
Chase County,Nebraska,4053,1875,306,1505,64
Cherry County,Nebraska,6152,2847,446,2322,79
Cheyenne County,Nebraska,9832,4186,844,3207,135
Clay County,Nebraska,7029,3215,774,2326,115
Colfax County,Nebraska,10452,3315,863,2338,114
Cuming County,Nebraska,10169,4215,857,3232,126
Custer County,Nebraska,11784,5414,976,4245,193
Dakota County,Nebraska,20296,6061,2695,3119,247
Dawes County,Nebraska,9054,3621,823,2549,249
Dawson County,Nebraska,24410,7507,1740,5511,256
Deuel County,Nebraska,2086,1033,213,783,37
Dixon County,Nebraska,6246,2792,820,1834,138
Dodge County,Nebraska,36231,14472,5021,8871,580
Douglas County,Nebraska,464701,183156,73347,101025,8784
Dundy County,Nebraska,2268,1011,179,801,31
Fillmore County,Nebraska,6607,2998,848,2024,126
